"airport","year","domestic_departures","international_departures","domestic_destinations","international_destinations"
"EGPH","2015","29669","21457","36","137"
"EGPH","2016","29265","25904","27","177"
"EGPH","2017","29428","29028","32","179"
"EGPH","2018","28935","30351","30","204"
"EGPH","2019","26452","28562","29","189"
"EGPI","2003","567","0","1","0"
"EGPI","2004","571","0","1","0"
"EGPI","2005","570","0","1","0"
"EGPI","2006","664","0","1","0"
"EGPI","2007","681","0","1","0"
"EGPI","2008","755","0","2","0"
"EGPI","2009","657","0","1","0"
"EGPI","2010","677","0","3","0"
"EGPI","2011","760","0","3","0"
"EGPI","2012","755","0","2","0"
"EGPI","2013","729","0","2","0"
"EGPI","2014","724","0","2","0"
"EGPI","2015","757","0","3","0"
"EGPI","2016","728","0","2","0"
"EGPI","2017","802","0","3","0"
"EGPI","2018","815","0","2","0"
"EGPI","2019","814","0","3","0"
"EGPK","2003","4250","4163","4","16"
"EGPK","2004","3695","5334","7","18"
"EGPK","2005","2924","6574","5","25"
"EGPK","2006","2279","6659","5","32"
"EGPK","2007","2471","6482","4","31"
"EGPK","2008","2888","6508","5","35"
"EGPK","2009","2240","5464","4","37"
"EGPK","2010","1568","4708","4","30"
"EGPK","2011","648","4192","2","27"
"EGPK","2012","362","3666","1","33"
"EGPK","2013","349","3884","1","34"
"EGPK","2014","238","2974","1","32"
"EGPK","2015","0","2090","0","21"
"EGPK","2016","0","2319","0","21"
"EGPK","2017","0","2448","0","21"
"EGPK","2018","0","2372","0","19"
"EGPK","2019","0","2002","0","20"
"EGPL","2003","565","0","2","0"
"EGPL","2004","690","0","3","0"
"EGPL","2005","1302","0","4","0"
"EGPL","2006","1631","0","4","0"
"EGPL","2007","1734","0","4","0"
"EGPL","2008","1443","0","5","0"
"EGPL","2009","1458","0","3","0"
"EGPL","2010","1406","0","4","0"
"EGPL","2011","1346","0","3","0"
"EGPL","2012","1335","0","3","0"
"EGPL","2013","967","0","3","0"
"EGPL","2014","844","0","2","0"
"EGPL","2015","853","0","4","0"
"EGPL","2016","880","0","2","0"
"EGPL","2017","914","0","4","0"
"EGPL","2018","964","0","2","0"
"EGPL","2019","846","0","2","0"
"EGPN","2003","1442","0","2","0"
"EGPN","2004","1192","0","1","0"
"EGPN","2005","1170","0","1","0"
"EGPN","2006","1163","0","1","0"
"EGPN","2007","1156","0","2","0"
"EGPN","2008","1840","0","6","0"
"EGPN","2009","2021","0","5","0"
"EGPN","2010","1901","0","5","0"
"EGPN","2011","1429","0","3","0"
"EGPN","2012","1354","0","3","0"
"EGPN","2013","660","0","2","0"
"EGPN","2014","576","0","2","0"
"EGPN","2015","570","0","2","0"
"EGPN","2016","571","149","1","1"
"EGPN","2017","556","0","2","0"
"EGPN","2018","542","0","1","0"
"EGPN","2019","476","0","1","0"
"EGPO","2003","1708","0","4","0"
"EGPO","2004","1973","0","5","0"
"EGPO","2005","3125","0","7","0"
"EGPO","2006","3685","0","7","0"
"EGPO","2007","3984","0","6","0"
"EGPO","2008","3983","0","9","0"
"EGPO","2009","3634","0","6","0"
"EGPO","2010","3441","0","7","0"
"EGPO","2011","3278","0","6","0"
"EGPO","2012","3369","0","6","0"
"EGPO","2013","3193","0","5","0"
"EGPO","2014","3176","0","5","0"
"EGPO","2015","3199","0","9","0"
"EGPO","2016","3161","0","5","0"
"EGPO","2017","3398","0","10","0"
"EGPO","2018","3455","0","8","0"
"EGPO","2019","2448","0","5","0"
"EGPR","2003","595","0","2","0"
"EGPR","2004","596","0","2","0"
"EGPR","2005","601","0","2","0"
"EGPR","2006","626","0","2","0"
"EGPR","2007","643","0","2","0"
"EGPR","2008","688","0","4","0"
"EGPR","2009","669","0","2","0"
"EGPR","2010","676","0","2","0"
"EGPR","2011","677","0","2","0"
"EGPR","2012","679","0","2","0"
"EGPR","2013","477","0","2","0"
"EGPR","2014","453","0","1","0"
"EGPR","2015","493","0","2","0"
"EGPR","2016","351","0","1","0"
"EGPR","2017","688","0","2","0"
"EGPR","2018","688","0","1","0"
"EGPR","2019","574","0","1","0"
"EGPU","2003","309","0","1","0"
"EGPU","2004","311","0","1","0"
"EGPU","2005","311","0","1","0"
"EGPU","2006","309","0","1","0"
"EGPU","2007","309","0","1","0"
"EGPU","2008","311","0","2","0"
"EGPU","2009","309","0","1","0"
"EGPU","2010","310","0","1","0"
"EGPU","2011","321","0","1","0"
"EGPU","2012","322","0","1","0"
"EGPU","2013","326","0","1","0"
"EGPU","2014","328","0","1","0"
"EGPU","2015","473","0","2","0"
"EGPU","2016","679","0","1","0"
"EGPU","2017","684","0","2","0"
"EGPU","2018","684","0","1","0"
"EGPU","2019","571","0","1","0"
"EGSC","2012","19","16","1","1"
"EGSC","2013","12","389","1","4"
"EGSC","2014","0","745","0","7"
"EGSC","2015","0","146","0","1"
"EGSC","2016","0","177","0","1"
"EGSC","2017","23","174","1","1"
"EGSC","2018","129","172","1","1"
"EGSC","2019","168","213","1","1"
"EGSH","2003","3541","1362","4","2"
"EGSH","2004","3379","1603","6","9"
"EGSH","2005","4235","1740","11","10"
"EGSH","2006","3965","2577","14","13"
"EGSH","2007","3123","2597","8","9"
"EGSH","2008","2609","1837","7","11"
"EGSH","2009","2216","1475","5","9"
"EGSH","2010","2332","1430","9","16"
"EGSH","2011","2133","1357","8","14"
"EGSH","2012","2605","1240","11","9"
"EGSH","2013","2625","1430","11","10"
"EGSH","2014","2904","1378","7","7"
"EGSH","2015","3135","1598","12","16"
"EGSH","2016","3344","1771","7","16"
"EGSH","2017","3345","1779","11","13"
"EGSH","2018","2561","1696","11","15"
"EGSH","2019","2041","1753","7","13"
"EGSS","2003","13723","62952","17","153"
"EGSS","2004","13690","68741","15","189"
"EGSS","2005","12380","71514","17","197"
"EGSS","2006","13151","77150","22","196"
"EGSS","2007","12955","77579","29","249"
"EGSS","2008","11456","71950","12","226"
"EGSS","2009","8479","63991","11","210"
"EGSS","2010","7918","60605","11","218"
"EGSS","2011","6242","56611","11","207"
"EGSS","2012","5071","54681","7","201"
"EGSS","2013","4421","56419","6","208"
"EGSS","2014","4924","62666","9","231"
"EGSS","2015","7845","65495","14","244"
"EGSS","2016","8270","68906","13","260"
"EGSS","2017","7162","75030","14","302"
"EGSS","2018","7852","81234","11","330"
"EGSS","2019","6545","70440","9","302"
"EGTE","2003","1115","368","5","2"
"EGTE","2004","1765","1038","8","8"
"EGTE","2005","3032","1764","11","10"
"EGTE","2006","4409","2196","12","14"
"EGTE","2007","4649","3000","12","25"
"EGTE","2008","3968","3109","14","31"
"EGTE","2009","3590","2511","14","34"
"EGTE","2010","3338","2403","11","35"
"EGTE","2011","3013","2366","9","39"
"EGTE","2012","3187","2226","11","31"
"EGTE","2013","2729","2289","10","35"
"EGTE","2014","3095","2270","10","29"
"EGTE","2015","3849","2087","10","29"
"EGTE","2016","3882","2194","11","28"
"EGTE","2017","4462","2260","12","27"
"EGTE","2018","4084","2291","10","26"
"EGTE","2019","3060","2436","9","29"
"EGTK","2009","7","2","1","1"
"EGTK","2010","0","13","0","1"
"EGTK","2012","474","0","2","0"
"EGTK","2013","321","138","3","1"
"EGVN","2003","0","104","0","1"
"EGVN","2004","0","105","0","1"
"EGVN","2005","0","104","0","1"
"EGVN","2006","0","104","0","1"
"EGVN","2007","0","105","0","1"
"EGVN","2008","0","104","0","1"
"EGVN","2009","0","105","0","1"
"EGVN","2010","0","104","0","1"
"EGVN","2011","0","34","0","1"
"EGVN","2014","0","5","0","3"
"EGYP","2003","0","169","0","4"
"EGYP","2004","0","156","0","4"
"EGYP","2005","0","158","0","4"
"EGYP","2006","0","156","0","3"
"EGYP","2007","0","156","0","3"
"EGYP","2008","0","157","0","3"
"EGYP","2009","0","156","0","3"
"EGYP","2010","0","157","0","3"
"EGYP","2011","0","88","0","3"
"EGYP","2012","0","52","0","2"
"EGYP","2013","0","52","0","2"
"EGYP","2014","0","53","0","2"
"EGYP","2015","0","52","0","2"
"EGYP","2016","0","53","0","2"
"EGYP","2017","0","61","0","3"
"EGYP","2018","0","54","0","3"
"EGYP","2019","0","53","0","3"
"EHAM","2003","2657","178859","5","421"
"EHAM","2004","2520","184951","3","470"
"EHAM","2005","2091","188905","4","463"
"EHAM","2006","1028","196047","2","466"
"EHAM","2007","1337","203543","2","481"
"EHAM","2008","1033","202615","2","466"
"EHAM","2009","0","189129","0","505"
"EHAM","2010","6","191028","3","511"
"EHAM","2011","11","202688","2","535"
"EHAM","2012","5","203262","2","545"
"EHAM","2013","220","205875","7","544"
"EHAM","2014","14","212042","7","588"
"EHAM","2015","22","219178","5","613"
"EHAM","2016","81","231802","4","647"
"EHAM","2017","66","243147","5","595"
"EHAM","2018","54","245499","2","551"
"EHAM","2019","52","236121","1","487"
"EHBK","2003","1395","1066","3","11"
"EHBK","2004","1317","739","2","11"
"EHBK","2005","1124","1237","2","6"
"EHBK","2006","974","1275","1","6"
"EHBK","2007","1025","753","1","9"
"EHBK","2008","855","969","2","7"
"EHBK","2009","0","758","0","7"
"EHBK","2010","0","1076","0","14"
"EHBK","2011","7","1788","1","18"
"EHBK","2012","0","2236","0","23"
"EHBK","2013","203","2919","3","27"
"EHBK","2014","2","1828","1","21"
"EHBK","2015","0","1477","0","16"
"EHBK","2016","3","1259","1","30"
"EHBK","2017","12","1414","2","18"
"EHBK","2018","4","2134","1","37"
"EHBK","2019","0","1836","0","23"
"EHEH","2003","1459","2543","5","5"
"EHEH","2004","1200","2822","2","8"
"EHEH","2005","961","3168","2","17"
"EHEH","2006","0","4156","0","16"
"EHEH","2007","0","5336","0","20"
"EHEH","2008","0","5990","0","22"
"EHEH","2009","0","6004","0","38"
"EHEH","2010","42","7687","3","44"
"EHEH","2011","94","9195","3","64"
"EHEH","2012","31","10431","3","72"
"EHEH","2013","184","11712","6","81"
"EHEH","2014","182","12989","3","88"
"EHEH","2015","83","13676","3","85"
"EHEH","2016","48","14933","4","89"
"EHEH","2017","70","17079","3","94"
"EHEH","2018","4","18193","1","103"
"EHEH","2019","40","17040","1","100"
"EHGG","2003","47","267","1","2"
"EHGG","2004","76","425","2","4"
"EHGG","2005","26","249","1","1"
"EHGG","2006","52","75","1","2"
"EHGG","2007","307","59","1","1"
"EHGG","2008","186","0","2","0"
"EHGG","2009","90","24","2","1"
"EHGG","2010","59","54","2","3"
"EHGG","2011","163","66","3","4"
"EHGG","2012","234","332","5","10"
"EHGG","2013","183","429","6","11"
"EHGG","2014","116","508","4","11"
"EHGG","2015","187","591","5","11"
"EHGG","2016","100","824","6","11"
"EHGG","2017","49","1275","3","10"
"EHGG","2018","103","1854","4","11"
"EHGG","2019","0","1113","0","9"
"EHKD","2013","0","42","0","1"
"EHRD","2003","112","5601","3","22"
"EHRD","2004","4","7309","1","22"
"EHRD","2005","0","7115","0","23"
"EHRD","2006","0","7380","0","17"
"EHRD","2007","0","7651","0","19"
"EHRD","2008","0","7099","0","24"
"EHRD","2009","0","6589","0","24"
"EHRD","2010","29","6174","1","31"
"EHRD","2011","109","5942","2","31"
"EHRD","2012","32","5964","1","29"
"EHRD","2013","34","8013","3","38"
"EHRD","2014","86","8254","3","40"
"EHRD","2015","91","8245","2","40"
"EHRD","2016","92","8637","3","40"
"EHRD","2017","55","6868","2","41"
"EHRD","2018","52","7349","1","54"
"EHRD","2019","105","7118","2","45"
"EICK","2003","3183","11865","3","38"
"EICK","2004","3266","9708","3","43"
"EICK","2005","2776","11459","3","42"
"EICK","2006","2788","11163","4","52"
"EICK","2007","3897","10615","3","50"
"EICK","2008","3272","11005","4","51"
"EICK","2009","2354","9326","3","43"
"EICK","2010","1497","9723","3","50"
"EICK","2011","364","9915","3","51"
"EICK","2012","21","9963","1","58"
"EICK","2013","35","9547","1","55"
"EICK","2014","0","9363","0","52"
"EICK","2015","0","8746","0","43"
"EICK","2016","0","9867","0","50"
"EICK","2017","0","9818","0","45"
"EICK","2018","0","10208","0","47"
"EICK","2019","0","10275","0","51"
"EICM","2003","1610","560","1","2"
"EICM","2004","1614","1507","2","6"
"EICM","2005","1439","1982","2","9"
"EICM","2006","1423","1839","3","9"
"EICM","2007","1572","2715","2","11"
"EICM","2008","1697","2018","3","8"
"EICM","2009","1417","1543","2","4"
"EICM","2010","1773","1469","3","6"
"EICM","2011","1114","811","3","7"
"EIDL","2003","495","0","2","0"
"EIDL","2004","563","88","1","1"
"EIDL","2005","635","137","1","1"
"EIDL","2006","727","155","1","1"
"EIDL","2007","726","167","1","1"
"EIDL","2008","730","166","1","1"
"EIDL","2009","727","164","1","1"
"EIDL","2010","727","157","1","2"
"EIDL","2011","725","161","2","2"
"EIDL","2012","729","241","1","1"
"EIDL","2013","728","232","1","1"
"EIDL","2014","728","236","2","1"
"EIDL","2015","685","183","2","3"
"EIDL","2016","729","213","1","1"
"EIDL","2017","727","199","1","1"
"EIDL","2018","727","197","1","2"
"EIDL","2019","728","190","1","1"
"EIDW","2003","9684","64967","17","120"
"EIDW","2004","9310","66541","14","148"
"EIDW","2005","8570","68202","12","176"
"EIDW","2006","9221","73026","16","225"
"EIDW","2007","9673","79432","16","248"
"EIDW","2008","8523","84081","11","231"
"EIDW","2009","7115","72027","9","230"
"EIDW","2010","5903","69508","9","203"
"EIDW","2011","2796","70161","9","203"
"EIDW","2012","1520","72019","4","211"
"EIDW","2013","1501","76522","3","228"
"EIDW","2014","1496","82309","4","326"
"EIDW","2015","1454","90767","3","277"
"EIDW","2016","1459","99200","2","293"
"EIDW","2017","1454","103203","2","277"
"EIDW","2018","1454","109633","2","281"
"EIDW","2019","1456","105123","2","292"
"EIKN","2003","363","934","1","3"
"EIKN","2004","370","1592","1","10"
"EIKN","2005","373","2080","2","8"
"EIKN","2006","362","2216","2","7"
"EIKN","2007","363","1915","1","10"
"EIKN","2008","325","2147","1","9"
"EIKN","2009","364","2593","1","10"
"EIKN","2010","364","2648","1","12"
"EIKN","2011","202","2766","1","17"
"EIKN","2012","0","3149","0","21"
"EIKN","2013","0","3077","0","19"
"EIKN","2014","0","3071","0","22"
"EIKN","2015","0","2572","0","15"
"EIKN","2016","0","2990","0","16"
"EIKN","2017","0","2973","0","16"
"EIKN","2018","0","3101","0","16"
"EIKN","2019","0","2726","0","17"
"EIKY","2003","1299","899","1","3"
"EIKY","2004","1304","1020","1","3"
"EIKY","2005","1315","1150","1","3"
"EIKY","2006","1342","1186","2","5"
"EIKY","2007","1348","1106","1","6"
"EIKY","2008","1231","1299","2","6"
"EIKY","2009","1088","1078","1","5"
"EIKY","2010","1088","1232","1","7"
"EIKY","2011","439","1175","2","6"
"EIKY","2012","729","906","1","5"
"EIKY","2013","727","1013","1","5"
"EIKY","2014","729","885","1","5"
"EIKY","2015","727","850","1","5"
"EIKY","2016","730","863","1","5"
"EIKY","2017","727","863","1","6"
"EIKY","2018","727","892","1","6"
"EIKY","2019","728","826","1","6"
"EINN","2003","1393","7788","3","32"
"EINN","2004","1279","6945","3","37"
"EINN","2005","1352","9283","2","45"
"EINN","2006","1640","10139","3","51"
"EINN","2007","1093","10301","4","57"
"EINN","2008","875","9841","2","52"
"EINN","2009","447","8794","1","49"
"EINN","2010","218","5832","1","34"
"EINN","2011","0","6142","0","27"
"EINN","2012","0","5719","0","33"
"EINN","2013","0","5800","0","30"
"EINN","2014","0","7396","0","44"
"EINN","2015","0","6091","0","47"
"EINN","2016","0","6463","0","40"
"EINN","2017","0","6390","0","42"
"EINN","2018","0","6633","0","42"
"EINN","2019","0","5842","0","37"
"EISG","2003","723","0","2","0"
"EISG","2004","730","0","1","0"
"EISG","2005","727","0","1","0"
"EISG","2006","728","0","1","0"
"EISG","2007","728","133","1","1"
"EISG","2008","730","156","1","1"
"EISG","2009","728","0","1","0"
"EISG","2010","728","0","1","0"
"EISG","2011","404","0","1","0"
"EIWF","2003","43","205","1","1"
"EIWF","2004","40","628","1","3"
"EIWF","2005","35","833","1","3"
"EIWF","2006","26","987","1","4"
"EIWF","2007","0","1395","0","4"
"EIWF","2008","285","1765","2","8"
"EIWF","2009","76","1301","2","5"
"EIWF","2010","311","1314","1","4"
"EIWF","2011","457","1282","1","5"
"EIWF","2012","0","1326","0","4"
"EIWF","2013","0","314","0","5"
"EIWF","2014","0","294","0","2"
"EIWF","2015","0","584","0","3"
"EIWF","2016","0","356","0","2"
"EKAH","2003","4161","2249","5","6"
"EKAH","2004","3459","1991","5","7"
"EKAH","2005","3331","2110","3","5"
"EKAH","2006","2844","1801","3","6"
"EKAH","2007","2885","1848","5","6"
"EKAH","2008","3314","1805","5","6"
"EKAH","2009","3184","1706","4","6"
"EKAH","2010","3201","1870","4","8"
"EKAH","2011","3507","1955","2","10"
"EKAH","2012","2283","1961","4","11"
"EKAH","2013","2010","1834","5","11"
"EKAH","2014","2378","1438","5","10"
"EKAH","2015","2263","1367","5","8"
"EKAH","2016","2135","1859","5","12"
"EKAH","2017","2001","1567","3","12"
"EKAH","2018","1884","2317","3","16"
"EKAH","2019","1815","2354","2","17"
"EKBI","2003","2805","8821","8","25"
"EKBI","2004","3043","9916","6","35"
"EKBI","2005","3159","10364","8","36"
"EKBI","2006","3373","10272","12","44"
"EKBI","2007","2672","10955","5","46"
"EKBI","2008","2852","11924","5","48"
"EKBI","2009","2273","10978","6","48"
"EKBI","2010","2632","12819","8","67"
"EKBI","2011","2419","12769","3","50"
"EKBI","2012","1454","11885","5","61"
"EKBI","2013","1581","11924","7","54"
"EKBI","2014","2026","11722","10","75"
"EKBI","2015","2182","12996","13","95"
"EKBI","2016","2007","14312","13","129"
"EKBI","2017","1584","14221","9","115"
"EKBI","2018","1268","14420","8","92"
"EKBI","2019","1263","14815","6","74"
"EKCH","2003","16465","104026","12","184"
"EKCH","2004","16837","109386","12","242"
"EKCH","2005","15189","109662","11","249"
"EKCH","2006","15648","101691","12","247"
"EKCH","2007","16388","102484","14","249"
"EKCH","2008","17015","103920","14","288"
"EKCH","2009","16088","91974","16","300"
"EKCH","2010","19518","98010","17","295"
"EKCH","2011","19682","99366","11","293"
"EKCH","2012","11765","101694","10","311"
"EKCH","2013","11191","103253","17","345"
"EKCH","2014","13297","103645","22","380"
"EKCH","2015","13380","106102","25","471"
"EKCH","2016","13607","112126","24","559"
"EKCH","2017","13261","108627","16","409"
"EKCH","2018","13066","111672","14","385"
"EKCH","2019","12324","108457","13","343"
"EKEB","2003","496","715","1","3"
"EKEB","2004","386","809","1","3"
"EKEB","2005","516","764","2","4"
"EKEB","2006","1055","542","2","3"
"EKEB","2007","462","409","1","2"
"EKEB","2008","478","52","1","1"
"EKEB","2009","392","0","1","0"
"EKEB","2010","348","0","1","0"
"EKEB","2011","389","45","1","1"
"EKEB","2012","103","54","1","2"
"EKEB","2013","281","331","2","2"
"EKEB","2014","413","323","1","2"
"EKEB","2015","623","705","2","3"
"EKEB","2016","436","676","1","2"
"EKEB","2017","276","654","1","2"
"EKEB","2018","19","628","1","2"
"EKEB","2019","54","664","2","4"
"EKKA","2003","3434","0","2","0"
"EKKA","2004","3081","0","1","0"
"EKKA","2005","3159","0","1","0"
"EKKA","2006","3043","0","2","0"
"EKKA","2007","3052","0","2","0"
"EKKA","2008","2735","0","1","0"
"EKKA","2009","2388","0","2","0"
"EKKA","2010","3235","0","3","0"
"EKKA","2011","3244","0","2","0"
"EKKA","2012","1533","0","2","0"
"EKKA","2013","1122","0","3","0"
"EKKA","2014","1471","0","1","0"
"EKKA","2015","1535","1","1","1"
"EKKA","2016","1853","5","1","4"
"EKKA","2017","2200","5","4","1"
"EKKA","2018","2139","7","2","2"
"EKKA","2019","1647","0","3","0"
"EKLS","2009","53","40","2","2"
"EKLS","2010","15","0","1","0"
"EKOD","2006","21","21","1","1"
"EKOD","2007","71","65","2","3"
"EKOD","2015","1","1","1","1"
"EKOD","2016","7","24","2","7"
"EKOD","2019","5","0","1","0"
"EKRK","2003","553","0","1","0"
"EKRK","2009","53","0","2","0"
"EKRK","2010","15","0","1","0"
"EKRK","2011","0","2","0","1"
"EKRK","2012","0","3","0","1"
"EKRK","2013","0","18","0","1"
"EKRK","2015","2","0","2","0"
"EKRK","2016","1","2","1","2"
"EKRK","2017","0","1","0","1"
"EKRK","2018","1","46","1","1"
"EKRK","2019","0","13","0","1"
"EKRN","2003","1802","0","1","0"
"EKRN","2004","1749","0","1","0"
"EKRN","2005","1880","0","2","0"
"EKRN","2006","2796","0","3","0"
"EKRN","2007","2815","26","3","2"
"EKRN","2008","2557","25","3","3"
"EKRN","2009","2358","14","4","1"
"EKRN","2010","3174","32","5","2"
"EKRN","2011","2691","11","1","1"
"EKRN","2012","997","12","1","1"
"EKRN","2013","1430","0","1","0"
"EKRN","2014","2331","0","1","0"
"EKRN","2015","2548","7","2","5"
"EKRN","2016","2624","12","4","10"
"EKRN","2017","2487","11","5","9"
"EKRN","2018","2776","11","6","8"
"EKRN","2019","2384","11","10","9"
"EKSB","2003","1267","25","2","1"
"EKSB","2004","1180","0","1","0"
"EKSB","2005","1187","0","1","0"
"EKSB","2006","1190","0","1","0"
"EKSB","2007","1198","0","1","0"
"EKSB","2008","1322","0","1","0"
"EKSB","2009","1128","0","1","0"
"EKSB","2010","1168","0","2","0"
"EKSB","2011","1247","0","1","0"
"EKSB","2012","463","0","1","0"
"EKSB","2013","900","0","2","0"
"EKSB","2014","1229","0","1","0"
"EKSB","2015","1172","1","1","1"
"EKSB","2016","1128","1","1","1"
"EKSB","2017","1174","0","2","0"
"EKSB","2018","1131","48","3","3"
"EKSB","2019","956","0","3","0"
"EKTS","2003","464","26","1","1"
"EKTS","2004","468","0","1","0"
"EKTS","2005","193","0","1","0"
"EKVG","2003","0","1465","0","13"
"EKVG","2004","0","1536","0","11"
"EKVG","2005","0","1639","0","13"
"EKVG","2006","0","1814","0","12"
"EKVG","2007","0","1634","0","10"
"EKVG","2008","0","1578","0","10"
"EKVG","2009","0","1431","0","9"
"EKVG","2010","0","1366","0","9"
"EKVG","2011","0","1344","0","9"
"EKVG","2012","0","1231","0","11"
"EKVG","2013","0","1213","0","16"
"EKVG","2014","0","1243","0","12"
"EKVG","2015","0","1415","0","11"
"EKVG","2016","0","1448","0","15"
"EKVG","2017","0","1687","0","15"
"EKVG","2018","0","1745","0","15"
"EKVG","2019","0","1843","0","11"
"EKYT","2003","5641","912","7","5"
"EKYT","2004","6304","823","5","4"
"EKYT","2005","5031","592","6","4"
"EKYT","2006","4746","711","8","8"
"EKYT","2007","5456","948","6","6"
"EKYT","2008","5495","977","6","8"
"EKYT","2009","5733","1111","6","11"
"EKYT","2010","6841","1298","5","16"
"EKYT","2011","6939","1599","3","14"
"EKYT","2012","5292","1945","5","16"
"EKYT","2013","4836","2466","11","16"
"EKYT","2014","5067","2379","12","28"
"EKYT","2015","4993","3070","12","42"
"EKYT","2016","4933","2954","14","42"
"EKYT","2017","4792","2875","10","31"
"EKYT","2018","4621","3196","6","31"
"EKYT","2019","4570","2360","4","19"
"ELLX","2003","0","20731","0","99"
"ELLX","2004","0","20352","0","112"
"ELLX","2005","0","20485","0","95"
"ELLX","2006","0","20086","0","76"
"ELLX","2007","0","19473","0","91"
"ELLX","2008","0","20292","0","89"
"ELLX","2009","0","18974","0","91"
"ELLX","2010","0","19325","0","92"
"ELLX","2011","0","22446","0","120"
"ELLX","2012","0","23060","0","145"
"ELLX","2013","0","23302","0","156"
"ELLX","2014","0","24828","0","155"
"ELLX","2015","1","25326","1","161"
"ELLX","2016","0","27603","0","163"
"ELLX","2017","0","31364","0","158"
"ELLX","2018","0","34563","0","163"
"ELLX","2019","0","33117","0","156"
"ENAL","2003","4242","26","4","1"
"ENAL","2004","4358","46","5","1"
"ENAL","2005","3982","21","3","1"
"ENAL","2006","4149","13","6","1"
"ENAL","2007","4284","68","8","2"
"ENAL","2008","4324","387","9","3"
"ENAL","2009","4059","408","7","2"
"ENAL","2010","4108","610","5","6"
"ENAL","2011","4233","536","7","7"
"ENAL","2012","4504","635","6","7"
"ENAL","2013","4568","1350","9","12"
"ENAL","2014","4608","1580","10","13"
"ENAL","2015","4957","1459","8","12"
"ENAL","2016","4903","1142","10","8"
"ENAL","2017","5105","1018","6","6"
"ENAL","2018","4975","1038","8","7"
"ENAL","2019","4753","1081","6","6"
"ENAT","2003","2962","0","10","0"
"ENAT","2004","3292","0","8","0"
"ENAT","2005","3480","0","7","0"
"ENAT","2006","3397","0","9","0"
"ENAT","2007","3533","0","8","0"
"ENAT","2008","3605","0","10","0"
"ENAT","2009","3301","0","12","0"
"ENAT","2010","3370","0","10","0"
"ENAT","2011","3460","0","12","0"
"ENAT","2012","3377","0","10","0"
"ENAT","2013","3394","9","10","1"
"ENAT","2014","3512","9","10","1"
"ENAT","2015","3544","7","10","2"
"ENAT","2016","3404","0","11","0"
"ENAT","2017","3569","0","11","0"
"ENAT","2018","3157","0","9","0"
"ENAT","2019","2922","0","9","0"
"ENBL","2003","1800","0","4","0"
"ENBL","2004","1829","0","5","0"
"ENBL","2005","1832","0","3","0"
"ENBL","2006","1830","0","3","0"
"ENBL","2007","1824","0","4","0"
"ENBL","2008","1908","0","3","0"
"ENBL","2009","1991","0","3","0"
"ENBL","2010","2069","0","3","0"
"ENBL","2011","2059","0","3","0"
"ENBL","2012","2141","0","2","0"
"ENBL","2013","2106","0","3","0"
"ENBL","2014","2101","0","2","0"
"ENBL","2015","2093","0","2","0"
"ENBL","2016","2129","0","3","0"
"ENBL","2017","2044","0","3","0"
"ENBL","2018","2037","0","2","0"
"ENBL","2019","1958","0","3","0"
"ENBN","2003","2753","0","6","0"
"ENBN","2004","2749","0","5","0"
"ENBN","2005","2752","0","5","0"
"ENBN","2006","2836","0","8","0"
"ENBN","2007","2919","0","8","0"
"ENBN","2008","2800","0","7","0"
"ENBN","2009","2778","0","6","0"
"ENBN","2010","2946","0","7","0"
"ENBN","2011","3417","0","8","0"
"ENBN","2012","3652","0","7","0"
"ENBN","2013","3629","0","6","0"
"ENBN","2014","3411","0","6","0"
"ENBN","2015","3268","0","6","0"
"ENBN","2016","3132","0","7","0"
"ENBN","2017","2281","0","5","0"
"ENBN","2018","2043","0","4","0"
"ENBN","2019","2060","0","4","0"
"ENBO","2003","18409","0","24","0"
"ENBO","2004","18683","0","17","0"
"ENBO","2005","18491","0","17","0"
"ENBO","2006","18207","0","23","0"
"ENBO","2007","17949","0","20","0"
"ENBO","2008","17944","0","23","0"
"ENBO","2009","17416","0","25","0"
"ENBO","2010","17637","15","21","3"
"ENBO","2011","17537","22","25","4"
"ENBO","2012","17333","21","22","1"
"ENBO","2013","17330","33","21","4"
"ENBO","2014","17379","38","21","4"
"ENBO","2015","17763","72","23","6"
"ENBO","2016","18173","101","21","8"
"ENBO","2017","18412","96","25","6"
"ENBO","2018","17297","181","24","8"
"ENBO","2019","16831","177","19","6"
"ENBR","2003","24622","4416","30","14"
"ENBR","2004","24925","4842","26","17"
"ENBR","2005","25527","4956","21","21"
"ENBR","2006","25181","6186","29","38"
"ENBR","2007","26927","6417","29","32"
"ENBR","2008","27298","7361","29","36"
"ENBR","2009","25493","6582","32","36"
"ENBR","2010","25530","8536","32","45"
"ENBR","2011","26320","9214","29","55"
"ENBR","2012","26939","8867","31","60"
"ENBR","2013","26991","10045","33","63"
"ENBR","2014","27320","9229","32","70"
"ENBR","2015","26510","9280","30","75"
"ENBR","2016","25756","9161","31","82"
"ENBR","2017","24751","8789","24","75"
"ENBR","2018","24693","9673","26","100"
"ENBR","2019","24597","9894","22","74"
"ENBS","2003","1221","0","5","0"
"ENBS","2004","1226","0","7","0"
"ENBS","2005","1226","0","6","0"
"ENBS","2006","1224","0","6","0"
"ENBS","2007","1228","0","6","0"
"ENBS","2008","1234","0","6","0"
"ENBS","2009","1229","0","6","0"
"ENBS","2010","1230","0","5","0"
"ENBS","2011","1232","0","5","0"
"ENBS","2012","1233","0","5","0"
"ENBS","2013","1220","0","6","0"
