"icao_code","iata_code","name","callsign","country","active","iata_member","iosa_certified","international","fleet_age","aircraft","aircraft_models","aircraft_over_25_years","routes","connections","destinations","annual_domestic_flights","annual_international_flights","accidents_last_5_years","fatal_accidents_last_5_years"
"CUK",NULL,"New Central Airservice","CHUKKA","JP","1","0","0","0","10.50","6","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CUL",NULL,"Coulson Aviation Inc","COULSON","US","1","0","0","0","39.33","3","2","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"CUO",NULL,"Aerocuahonte","CUAHONTE","MX","1","0","0","0","24.75","4","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"CVA","3C","Air Chathams","CHATHAM","NZ","1","0","0","0","39.17","6","4","6","10","5","6","1011","0","0","0"
"CVJ",NULL,"Comercializacion de Aviacion Ejecutiva SA de CV","COMEREJECUTIVA","MX","1","0","0","0","35.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"CVK",NULL,"Cavok Air","CARGO LINE","UA","1","0","0","0","51.17","6","1","6",NULL,NULL,NULL,NULL,NULL,"1","0"
"CVO",NULL,"Centervol S A","CENTERVOL","ES","1","0","0","0","15.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CVR",NULL,"Chevron USA Inc","CHEVRON","US","1","0","0","0","5.69","13","5","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CVS",NULL,"Convers Avia Airline","CONVERS","RU","1","0","0","0","28.49","35","2","29",NULL,NULL,NULL,NULL,NULL,"0","0"
"CVU",NULL,"Grand Canyon Airlines","CANYON VIEW","US","1","0","0","0","23.62","13","2","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"CVV",NULL,"Comeravia","COMERAVIA","VE","1","0","0","0","35.25","4","2","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"CWG",NULL,"Wing Aviation Charter Services LLC","CLEAR WING","US","1","0","0","0","16.74","19","8","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"CWM",NULL,"Air Marshall Islands","AIR MARSHALLS","MH","1","0","0","0","28.00","4","2","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"CWR",NULL,"Beijing City International Jet","CITY WORLD","CN","1","0","0","0","9.00","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CWX",NULL,"Crow Executive Air","CROW EXPRESS","US","1","0","0","0","40.50","2","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"CWY",NULL,"Woodgate Executive Air Charter","CAUSEWAY","GB","1","0","0","0","42.25","4","1","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"CXA","MF","Xiamen Airlines","XIAMEN AIR","CN","1","1","1","1","6.99","154","2","0","550","277","80","180949","23821","1","0"
"CXB","CS","Comlux Aruba","STARLUX","AW","1","0","0","0","15.00","3","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CXE","9Q","Caicos Express Airways","CAICOS","TC","1","0","0","1","40.67","3","1","3","12","6","6","4320","842","0","0"
"CXT",NULL,"Coastal Air Transport","COASTAL","VI","1","0","0","0","45.00","2","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"CYL","CT","Alitalia Cityliner","CITYLINER","IT","1","0","1","1","8.67","3","1","0","138","69","52","22712","15479","0","0"
"CYN","ZO","Colorful Yunnan General Aviation","COLOR JET","CN","1","0","0","0","4.00","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CYO",NULL,"Air Transport Inc","COYOTE","US","1","0","0","0","31.67","9","3","7",NULL,NULL,NULL,NULL,NULL,"0","0"
"CYP","CY","Cyprus Airways","CYPRUS","CY","1","1","1","0","21.00","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CYZ","CF","China Postal Airlines","CHINA POST","CN","1","1","1","0","24.41","27","3","11",NULL,NULL,NULL,NULL,NULL,"0","0"
"DAE","D5*","DHL Aero Expreso","YELLOW","PA","1","0","0","1","23.00","7","3","1","12","10","7","0","1466","0","0"
"DAF",NULL,"Royal Danish Air Force","DANISH AIRFORCE","DK","1","0","0","0","30.44","114","7","83",NULL,NULL,NULL,NULL,NULL,"0","0"
"DAH","AH","Air Algerie","AIR ALGERIE","DZ","1","1","1","1","14.67","3","2","0","386","197","84","34385","39574","1","0"
"DAL","DL","Delta Air Lines","DELTA","US","1","1","1","1","13.08","354","11","32","1576","827","289","910792","152257","16","0"
"DAP","V5","Aerovias DAP","DAP","CL","1","0","0","0","34.82","11","7","10",NULL,NULL,NULL,NULL,NULL,"0","0"
"DAV",NULL,"DANA","DANA AIR","NG","1","0","0","0","26.83","6","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"DBA",NULL,"Air Alpha Inc","DOUBLE-A","US","1","0","0","0","47.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"DBC",NULL,"Gemini Air Group Inc","DIAMOND BACK","US","1","0","0","0","20.33","6","4","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"DCF",NULL,"DC Aviation Al-Futtaim LLC","DESERT STAR","AE","1","0","0","0","10.20","5","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"DCS",NULL,"DC Aviation","TWIN STAR","DE","1","0","0","0","6.11","19","11","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"DCT",NULL,"Airtask Group","AIRTASK","GB","1","0","0","0","21.38","8","2","4","6","3","4","2112","0","0","0"
"DDA",NULL,"D & D Aviation LLC","DUSTY","US","1","0","0","0","18.67","6","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"DEF",NULL,"AVDEF - Aviation Defense Service","TIRPA","FR","1","0","0","0","38.25","4","2","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"DEJ",NULL,"Dana Executive Jets",NULL,"AE","1","0","0","0","18.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"DEK",NULL,"AviaStar Air Company","DEK AERO","BY","1","0","0","0","45.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"DER",NULL,"Deer Jet","DEER JET","CN","1","0","0","1","7.62","26","8","0","410","205","76","84561","3856","0","0"
"DES",NULL,"Servicios Aereos Especializados Destina SA de CV","DESTINIA","MX","1","0","0","0","17.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"DFC",NULL,"Aeropartner","DARK BLUE","CZ","1","0","0","0","11.30","10","7","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"DGX",NULL,"Dasnair SA","DASNA","CH","1","0","0","0","2.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"DHE",NULL,"DAP Helicopteros SA","HELIDAP","CL","1","0","0","0","38.57","7","1","7",NULL,NULL,NULL,NULL,NULL,"0","0"
"DHK","D0","DHL Air","WORLD EXPRESS","GB","1","1","1","0","22.42","26","2","8",NULL,NULL,NULL,NULL,NULL,"0","0"
"DHV",NULL,"DHL Aviation","WORLDSTAR","ZA","1","0","0","0","25.50","2","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"DHX","ES*","DHL International Aviation EEMEA","DILMUN","BH","1","1","1","0","35.83","6","1","6",NULL,NULL,NULL,NULL,NULL,"1","0"
"DIG","OP","DAC International Airlines","DAC AIR","GH","1","0","0","0","19.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"DJE",NULL,"Durango-Jet SA de CV",NULL,"MX","1","0","0","0","37.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"DJR",NULL,"Desert Jet","DESERT FLIGHT","US","1","0","0","0","14.33","9","6","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"DKE",NULL,"Jubilee Airways Limited","DUKE","GB","1","0","0","0","41.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"DKH","HO","Juneyao Air","AIR JUNEYAO","CN","1","1","1","1","5.71","69","3","0","245","125","66","70153","14984","0","0"
"DKT",NULL,"Encore Air Cargo","DAKOTA","US","1","0","0","0","38.38","16","3","16",NULL,NULL,NULL,NULL,NULL,"0","0"
"DLA","EN","Air Dolomiti","DOLOMITI","IT","1","1","1","1","8.33","3","1","0","90","45","46","0","24394","0","0"
"DLC",NULL,"Dehong South Asian Airlines","SOARCOPTER","CN","1","0","0","0","7.33","3","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"DLH","LH","Lufthansa","LUFTHANSA","DE","1","1","1","1","8.08","37","5","0","740","408","216","93117","286362","3","0"
"DLX",NULL,"Dreamline Aviation LLC","DREAMLINE","US","1","0","0","0","25.79","14","10","7",NULL,NULL,NULL,NULL,NULL,"0","0"
"DLY",NULL,"Air Independence","DAILY","DE","1","0","0","0","13.40","5","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"DMF",NULL,"DMC Fly S.A. de C.V.",NULL,"MX","1","0","0","0","35.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"DMI",NULL,"Aeroservicios Dinamicos SA de CV","AERODINAMICO","MX","1","0","0","0","8.67","3","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"DNC",NULL,"Aerodynamics Malaga","FLYINGOLIVE","ES","1","0","0","0","31.00","2","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"DND",NULL,"El Dinder Aviation","DINDER","SD","1","0","0","0","32.50","2","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"DOC",NULL,"Norsk Luftambulanse","HELIDOC","NO","1","0","0","0","4.05","21","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"DOW",NULL,"Best Jets International Inc","DOWNTOWN","US","1","0","0","0","17.33","6","5","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"DPJ",NULL,"Delta Private Jets","JET CARD","US","1","0","0","0","15.59","64","20","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"DPS",NULL,"Alabama Law Enforcement Agency","BLUE-GRAY","US","1","0","0","0","44.77","13","6","12",NULL,NULL,NULL,NULL,NULL,"0","0"
"DQA",NULL,"Maldivian","SKY SURFER","MV","1","0","0","1","30.00","7","3","3","37","19","16","11884","2286","0","0"
"DRD",NULL,"Aereo Dorado SA de CV","AEREO DORADO","MX","1","0","0","0","24.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"DRK","KB","Druk Air","ROYAL BHUTAN","BT","1","0","0","1","5.50","4","3","0","30","15","11","0","3079","0","0"
"DRL",NULL,"Omni Air Transport LLC","DRILLER","US","1","0","0","0","8.50","6","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"DRU","6R","ALROSA Air Company","MIRNY","RU","1","0","0","1","27.56","34","7","22","67","35","19","4056","244","0","0"
"DRY",NULL,"Deraya Air Taxi","DERAYA","ID","1","0","0","0","26.67","3","2","2",NULL,NULL,NULL,NULL,NULL,"2","1"
"DRZ",NULL,"PT Derazona Air Service","DERAZONA","ID","1","0","0","0","16.25","4","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"DSA",NULL,"Delta System-Air","DANBURY AIRWAYS","CZ","1","0","0","0","16.50","26","12","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"DSM","4M","LATAM Airlines Argentina","LANAR","AR","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"DSO",NULL,"Dassault Falcon Service","DASSAULT","FR","1","0","0","0","15.33","3","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"DTA","DT","TAAG Angola Airlines","DTA","AO","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"DTH","SF","Tassili Airlines","TASSILI AIR","DZ","1","1","1","1","9.10","10","3","0","58","29","23","3251","1134","0","0"
"DTO",NULL,"Aerodesierto","AERODESIERTO","CL","1","0","0","0","40.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"DTR","DX*","Danish Air Transport","DANISH","DK","1","0","1","1","30.00","6","4","4","270","153","114","9814","4277","0","0"
"DUB",NULL,"Dubai Air Wing","DUBAI","AE","1","0","0","0","16.12","16","6","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"DUK",NULL,"Luxembourg Air Rescue",NULL,"LU","1","0","0","0","17.38","13","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"DYA","2D","Eastern Airlines",NULL,"US","1","0","0","1","30.67","3","1","3","12","6","7","0","1677","0","0"
"DZR",NULL,"Kiewit Engineering Co","DOZER","US","1","0","0","0","7.20","10","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EAF",NULL,"Electra Airways","ELECTRA","BG","1","0","0","0","25.50","2","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"EAK",NULL,"Euro-Asia Air","EAKAZ","KZ","1","0","0","0","28.80","15","4","11",NULL,NULL,NULL,NULL,NULL,"0","0"
"EAN",NULL,"Skypower Express Airways","NIGERIA EXPRESS","NG","1","0","0","0","24.00","2","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"EAO",NULL,"Elitavia San Marino SRL","MARINO","SM","1","0","0","0","14.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EAQ",NULL,"Eastern Australia Airlines",NULL,"AU","1","0","0","1","16.00","3","1","0","56","29","30","23690","368","1","0"
"EAT",NULL,"Air Transport Europe","TRANS EUROPE","SK","1","0","0","0","21.25","16","5","10",NULL,NULL,NULL,NULL,NULL,"0","0"
"EAU",NULL,"Elitavia Ltd","ELITE","MT","1","0","0","0","7.42","12","5","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EAV",NULL,"Elitavia","ELITAVIA","SI","1","0","0","0","10.00","6","5","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EAW",NULL,"Walya Airways","WALYA","ET","1","0","0","0","20.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EBC",NULL,"Aero Ejecutivo de Baja California SA de CV",NULL,"MX","1","0","0","0","40.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"EBE",NULL,"Minebea Aviation Co","MINEBEA","TH","1","0","0","0","9.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ECC",NULL,"Eclair Aviation SRO","ECLAIR","CZ","1","0","0","0","8.00","3","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ECD",NULL,"Ecotour S.A. de C.V.","ECOTOUR","MX","1","0","0","0","18.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ECJ",NULL,"East Coast Jets Inc","EASTCOAST JET","US","1","0","0","0","24.57","7","2","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"EDC",NULL,"Air Charter Scotland","SALTIRE","GB","1","0","0","0","7.89","9","7","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EDG",NULL,"Jet Edge","JET EDGE","US","1","0","0","0","16.96","48","12","6",NULL,NULL,NULL,NULL,NULL,"0","0"
"EDV",NULL,"Endeavor Air","ENDEAVOR","US","1","0","1","0","10.80","59","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EDW","WK","Edelweiss Air","EDELWEISS","CH","1","0","1","1","17.00","1","1","0","148","74","75","10","9512","1","0"
"EEM",NULL,"Ejecutivo Aereo de Mexico S.A. de C.V.","EJEAERMEX","MX","1","0","0","0","13.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EES",NULL,"Eagle Express d.o.o.","EAGLE STAR","RS","1","0","0","0","20.80","5","4","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"EEX",NULL,"Executive Express Aviation SA de CV",NULL,"MX","1","0","0","0","40.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"EFA","QE","Express Freighters Australia","EXPRESS FREIGHT","AU","1","0","0","0","29.33","6","3","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"EFB",NULL,"Emerald Jet","EMERALD JETS","LB","1","0","0","0","23.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EFD",NULL,"EFD Eisele Flugdienst GmbH","EVER FLIGHT","DE","1","0","0","0","9.90","10","7","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"EFF",NULL,"Westair Aviation","EMERALD","IE","1","0","0","0","13.50","2","2","0",NULL,NULL,NULL,NULL,NULL,"1","1"
"EFG",NULL,"Elifriulia Srl","ELIFRIULIA","IT","1","0","0","0","12.00","18","7","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"EFT",NULL,"ExecuFlight","ZIPLINE","US","1","0","0","0","29.38","8","5","6",NULL,NULL,NULL,NULL,NULL,"0","0"
"EFX","8E*","Easy Fly Express","EASY EXPRESS","BD","1","0","0","0","33.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"EGL",NULL,"Capital Air Charter Ltd","PRESTIGE","GB","1","0","0","0","41.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"EGU",NULL,"Eagle Air","AFRICAN EAGLE","UG","1","0","0","1","30.25","4","3","3","10","9","10","319","138","1","0"
"EGY",NULL,"Egyptian Air Force",NULL,"EG","1","0","0","0","34.03","999","30","548",NULL,NULL,NULL,NULL,NULL,"0","0"
"EIN","EI","Aer Lingus","SHAMROCK","IE","1","1","1","1","7.50","22","3","0","193","97","75","0","71838","2","0"
"EJA","1I","NetJets","EXECJET","US","1","0","0","0","6.54","442","13","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EJE",NULL,"Hebei Tonghe General Aviation","VOODOO","CN","1","0","0","0","8.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EJM",NULL,"Executive Jet Management","JET SPEED","US","1","0","0","0","11.96","171","30","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"EJO",NULL,"ExecuJet Middle East","MIDJET","AE","1","0","0","0","7.91","11","5","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EJP",NULL,"Aeroservicios Ejecutivos Corp","EJECORPORATIVOS","MX","1","0","0","0","10.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EJU","EC*","EasyJet Europe","ALPINE","GB","1","0","0","0","14.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EKA",NULL,"Equaflight","EQUAFLIGHT","CG","1","0","0","1","31.33","3","2","3","4","2","3","26","296","0","0"
"EKJ",NULL,"Equajet","EQUAJET","CG","1","0","0","0","29.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"EKY",NULL,"EasySky",NULL,"HN","1","0","0","0","44.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ELH",NULL,"Babcock MCS Italia","LARIO","IT","1","0","0","0","10.77","60","4","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"ELJ",NULL,"Elite Jet sro","TOPJET","SK","1","0","0","0","8.45","11","7","0",NULL,NULL,NULL,NULL,NULL,"2","0"
"ELT",NULL,"Elliott Aviation Flight Services Inc","ELLIOTT","US","1","0","0","0","13.25","4","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ELW",NULL,"Yellow Wings Air Services","YELLOW WINGS","KE","1","0","0","0","6.33","3","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ELY","LY","El Al","ELAL","IL","1","1","1","1","4.14","7","2","0","145","88","56","5","29192","1","0"
"EMB",NULL,"Embraer","EMBRAER","BR","1","0","0","0","10.96","26","12","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"EMM",NULL,"Emperor Aviation","RULER","MT","1","0","0","0","5.89","9","5","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EMS",NULL,"Aeroservicios Empresariales SA de CV","SERVIEMPRESARIAL","MX","1","0","0","0","20.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EMT","ET*","Transporte Aereo Entre Islas","EMETEBE","EC","1","0","0","0","46.50","2","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"ENC",NULL,"Endecots Servicios Aereos","ENDECOTS","EC","1","0","0","0","39.00","3","2","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"ENK",NULL,"Executive Airlink Inc","SUNBIRD","US","1","0","0","0","21.67","3","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ENL",NULL,"Servicios Optimos de Aeroenlace","OPTIMOS","MX","1","0","0","0","11.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ENR",NULL,"Scenic Air",NULL,"NA","1","0","0","0","12.60","5","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ENT","E4","Enter Air","ENTERAIR","PL","1","0","0","1",NULL,"19","2",NULL,NULL,NULL,"74",NULL,NULL,NULL,NULL
"ENW",NULL,"Airnor","AERONOR","ES","1","0","0","0","42.67","3","2","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"ENY","MQ","Envoy Air","ENVOY","US","1","0","1","1","8.78","83","3","0","422","214","142","243669","12256","0","0"
"ENZ",NULL,"Jota Aviation","ENZO","GB","1","0","0","0","30.67","3","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"EOL",NULL,"Airailes","EOLE","FR","1","0","0","0","6.00","3","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EOM",NULL,"Aero Ermes SA de CV",NULL,"MX","1","0","0","0","44.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"EPA",NULL,"Donghai Airlines","DONGHAI AIR","CN","1","0","0","1","4.65","23","1","0","60","31","24","15294","10","0","0"
"EPB",NULL,"Donghai Jet","DONG JET","CN","1","0","0","0","9.25","4","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EPJ",NULL,"Taespejo","ESPEJO","ES","1","0","0","0","24.40","5","5","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"ERA",NULL,"Aerotaxis Tucan SA de CV","ROCAN","MX","1","0","0","0","19.50","2","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ERH",NULL,"Era Helicopters LLC","ERA","US","1","0","0","0","14.61","61","9","10","36","19","13","26826","0","0","0"
"ERO",NULL,"Aerocom C.A.","AEROECOM","VE","1","0","0","0","45.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ERY",NULL,"Sky Quest LLC","ERIE SHORE","US","1","0","0","0","15.10","20","5","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ESD",NULL,"PT. Eastindo Services","EASTINDO","ID","1","0","0","0","15.67","6","4","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ESF",NULL,"Estafeta Carga Aerea","ESTAFETA","MX","1","0","1","1","26.00","6","2","4","41","24","14","6124","512","0","0"
"ESM",NULL,"Executive Aircraft Services","EXEC AIRCRAFT","LB","1","0","0","0","24.33","3","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ESR","ZE","Eastar Jet","EASTARJET","KR","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ESW",NULL,"Silk Way Business Aviation","W-BUSINESS","AZ","1","0","0","0","9.50","8","6","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ETD","EY","Etihad Airways","ETIHAD","AE","1","1","1","1","5.10","39","2","0","268","167","119","41","106576","1","0"
"ETH","ET","Ethiopian Airlines","ETHIOPIAN","ET","1","1","1","1","5.97","60","6","0","359","212","119","25198","67789","8","1"
"ETN",NULL,"Chim-Nir Aviation Services & Airways Ltd","CHIMNIR","IL","1","0","0","0","32.29","7","7","6",NULL,NULL,NULL,NULL,NULL,"0","0"
"ETR","ES","Aerolineas Estelar","ESTEL","VE","1","0","0","0","37.00","1","1","1","4","2","3","632","0","0","0"
"EUW",NULL,"EFS European Flight Service","EUROWEST","SE","1","0","0","0","11.00","5","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EVA","BR","EVA Air","EVA","TW","1","1","1","1","5.34","50","3","0","201","105","78","237","63524","1","0"
"EVE","E9","Evelop Airlines","EVELOP","ES","1","1","1","1","5.00","1","1","0","94","47","25","653","671","0","0"
"EVK",NULL,"Everett Aviation Ltd","EVERETT","KE","1","0","0","0","26.20","5","3","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"EVL",NULL,"Evolem Aviation","EVOLEM","FR","1","0","0","0","5.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EVX",NULL,"ATR","GREEN SPIRIT","FR","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"EWG","EW","Eurowings","EUROWINGS","DE","1","1","1","1","9.30","10","2","0","254","127","85","10207","35968","0","0"
"EWZ",NULL,"East Wing","E-WING","KZ","1","0","0","0","36.83","6","3","6",NULL,NULL,NULL,NULL,NULL,"0","0"
"EXA",NULL,"Execaire Inc","CANADIANEXECAIRE","CA","1","0","0","0","13.16","31","13","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"EXD",NULL,"ExecuJet Africa","PLATINUM EXEC","ZA","1","0","0","0","16.50","10","8","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"EXH",NULL,"Executive Helicopters","EXEC HELI","IE","1","0","0","0","20.20","5","4","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"EXJ",NULL,"Executive Jet Charter","VOLANTE","GB","1","0","0","0","10.60","5","5","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EXP",NULL,"Island Air Express","ISLAND EXPRESS","US","1","0","0","0","33.33","3","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"EXS","LS","Jet2.com","CHANNEX","GB","1","0","0","1","11.50","2","1","0","484","242","64","106","41230","1","0"
"EXU",NULL,"Executive Airlines SA","SACIR","ES","1","0","0","0","13.75","4","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"EXV","8D","FitsAir","EXPOAVIA","LK","1","0","0","1","12.67","3","2","1","2","1","2","0","122","0","0"
"EXY","XZ","South African Express Airways","EXPRESSWAYS","ZA","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"EXZ",NULL,"EastAfrican","TWIGA","KE","1","0","0","1","31.67","3","2","3","28","15","15","5475","1298","0","0"
"EZE","T3","Eastern Airways","EASTFLIGHT","GB","1","1","1","1","15.40","5","2","1","62","31","27","16269","2105","2","0"
"EZS","DS","EasyJet Switzerland","TOPSWISS","CH","1","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"EZY","U2","EasyJet UK","EASY","GB","1","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"FAB","7F","First Air","FIRST AIR","CA","1","0","0","0","27.62","13","3","10","90","46","31","14481","0","0","0"
"FAG",NULL,"Argentine Air Force","FUAER","AR","1","0","0","0","29.86","134","18","92",NULL,NULL,NULL,NULL,NULL,"0","0"
"FAH",NULL,"ASL Airlines Hungary","BLUE STRIP","HU","1","0","0","0","29.00","2","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"FAM",NULL,"Mexican Air Force","FAMEX","MX","1","0","0","0","16.23","350","31","153",NULL,NULL,NULL,NULL,NULL,"0","0"
"FAV",NULL,"Fair Aviation","FAIRAVIA","ZA","1","0","0","0","25.33","3","3","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"FAW",NULL,"Freedom Aviation","FALWELL","US","1","0","0","0","13.67","3","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FBR",NULL,"Baden Aircraft Operations",NULL,"DE","1","0","0","0","14.80","5","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FBS","6W","FlyBosnia","BOSNIA AIR","SA","1","0","0","0","18.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FCM","N7","Nordic Regional Airlines","FINNCOMM","FI","1","0","1","1","11.47","15","2","0","437","220","86","0","159993","0","0"
