"icao_code","iata_code","name","callsign","country","active","iata_member","iosa_certified","international","fleet_age","aircraft","aircraft_models","aircraft_over_25_years","routes","connections","destinations","annual_domestic_flights","annual_international_flights","accidents_last_5_years","fatal_accidents_last_5_years"
"FCO",NULL,"Aero Frisco SA de CV","AEROFRISCO","MX","1","0","0","0","12.83","6","5","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FDA","JH","Fuji Dream Airlines","FUJI DREAM","JP","1","0","0","0","5.21","14","2","0","30","15","14","23250","0","0","0"
"FDB","FZ","flydubai","SKY DUBAI","AE","1","1","1","1","4.12","8","1","0","199","101","92","0","87758","1","1"
"FDL",NULL,"Farmingdale State University","FARMINGDALE STATE","US","1","0","0","0","17.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FDR",NULL,"Federal Airlines","FEDAIR","ZA","1","0","0","0","21.36","14","4","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"FDS",NULL,"Phoenix Aviation","FLYDOC","KE","1","0","0","0","24.20","15","9","6",NULL,NULL,NULL,NULL,NULL,"0","0"
"FDT",NULL,"Freedom Airline Express","FREEDOM EAGLE","KE","1","0","0","0","25.75","8","4","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"FDX","FX","FedEx","FEDEX","US","1","1","1","0","19.77","385","8","191",NULL,NULL,NULL,NULL,NULL,"1","0"
"FDY","9X","Southern Airways Express","FRIENDLY","US","1","0","0","1","21.48","21","3","9","18","9","10","6309","76","0","0"
"FEG","FT","FlyEgypt","SKY EGYPT","EG","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"FEI",NULL,"Eagle Air Iceland","ARCTIC EAGLE","IS","1","0","0","0","29.67","6","3","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"FEX",NULL,"Flightexec","FLIGHTEXEC","CA","1","0","0","0","31.75","16","12","11",NULL,NULL,NULL,NULL,NULL,"0","0"
"FFM","FY","FireFly","FIREFLY","MY","1","0","0","1","10.88","8","1","0","44","22","16","33649","9432","0","0"
"FFT","F9","Frontier Airlines","FRONTIER FLIGHT","US","1","0","1","1","1.92","53","1","0","424","212","60","94719","4211","4","0"
"FFV","5H*","Fly540","SWIFT TANGO","KE","1","0","0","1","24.25","4","2","1","23","13","10","11693","3477","0","0"
"FGD",NULL,"Conair Aviation","FIREGUARD","CA","1","0","0","0","38.41","29","6","22",NULL,NULL,NULL,NULL,NULL,"0","0"
"FGP",NULL,"Flight Research Aerogeophysical Center","FLYING CENTER","RU","1","0","0","0","39.20","5","3","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"FGR",NULL,"Trans-Pacific Jets","FRIGATE","US","1","0","0","0","29.75","4","2","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"FGS",NULL,"Elitellina Srl","ELITELLINA","IT","1","0","0","0","12.11","9","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FGW","4V","Fly Gangwon","GANGWON","KR","1","0","0","0","8.00","3","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FHY","FH","Freebird Airlines","FREEBIRD AIR","TR","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"FIA","5F","FlyOne","FIA AIRLINES","MD","1","0","0","0","19.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FIC",NULL,"Aero Safin SA de CV","AEROSAFIN","MX","1","0","0","0","16.43","7","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FIN","AY","Finnair","FINNAIR","FI","1","1","1","1","7.08","12","4","0","236","124","117","8587","48212","1","0"
"FJA",NULL,"Fiji Link","LINK FIJI","FJ","1","0","1","0","2.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FJI","FJ","Fiji Airways","FIJI","FJ","1","1","1","1","1.00","1","1","0","61","32","22","2","9283","0","0"
"FJK",NULL,"Fly Jet Kz",NULL,"KZ","1","0","0","0","11.67","3","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FJS",NULL,"Florida Jet Service Inc","FLORIDAJET","US","1","0","0","0","33.00","2","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"FLB",NULL,"FlyART","ROSSIGNOL","TD","1","0","0","0","32.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"FLC",NULL,"FAA Academy Flight Program","FLIGHT CHECK","US","1","0","0","0","27.12","24","3","18",NULL,NULL,NULL,NULL,NULL,"0","0"
"FLE","F8","Flair Airlines","FLAIR","CA","1","0","0","0","9.67","3","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FLI","RC","Atlantic Airways","FAROELINE","FO","1","1","1","1","4.50","2","2","0","31","17","15","0","2895","0","0"
"FLJ",NULL,"Sirio UK","FLAIRJET","GB","1","0","0","0","4.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FLX",NULL,"Flight Express Inc","FLIGHT EXPRESS","US","1","0","0","0","46.14","7","2","7",NULL,NULL,NULL,NULL,NULL,"0","0"
"FMF",NULL,"Egyptian Aviation Academy","EGYPT ACADEMY","EG","1","0","0","0","7.83","6","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FMY",NULL,"French Army","FRENCH ARMY","FR","1","0","0","0","26.60","370","9","239",NULL,NULL,NULL,NULL,NULL,"0","0"
"FNA",NULL,"Norlandair",NULL,"IS","1","0","0","1","29.00","6","3","3","7","5","5","188","18","0","0"
"FNF",NULL,"Finnish Air Force","FINNFORCE","FI","1","0","0","0","23.01","139","6","45",NULL,NULL,NULL,NULL,NULL,"0","0"
"FNX",NULL,"Fenix Air Charter","CRESCENT","US","1","0","0","0","39.00","3","2","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"FNY",NULL,"French Navy","FRENCH NAVY","FR","1","0","0","0","26.68","196","11","105",NULL,NULL,NULL,NULL,NULL,"0","0"
"FOR",NULL,"Formula 1","FORMULA","GB","1","0","0","0","30.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"FPO","5O","ASL Airlines France","FRENCH POST","FR","1","1","1","1","28.00","9","1","8","69","36","30","6113","1373","0","0"
"FPR",NULL,"Peruvian Air Force",NULL,"PE","1","0","0","0","25.48","127","25","74",NULL,NULL,NULL,NULL,NULL,"0","0"
"FRA",NULL,"Cobham Aviation Services","RUSHTON","GB","1","0","0","0","50.60","15","1","15",NULL,NULL,NULL,NULL,NULL,"0","0"
"FRF",NULL,"Fleet Air International","FAIRFLEET","HU","1","0","0","0","33.25","4","1","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"FRG",NULL,"Freight Runners Express","FREIGHT RUNNERS","US","1","0","0","0","39.19","21","5","18",NULL,NULL,NULL,NULL,NULL,"0","0"
"FRH",NULL,"ACE Belgium Freighters","ACE FREIGHT","IL","1","0","0","0","21.00","2","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"FRV",NULL,"Royal Moroccan Air Force",NULL,"MA","1","0","0","0","31.53","227","28","161",NULL,NULL,NULL,NULL,NULL,"0","0"
"FRX",NULL,"Fort Aero","FORT AERO","RU","1","0","0","0","14.00","3","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FSR",NULL,"The Flightstar Corp","FLIGHTSTAR","US","1","0","0","0","12.56","9","5","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"FSY",NULL,"Private Air Inc","FROSTY","CA","1","0","0","0","16.54","13","7","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"FTD",NULL,"AB Jets","FORTITUDE","US","1","0","0","0","18.60","10","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"FTH",NULL,"Mountain Aviation Inc","FOOTHILLS","US","1","0","0","0","20.89","35","15","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"FTL",NULL,"Flightline","FLIGHT-AVIA","ES","1","0","0","0","36.75","4","1","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"FTR",NULL,"Finist'Air","FINISTAIR","FR","1","0","0","0","12.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FTY",NULL,"Fly Tyrol","FLY TYROL","AT","1","0","0","0","11.14","7","5","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FUT",NULL,"Aerofuturo",NULL,"MX","1","0","0","0","35.00","2","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"FVS",NULL,"Falcon Aviation Services","FALCON AVIATION","AE","1","0","0","0","8.31","35","10","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FWD",NULL,"Fair Wind Air Charter","FAIR WIND","US","1","0","0","0","15.12","16","12","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"FWI","TX","Air Caraibes","FRENCH WEST","GP","1","1","1","0","14.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FWK",NULL,"FlightWorks","FLIGHTWORKS","US","1","0","0","0","13.40","15","11","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"FXI","NY","Air Iceland Connect","FAXI","IS","1","0","0","1","23.00","3","1","0","24","13","12","7082","1180","0","0"
"FXR",NULL,"K-Air SpA","WILDFOX","IT","1","0","0","0","20.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FXT","W2","Flexflight",NULL,"DK","1","0","0","1","16.00","6","6","0","95","52","54","0","4985","0","0"
"FXW",NULL,"AAG - Associated Aircraft Group","FLEXWING","US","1","0","0","0","20.67","12","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"FXX",NULL,"Felix Airways",NULL,"YE","1","0","0","0","12.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FYD",NULL,"Flying Devil SA",NULL,"CH","1","0","0","0","28.00","2","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"FYG",NULL,"Flying Group","FLYING GROUP","BE","1","0","0","0","5.46","13","9","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FYL",NULL,"Flying Group Lux","FLYINGLUX","LU","1","0","0","0","6.25","8","6","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"FZA","FU","Fuzhou Airlines","STRAIT AIR","CN","1","1","1","0","5.77","13","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GAC",NULL,"GlobeAir AG","DREAM TEAM","AT","1","0","0","0","11.25","20","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GAF",NULL,"German Air Force","GERMAN AIR FORCE","DE","1","0","0","0","26.68","420","13","235",NULL,NULL,NULL,NULL,NULL,"0","0"
"GAK","5S","Global Air Transport","AVIAGROUP","LY","1","0","0","1","28.50","4","3","2","4","2","4","0","290","0","0"
"GAL",NULL,"Albatros Airlines","ERRANTE","VE","1","0","0","1","29.25","4","2","3","6","3","4","0","1474","0","0"
"GAP","2P","PAL Express","AIRPHIL","PH","1","0","1","1","7.83","6","2","0","78","39","32","51347","114","1","0"
"GBB","GE","Global Aviation Operations","GLOBE","ZA","1","0","0","0","31.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"GBX",NULL,"GB AirLink","GEEBEE LINK","US","1","0","0","0","60.67","3","1","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"GCB",NULL,"Lina Congo","LINACONGO","CG","1","0","0","0","27.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"GCR","GS","Tianjin Airlines","BO HAI","CN","1","1","1","1","5.76","46","4","0","500","253","108","110117","4147","0","0"
"GCS","LC","Skyway Costa Rica","SKY TEC","CR","1","0","0","0","30.67","3","1","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"GCT",NULL,"Gulf Coast Aviation Inc","GULF COAST","US","1","0","0","0","12.43","7","6","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GDG",NULL,"SP Aviation Inc","GOLDEN GATE","US","1","0","0","0","26.67","3","2","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"GDH",NULL,"Guneydogu Aviation","RISING SUN","TR","1","0","0","0","17.75","4","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"GDK",NULL,"Goldeck-Flug GmbH","GOLDECK FLUG","AT","1","0","0","0","5.86","7","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GDS",NULL,"Steelman Aviation Inc","GOLDSTRIKE","US","1","0","0","0","7.00","5","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GEC","LH","Lufthansa Cargo","LUFTHANSA CARGO","DE","1","1","1","0","12.38","13","2","0",NULL,NULL,NULL,NULL,NULL,"2","0"
"GEE",NULL,"Aereo GE S.A. de C.V","GEMEX","MX","1","0","0","0","16.00","3","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GEL","D4*","Geo Sky","SKY GEORGIA","GE","1","0","0","0","34.00","3","1","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"GES",NULL,"Gestair","GESTAIR","ES","1","0","0","0","9.93","28","12","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"GEX",NULL,"Aero Expedition","AERO GEORGIA","GE","1","0","0","0","6.50","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GFA","GF","Gulf Air","GULF AIR","BH","1","1","1","1","3.67","3","2","0","90","45","46","0","51762","0","0"
"GFD",NULL,"GFD","KITE","DE","1","0","0","0","35.14","14","2","14",NULL,NULL,NULL,NULL,NULL,"0","0"
"GFE",NULL,"Archer Daniels Midland Co",NULL,"US","1","0","0","0","7.00","2","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GGL",NULL,"SJL Aeronautica","GIRA GLOBO","AO","1","0","0","0","27.20","10","6","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"GGT",NULL,"Trans Island Airways","THUNDERBALL","BS","1","0","0","0","10.86","7","4","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"GHL",NULL,"Guilin General Aviation Co","GUILIN ROTOR","CN","1","0","0","0","9.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GHN",NULL,"Air Ghana","AIR GHANA","GH","1","0","0","0","28.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"GHS",NULL,"Gatari Air Service",NULL,"ID","1","0","0","0","26.33","3","3","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"GIA","GA","Garuda Indonesia","INDONESIA","ID","1","1","1","1","7.81","53","5","0","319","163","81","188555","28735","3","0"
"GIO",NULL,"GIO Business Aviation d.o.o.","GIO-AVIA","SI","1","0","0","0","28.50","2","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"GJE",NULL,"Global Air Charters Inc","GLOBAL JETS","US","1","0","0","0","20.60","5","3","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"GJI",NULL,"Gainjet Ireland Limited","GAINSTAR","IE","1","0","0","0","9.11","9","7","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GJT","GW*","GetJet Airlines","GETJET","LT","1","0","1","0","17.25","4","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GLG","2K","Avianca Ecuador","GALAPAGOS","EC","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"GLJ",NULL,"Global Jet Austria","GLOBAL AUSTRIA","AT","1","0","0","0","7.60","10","8","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GLO","G3","GOL","GOL TRANSPORTE","BR","1","1","1","1","13.42","12","1","0","541","275","71","244811","14481","1","0"
"GLR","9M","Central Mountain Air","GLACIER","CA","1","0","0","0","27.25","8","3","6","65","35","19","18603","0","0","0"
"GLT",NULL,"Aero Charter Inc","GASLIGHT","US","1","0","0","0","12.47","15","8","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GMA",NULL,"Gama Aviation","GAMA","GB","1","0","0","0","14.84","32","16","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"GME",NULL,"GM Helicopters","GLOBE MERIDIAN","LV","1","0","0","0","26.70","10","5","6",NULL,NULL,NULL,NULL,NULL,"0","0"
"GMT",NULL,"Magnicharters","GRUPOMONTERREY","MX","1","0","0","0","27.55","11","1","8",NULL,NULL,NULL,NULL,NULL,"0","0"
"GNF",NULL,"Green Flag Aviation","GREEN FLAG","SD","1","0","0","0","32.60","15","10","14",NULL,NULL,NULL,NULL,NULL,"0","0"
"GNJ",NULL,"GainJet","GAIN JET","GR","1","0","0","0","16.89","9","7","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"GNX",NULL,"Genex","AEROGENEX","BY","1","0","0","0","37.00","2","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"GNY",NULL,"German Navy","GERMAN NAVY","DE","1","0","0","0","34.61","56","5","43",NULL,NULL,NULL,NULL,NULL,"0","0"
"GNZ",NULL,"General Aviation Services Sp.z o.o.","GONZO","PL","1","0","0","0","21.00","2","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GPD",NULL,"Tradewind Aviation","GOODSPEED","US","1","0","0","1","13.70","23","2","0","22","11","11","3643","6838","0","0"
"GRA",NULL,"Guardian Air Ltd","FLEX","ZA","1","0","0","0","30.00","3","3","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"GRL","GL","Air Greenland","GREENLAND","GL","1","0","0","1","25.34","29","6","10","130","71","36","23358","1143","0","0"
"GRV",NULL,"Epsilon Aviation SA","EPSILON","GR","1","0","0","0","36.00","5","3","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"GRX",NULL,"Aircompany Grodno","GRODNO","BY","1","0","0","0","45.00","5","3","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"GSH",NULL,"Gama Aviation FZE","GAMAMENA","AE","1","0","0","0","12.25","4","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GSJ",NULL,"G-Jet sro","GROSSJET","CZ","1","0","0","0","7.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GTH",NULL,"Meridian Air Charter","GOTHAM","US","1","0","0","0","15.10","20","15","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"GTI","5Y","Atlas Air","GIANT","US","1","1","1","1","24.33","49","2","24","21","16","13","0","1416","0","0"
"GTS","R2","Groupe Transair","TRANSGROUP","SN","1","0","0","0","31.00","5","4","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"GTV",NULL,"Aerogaviota","GAVIOTA","CU","1","0","0","0","38.32","22","5","19",NULL,NULL,NULL,NULL,NULL,"0","0"
"GTW",NULL,"American Air Charter Inc","GATEWAY","US","1","0","0","0","21.89","9","6","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"GUM",NULL,"Gum Air","GUM AIR","SR","1","0","0","0","23.17","6","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"GUN","GV*","Grant Aviation","HOOT","US","1","0","0","0","25.08","26","4","16","13","7","7","55903","0","0","0"
"GUY",NULL,"Air Guyane Express","GREEN BIRD","GF","1","0","0","0","13.40","5","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"GWC",NULL,"Gulf Wings FZE","GULF WINGS","AE","1","0","0","0","14.20","5","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GWI","4U","Germanwings","GERMANWINGS","DE","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"GWS",NULL,"General Airways","GENAIR","ZA","1","0","0","0","20.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"GZP","4G*","Gazpromavia","GAZPROM","RU","1","0","0","1","22.26","111","13","61","50","29","11","994","24","0","0"
"HAC",NULL,"Heli Sky","HELI MOUNT","AE","1","0","0","0","31.00","3","1","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"HAE",NULL,"Kenmore Crew Leasing Inc","HOLLAND AIR","US","1","0","0","0","26.43","7","5","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"HAH",NULL,"Hanhwa Business Jet Airlines","HANMA","CN","1","0","0","0","8.00","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HAL","HA","Hawaiian Airlines","HAWAIIAN","US","1","1","1","1","13.38","16","2","0","78","39","27","76699","4731","3","0"
"HAT","HT*","Air Horizont","SKY RUNNER","ES","1","0","0","0","28.00","2","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"HAW",NULL,"Bangkok Aviation Centre Co Ltd","THAI HAWK","TH","1","0","0","0","12.00","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HAX",NULL,"Benair AS","SCOOP","NO","1","0","0","0","30.00","4","3","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"HBH","NS","Hebei Airlines","HEBEI AIR","CN","1","1","1","1","5.78","27","2","0","93","47","37","27921","933","0","0"
"HCT",NULL,"CAT Helicopters SL","ROTORCAT","ES","1","0","0","0","33.67","3","1","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"HDA","KA","Cathay Dragon","DRAGON","HK","1","1","1","1","11.78","9","1","0","108","55","54","0","59052","0","0"
"HDI",NULL,"Hoteles Dinamicos SA de CV","DINAMICOS","MX","1","0","0","0","14.50","2","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"HDM",NULL,"Harley-Davidson Motor Company Group LLC","HOG","US","1","0","0","0","8.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HEC",NULL,"Heliservicio Campeche SA de CV",NULL,"MX","1","0","0","0","12.70","27","4","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"HEH",NULL,"Helitrans AG",NULL,"CH","1","0","0","0","12.75","4","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HEL",NULL,"Helicol - Pas","HELICOL","CO","1","0","0","0","24.00","8","3","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"HEM",NULL,"CHC Helicopters",NULL,"AU","1","0","0","0","16.94","18","6","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"HES","5Q","Holiday Europe","HOLIDAY EUROPE","BG","1","0","0","0","22.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HEZ",NULL,"Arrow Aviation Ltd","ARROW","IL","1","0","0","0","21.50","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HFM",NULL,"Hi Fly Malta","MOONRAKER","MT","1","0","1","0","17.80","5","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HFR",NULL,"Helifrance",NULL,"FR","1","0","0","0","38.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"HFY","5K","Hi Fly","SKY FLYER","PT","1","1","1","1","22.00","2","2","0","96","49","50","0","798","0","0"
"HGE",NULL,"Martins Famous Pastry Shoppe Inc","HOAGIE","US","1","0","0","0","24.00","5","3","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"HGG",NULL,"Hi Air","HI AIR","KR","1","0","0","0","11.50","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HHG",NULL,"Hanergy Business Jets","HANERGY JET","CN","1","0","0","0","7.50","4","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HHN","HR*","Hahn Air","ROOSTER","DE","1","1","1","1","8.00","3","3","0","2","1","2","0","184","0","0"
"HIB",NULL,"Helibravo Aviacao Lda","HELIBRAVO","PT","1","0","0","0","17.47","15","5","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"HIM",NULL,"Himalaya Airlines","HIMALAYA","NP","1","0","0","0","1.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HIN",NULL,"Holding International Group SA de CV","HOLDING GROUP","MX","1","0","0","0","3.50","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HJE",NULL,"Servicios Ejecutivos Gosa","GOSA","MX","1","0","0","0","16.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HJT",NULL,"Helijetic Air","HELTAIR","SD","1","0","0","0","35.11","9","1","9",NULL,NULL,NULL,NULL,NULL,"0","0"
"HKC","RH","Hong Kong Air Cargo","MASCOT","HK","1","1","1","0","9.00","5","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HKE","UO","Hong Kong Express Airways","HONGKONG SHUTTLE","HK","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"HKH",NULL,"Air Invest Vagyonkazelo Kft","HAWKHUNGARY","HU","1","0","0","0","3.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HKI",NULL,"Hawkaire","HAWKEYE","US","1","0","0","0","13.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HKN",NULL,"Jim Hankins Air Service","HANKINS","US","1","0","0","0","54.50","2","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"HKS",NULL,"CHC Helikopter Service A/S","HELIBUS","NO","1","0","0","0","15.78","23","2","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"HLI",NULL,"Heli Securite","HELI SAINT-TROPEZ","FR","1","0","0","1","17.36","11","7","4","2","1","2","0","20","0","0"
"HLR",NULL,"Heli Air Services","HELI BULGARIA","BG","1","0","0","0","24.33","6","2","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"HLU",NULL,"Heli-Union","HELI UNION","FR","1","0","0","0","13.86","21","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"HMB",NULL,"CHC Global Operations Canada","HUMMINGBIRD","CA","1","0","0","0","19.50","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HND","OI","Hinterland Aviation","HINTERLAND","AU","1","0","0","0","28.43","14","5","7","8","5","5","9478","0","0","0"
"HOG","KT","Mahogany Air","HOGAN AIR","ZM","1","0","0","0","25.25","4","2","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"HON",NULL,"Honda","HONDA TEST","US","1","0","0","0","7.11","9","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HPJ",NULL,"Hop-A-Jet Worldwide Jet Charter","HOPA-JET","US","1","0","0","0","14.75","12","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HPK",NULL,"Hopscotch Air Inc","HOPSCOTCH AIR","US","1","0","0","0","6.75","4","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HRC",NULL,"Harco Aviation","HARCO","US","1","0","0","0","13.00","2","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HRN",NULL,"Heron Aviation","HERONAIR","DE","1","0","0","0","13.25","8","5","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HRT",NULL,"Chartright Air","CHARTRIGHT","CA","1","0","0","0","14.74","42","17","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"HRZ",NULL,"Croatian Air Force","CROATIAN AIRFORCE","HR","1","0","0","0","69.77","69","6","12",NULL,NULL,NULL,NULL,NULL,"0","0"
"HSG",NULL,"Hesnes Air AS",NULL,"NO","1","0","0","0","16.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HSH",NULL,"Hispanica de Aviacion S.A.","HISPANICA","ES","1","0","0","0","24.85","13","3","9",NULL,NULL,NULL,NULL,NULL,"0","0"
"HSS",NULL,"Transportes Aereos del Sur","TAS HELICOPTEROS","ES","1","0","0","0","15.80","5","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HTB",NULL,"Helix-Craft Trading Co","HELIX-CRAFT","PA","1","0","0","0","10.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"HTM",NULL,"HTM - Helicopter Travel Munich GmbH","HELITRAVEL","DE","1","0","0","0","16.04","23","6","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"HUF",NULL,"Hungarian Air Force","HUNGARIAN AIRFORCE","HU","1","0","0","0","25.33","39","9","27",NULL,NULL,NULL,NULL,NULL,"0","0"
