slug,identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,localizer_heading,glide_slope_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
inz-ils-i-us-usnn,INZ,ILS 21,ILS-I,TERMINAL,111900,,,,,,222.195,,18,60.936638889,76.458388889,177,US,USNN,21,RU
io-dme-ils-fm-fmmi,IO,IVATO DME-ILS,DME-ILS,TERMINAL,109500,32X,1056000,993000,0,,,,25,-18.796472222,47.467788889,4216,FM,FMMI,,MG
io-gs-fm-fmmi,IO,GS 11,GS,TERMINAL,109500,,,,,,098.950,3.00,18,-18.796472222,47.467788889,4216,FM,FMMI,11,MG
io-ils-ii-fm-fmmi,IO,ILS 11,ILS-II,TERMINAL,109500,,,,,,98.950,,18,-18.799341667,47.494986111,4216,FM,FMMI,11,MG
io-ndb-fm-fmmi,IO,IVATO (ANTANANARIVO) NDB,NDB,TERMINAL,305,,,,,,,,25,-18.784083333,47.392888889,,FM,FMMI,,MG
io-ndb-ul-ulmk,IO,KHIBINY (APATITY) NDB,NDB,TERMINAL,1210,,,,,,,,15,67.493333333,33.486305556,,UL,ULMK,,RU
io-ndb-un,IO,BOGASHEVO (TOMSK) NDB,NDB,ENROUTE,380,,,,,,,,15,56.342805556,85.162500000,,UN,,,RU
io-ndb-uw-uwkj,IO,YOSHKAR-OLA NDB,NDB,TERMINAL,610,,,,,,,,25,56.658833333,47.905500000,,UW,UWKJ,,RU
ioa-dme-ils-cy-cyul,IOA,MONTREAL INTL (DORVAL) DME-ILS,DME-ILS,TERMINAL,110500,42X,1066000,1003000,0,,,,25,45.459183333,-73.737569444,125,CY,CYUL,,CA
ioa-dme-ils-rj-rjno,IOA,OKI DME-ILS,DME-ILS,TERMINAL,111550,52Y,1076000,1139000,0,,,,25,36.182950000,133.333738889,289,RJ,RJNO,,JP
ioa-dme-ils-un-uohh,IOA,KHATANGA DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,71.975305556,102.463305556,98,UN,UOHH,,RU
ioa-gs-cy-cyul,IOA,GS 06R,GS,TERMINAL,110500,,,,,,042.606,3.00,18,45.459130556,-73.737555556,97,CY,CYUL,06R,CA
ioa-gs-un-uohh,IOA,GS 06,GS,TERMINAL,110300,,,,,,064.670,2.83,18,71.975305556,102.463305556,98,UN,UOHH,06,RU
ioa-ils-i-cy-cyul,IOA,ILS 06R,ILS-I,TERMINAL,110500,,,,,,42.606,,18,45.479775000,-73.712394444,97,CY,CYUL,06R,CA
ioa-ils-i-un-uohh,IOA,ILS 06,ILS-I,TERMINAL,110300,,,,,,64.670,,18,71.985750000,102.543361111,98,UN,UOHH,06,RU
ioa-loc-rj-rjno,IOA,ILS 08,LOC,TERMINAL,111550,,,,,,66.039,,18,36.182811111,133.333816667,0,RJ,RJNO,08,JP
ioa-ndb-lg,IOA,IOANNINA NDB,NDB,ENROUTE,340,,,,,,,,25,39.693072222,20.820947222,,LG,,,GR
ioaj-dme-ils-k7-koaj,IOAJ,ELLIS DME-ILS,DME-ILS,TERMINAL,108700,24X,1048000,985000,0,,,,25,34.839802778,-77.601263889,92,K7,KOAJ,,US
ioaj-gs-k7-koaj,IOAJ,GS 05,GS,TERMINAL,108700,,,,,,044.274,3.00,18,34.825013889,-77.618922222,86,K7,KOAJ,05,US
ioaj-ils-i-k7-koaj,IOAJ,ILS 05,ILS-I,TERMINAL,108700,,,,,,44.274,,18,34.839569444,-77.599769444,86,K7,KOAJ,05,US
ioak-gs-k2-koak,IOAK,GS 28R,GS,TERMINAL,109900,,,,,,292.266,3.00,18,37.724611111,-122.208505556,3,K2,KOAK,28R,US
ioak-ils-i-k2-koak,IOAK,ILS 28R,ILS-I,TERMINAL,109900,,,,,,292.266,,18,37.731819444,-122.226350000,3,K2,KOAK,28R,US
iob-dme-ils-rj-rjcb,IOB,OBIHIRO DME-ILS,DME-ILS,TERMINAL,111700,54X,1078000,1015000,0,,,,25,42.726133333,143.222944444,520,RJ,RJCB,,JP
iob-dme-ils-uu-uuww,IOB,VNUKOVO DME-ILS,DME-ILS,TERMINAL,111100,48X,1072000,1009000,0.200,,,,25,55.595944444,37.286027778,686,UU,UUWW,,RU
iob-gs-rj-rjcb,IOB,GS 35,GS,TERMINAL,111700,,,,,,339.372,3.00,18,42.726100000,143.222838889,505,RJ,RJCB,35,JP
iob-gs-uu-uuww,IOB,GS 24,GS,TERMINAL,111100,,,,,,248.330,3.00,18,55.595944444,37.286027778,686,UU,UUWW,24,RU
iob-ils-i-rj-rjcb,IOB,ILS 35,ILS-I,TERMINAL,111700,,,,,,339.372,,18,42.746097222,143.211022222,505,RJ,RJCB,35,JP
iob-ils-ii-uu-uuww,IOB,ILS 24,ILS-II,TERMINAL,111100,,,,,,248.330,,18,55.584944444,37.232000000,686,UU,UUWW,24,RU
iob-ndb-k5,IOB,MOUNT STERLING NDB,NDB,ENROUTE,210,,,,,,,,25,38.059947222,-83.981625000,,K5,,,US
iobg-dme-ils-k2-kitr,IOBG,KIT CARSON CO DME-ILS,DME-ILS,TERMINAL,111900,56X,1080000,1017000,0,,,,25,39.252102778,-102.288900000,4227,K2,KITR,,US
iobg-loc-k2-kitr,IOBG,ILS 33,LOC,TERMINAL,111900,,,,,,339.970,,18,39.251861111,-102.289777778,0,K2,KITR,33,US
ioc-dme-ils-rj-rjtt,IOC,TOKYO (HANEDA) INTL DME-ILS,DME-ILS,TERMINAL,111950,56Y,1080000,1143000,0,,,,25,35.559744444,139.789336111,34,RJ,RJTT,,JP
ioc-gs-rj-rjtt,IOC,GS 16L,GS,TERMINAL,111950,,,,,,149.995,3.00,18,35.559880556,139.789291667,19,RJ,RJTT,16L,JP
ioc-ils-i-rj-rjtt,IOC,ILS 16L,ILS-I,TERMINAL,111950,,,,,,149.995,,18,35.538175000,139.806213889,19,RJ,RJTT,16L,JP
iocf-gs-k7-kocf,IOCF,GS 36,GS,TERMINAL,111500,,,,,,359.933,3.00,18,29.162366667,-82.223847222,75,K7,KOCF,36,US
iocf-ils-i-k7-kocf,IOCF,ILS 36,ILS-I,TERMINAL,111500,,,,,,359.933,,18,29.180041667,-82.223066667,75,K7,KOCF,36,US
ioch-dme-ils-k4-koch,IOCH,MANGHAM REGL DME-ILS,DME-ILS,TERMINAL,111500,52X,1076000,1013000,0,,,,25,31.586536111,-94.708486111,360,K4,KOCH,,US
ioch-gs-k4-koch,IOCH,GS 36,GS,TERMINAL,111500,,,,,,004.473,3.00,18,31.573266667,-94.711827778,346,K4,KOCH,36,US
ioch-ils-i-k4-koch,IOCH,ILS 36,ILS-I,TERMINAL,111500,,,,,,4.473,,18,31.586436111,-94.709327778,346,K4,KOCH,36,US
ioco-dme-ils-mr-mroc,IOCO,JUAN SANTAMARIA INTL DME-ILS,DME-ILS,TERMINAL,109500,32X,1056000,993000,0,,,,25,9.989186111,-84.219063889,2950,MR,MROC,,CR
ioco-gs-mr-mroc,IOCO,GS 07,GS,TERMINAL,109500,,,,,,069.204,3.00,18,9.989186111,-84.219063889,2950,MR,MROC,07,CR
ioco-ils-i-mr-mroc,IOCO,ILS 07,ILS-I,TERMINAL,109500,,,,,,69.204,,18,9.999244444,-84.194475000,2950,MR,MROC,07,CR
iocw-dme-ils-k7-kocw,IOCW,WASHINGTON-WARREN DME-ILS,DME-ILS,TERMINAL,110900,46X,1070000,1007000,0,,,,25,35.578500000,-77.046702778,52,K7,KOCW,,US
iocw-loc-k7-kocw,IOCW,ILS 05,LOC,TERMINAL,110900,,,,,,36.647,,18,35.578369444,-77.045738889,0,K7,KOCW,05,US
iocz-gs-k3-klnk,IOCZ,GS 18,GS,TERMINAL,111100,,,,,,180.282,3.00,18,40.859966667,-96.760250000,1189,K3,KLNK,18,US
iocz-ils-i-k3-klnk,IOCZ,ILS 18,ILS-I,TERMINAL,111100,,,,,,180.282,,18,40.824750000,-96.761922222,1189,K3,KLNK,18,US
iod-dme-ils-lr-lrod,IOD,ORADEA DME-ILS,DME-ILS,TERMINAL,109500,32X,1056000,993000,0,,,,25,47.030361111,21.905527778,450,LR,LROD,,RO
iod-dme-ils-rj-rjsr,IOD,ODATE-NOSHIRO DME-ILS,DME-ILS,TERMINAL,110150,38Y,1062000,1125000,0,,,,25,40.191783333,140.362897222,278,RJ,RJSR,,JP
iod-gs-cy-cyod,IOD,GS 31R,GS,TERMINAL,109300,,,,,,324.035,3.00,18,54.392463889,-110.273536111,1775,CY,CYOD,31R,CA
iod-gs-lr-lrod,IOD,GS 19,GS,TERMINAL,109500,,,,,,191.130,3.00,18,47.030416667,21.905472222,450,LR,LROD,19,RO
iod-gs-rj-rjsr,IOD,GS 11,GS,TERMINAL,110150,,,,,,100.055,3.00,18,40.191872222,140.362919444,276,RJ,RJSR,11,JP
iod-ils-i-cy-cyod,IOD,ILS 31R,ILS-I,TERMINAL,109300,,,,,,324.035,,18,54.421566667,-110.307688889,1775,CY,CYOD,31R,CA
iod-ils-i-lr-lrod,IOD,ILS 19,ILS-I,TERMINAL,109500,,,,,,191.130,,18,47.014055556,21.899166667,450,LR,LROD,19,RO
iod-ils-i-rj-rjsr,IOD,ILS 11,ILS-I,TERMINAL,110150,,,,,,100.055,,18,40.189936111,140.385713889,276,RJ,RJSR,11,JP
iod-loc-uk-ukoo,IOD,ILS 16,LOC,TERMINAL,108300,,,,,,163.433,,18,46.406388889,30.685277778,0,UK,UKOO,16,UA
ioda-dme-ils-k7-kdhn,IODA,DOTHAN REGL DME-ILS,DME-ILS,TERMINAL,110750,44Y,1068000,1131000,0,,,,25,31.311430556,-85.440580556,398,K7,KDHN,,US
ioda-gs-k7-kdhn,IODA,GS 14,GS,TERMINAL,110750,,,,,,135.095,3.00,18,31.329152778,-85.458613889,396,K7,KDHN,14,US
ioda-ils-i-k7-kdhn,IODA,ILS 14,ILS-I,TERMINAL,110750,,,,,,135.095,,18,31.312038889,-85.440002778,396,K7,KDHN,14,US
iodh-dme-ils-eg-egvo,IODH,ODIHAM DME-ILS,DME-ILS,TERMINAL,109550,32Y,1056000,1119000,0.200,,,,25,51.235138889,-0.933222222,397,EG,EGVO,,GB
iodh-gs-eg-egvo,IODH,GS 27,GS,TERMINAL,109550,,,,,,269.000,3.00,18,51.235222222,-0.933222222,397,EG,EGVO,27,GB
iodh-ils-i-eg-egvo,IODH,ILS 27,ILS-I,TERMINAL,109550,,,,,,269.000,,18,51.233580556,-0.952969444,397,EG,EGVO,27,GB
ioe-dme-ils-lr-lrop,IOE,OTOPENI DME-ILS,DME-ILS,TERMINAL,109100,28X,1052000,989000,0,,,,25,44.566555556,26.116361111,400,LR,LROP,,RO
ioe-gs-lr-lrop,IOE,GS 26L,GS,TERMINAL,109100,,,,,,263.947,2.70,18,44.566555556,26.116361111,400,LR,LROP,26L,RO
ioe-ils-i-lr-lrop,IOE,ILS 26L,ILS-I,TERMINAL,109100,,,,,,263.947,,18,44.564222222,26.070944444,400,LR,LROP,26L,RO
ioeh-gs-k6-kbwi,IOEH,GS 28,GS,TERMINAL,109700,,,,,,274.235,3.00,18,39.171844444,-76.658616667,129,K6,KBWI,28,US
ioeh-ils-i-k6-kbwi,IOEH,ILS 28,ILS-I,TERMINAL,109700,,,,,,274.235,,18,39.174950000,-76.693172222,129,K6,KBWI,28,US
ioff-gs-k3-koff,IOFF,GS 30,GS,TERMINAL,109500,,,,,,309.243,2.80,18,41.114572222,-95.897908333,961,K3,KOFF,30,US
ioff-ils-i-k3-koff,IOFF,ILS 30,ILS-I,TERMINAL,109500,,,,,,309.243,,18,41.129811111,-95.925563889,961,K3,KOFF,30,US
iofk-gs-k3-kofk,IOFK,GS 01,GS,TERMINAL,111500,,,,,,019.410,3.00,18,41.980991667,-97.437113889,1557,K3,KOFK,01,US
iofk-ils-i-k3-kofk,IOFK,ILS 01,ILS-I,TERMINAL,111500,,,,,,163.410,,18,41.995213889,-97.429188889,1557,K3,KOFK,01,US
iofp-dme-ils-k6-kofp,IOFP,HANOVER CO MUN DME-ILS,DME-ILS,TERMINAL,109700,34X,1058000,995000,0,,,,25,37.700297222,-77.431400000,216,K6,KOFP,,US
iofp-loc-k6-kofp,IOFP,ILS 16,LOC,TERMINAL,109700,,,,,,149.724,,18,37.700691667,-77.430572222,0,K6,KOFP,16,US
iofr-dme-ils-rk-rkss,IOFR,GIMPO INTL DME-ILS,DME-ILS,TERMINAL,108700,24X,1048000,985000,0,,,,25,37.567194444,126.778944444,98,RK,RKSS,,KR
iofr-gs-rk-rkss,IOFR,GS 14R,GS,TERMINAL,108700,,,,,,135.141,3.00,18,37.567166667,126.778888889,59,RK,RKSS,14R,KR
iofr-ils-iii-rk-rkss,IOFR,ILS 14R,ILS-III,TERMINAL,108700,,,,,,135.141,,18,37.545972222,126.803583333,59,RK,RKSS,14R,KR
iogd-dme-ils-k2-kogd,IOGD,OGDEN-HINCKLEY DME-ILS,DME-ILS,TERMINAL,111700,54X,1078000,1015000,0,,,,25,41.203663889,-111.998866667,4424,K2,KOGD,,US
iogd-gs-k2-kogd,IOGD,GS 03,GS,TERMINAL,111700,,,,,,044.727,3.00,18,41.191300000,-112.018355556,4454,K2,KOGD,03,US
iogd-ils-i-k2-kogd,IOGD,ILS 03,ILS-I,TERMINAL,111700,,,,,,44.727,,18,41.204375000,-111.999300000,4454,K2,KOGD,03,US
iogg-dme-ils-ph-phog,IOGG,KAHULUI DME-ILS,DME-ILS,TERMINAL,110100,38X,1062000,999000,0,,,,25,20.905205556,-156.423325000,9,PH,PHOG,,US
iogg-gs-ph-phog,IOGG,GS 02,GS,TERMINAL,110100,,,,,,034.816,3.00,18,20.891541667,-156.433119444,48,PH,PHOG,02,US
iogg-ils-i-ph-phog,IOGG,ILS 02,ILS-I,TERMINAL,110100,,,,,,34.816,,18,20.907200000,-156.422877778,48,PH,PHOG,02,US
iogn-dme-ils-k3-koma,IOGN,EPPLEY DME-ILS,DME-ILS,TERMINAL,110700,44X,1068000,1005000,0,,,,25,41.316355556,-95.895980556,997,K3,KOMA,,US
iogn-gs-k3-koma,IOGN,GS 36,GS,TERMINAL,110700,,,,,,000.212,3.00,18,41.293988889,-95.893150000,977,K3,KOMA,36,US
iogn-ils-i-k3-koma,IOGN,ILS 36,ILS-I,TERMINAL,110700,,,,,,0.212,,18,41.316108333,-95.894494444,977,K3,KOMA,36,US
iogn-loc-lt-ltcb,IOGN,ILS 10,LOC,TERMINAL,110350,,,,,,101.888,,18,40.963638889,38.106444444,0,LT,LTCB,10,TR
iogo-dme-ils-k5-kozw,IOGO,LIVINGSTON COUNTY HARDY DME-ILS,DME-ILS,TERMINAL,108550,22Y,1046000,1109000,0,,,,25,42.622972222,-83.972419444,927,K5,KOZW,,US
iogo-gs-k5-kozw,IOGO,GS 13,GS,TERMINAL,108550,,,,,,127.460,3.00,18,42.632711111,-83.985522222,943,K5,KOZW,13,US
iogo-ils-i-k5-kozw,IOGO,ILS 13,ILS-I,TERMINAL,108550,,,,,,127.460,,18,42.623569444,-83.971811111,943,K5,KOZW,13,US
iogr-dme-ils-lt-ltcb,IOGR,ORDU-GIRESUN DME-ILS,DME-ILS,TERMINAL,108350,20Y,1044000,1107000,0,,,,25,40.965611111,38.100388889,26,LT,LTCB,,TR
iogr-gs-lt-ltcb,IOGR,GS 28,GS,TERMINAL,108350,,,,,,281.888,3.00,18,40.965611111,38.100388889,11,LT,LTCB,28,TR
iogr-ils-i-lt-ltcb,IOGR,ILS 28,ILS-I,TERMINAL,108350,,,,,,281.888,,18,40.970027778,38.066083333,11,LT,LTCB,28,TR
iogs-dme-ils-k6-kogs,IOGS,OGDENSBURG INTL DME-ILS,DME-ILS,TERMINAL,110700,44X,1068000,1005000,0,,,,25,44.678769444,-75.477205556,282,K6,KOGS,,US
iogs-loc-k6-kogs,IOGS,ILS 27,LOC,TERMINAL,110700,,,,,,255.969,,18,44.679694444,-75.477619444,0,K6,KOGS,27,US
iogz-dme-ils-k3-kstl,IOGZ,ST LOUIS LAMBERT INTL DME-ILS,DME-ILS,TERMINAL,111950,56Y,1080000,1143000,0,,,,25,38.743530556,-90.378247222,548,K3,KSTL,,US
iogz-gs-k3-kstl,IOGZ,GS 11,GS,TERMINAL,111950,,,,,,122.288,3.00,18,38.757233333,-90.407050000,598,K3,KSTL,11,US
iogz-ils-iii-k3-kstl,IOGZ,ILS 11,ILS-III,TERMINAL,111950,,,,,,122.288,,18,38.744088889,-90.377675000,598,K3,KSTL,11,US
ioh-dme-ils-nz-nzoh,IOH,OHAKEA (MILITARY) DME-ILS,DME-ILS,TERMINAL,111100,48X,1072000,1009000,0,,,,25,-40.209794444,175.395913889,164,NZ,NZOH,,NZ
ioh-gs-nz-nzoh,IOH,GS 27,GS,TERMINAL,111100,,,,,,289.011,3.00,18,-40.209772222,175.395963889,164,NZ,NZOH,27,NZ
ioh-ils-i-nz-nzoh,IOH,ILS 27,ILS-I,TERMINAL,111100,,,,,,289.011,,18,-40.202172222,175.372152778,164,NZ,NZOH,27,NZ
iohn-dme-ils-k7-kmem,IOHN,MEMPHIS INTL DME-ILS,DME-ILS,TERMINAL,108900,26X,1050000,987000,0,,,,25,35.051916667,-89.986136111,286,K7,KMEM,,US
iohn-gs-k7-kmem,IOHN,GS 36L,GS,TERMINAL,108900,,,,,,358.992,3.00,18,35.027425000,-89.988297222,309,K7,KMEM,36L,US
iohn-ils-iii-k7-kmem,IOHN,ILS 36L,ILS-III,TERMINAL,108900,,,,,,358.992,,18,35.052386111,-89.987497222,309,K7,KMEM,36L,US
ioib-dme-ils-k4-khou,IOIB,HOBBY DME-ILS,DME-ILS,TERMINAL,109900,36X,1060000,997000,0,,,,25,29.656730556,-95.267177778,43,K4,KHOU,,US
ioib-loc-k4-khou,IOIB,ILS 22,LOC,TERMINAL,109900,,,,,,223.818,,18,29.637075000,-95.287566667,0,K4,KHOU,22,US
ioiq-gs-k3-ksux,IOIQ,GS 13,GS,TERMINAL,111300,,,,,,135.798,3.00,18,42.406358333,-96.396044444,1087,K3,KSUX,13,US
ioiq-ils-i-k3-ksux,IOIQ,ILS 13,ILS-I,TERMINAL,111300,,,,,,135.798,,18,42.389186111,-96.371355556,1087,K3,KSUX,13,US
ioiu-dme-ils-k6-kiad,IOIU,WASHINGTON DULLES INTL DME-ILS,DME-ILS,TERMINAL,110750,44Y,1068000,1131000,0,,,,25,38.973633333,-77.475322222,279,K6,KIAD,,US
ioiu-gs-k6-kiad,IOIU,GS 01L,GS,TERMINAL,110750,,,,,,000.643,3.00,18,38.948025000,-77.476208333,288,K6,KIAD,01L,US
ioiu-ils-iii-k6-kiad,IOIU,ILS 01L,ILS-III,TERMINAL,110750,,,,,,0.643,,18,38.973547222,-77.474400000,288,K6,KIAD,01L,US
iojc-dme-ils-k3-kojc,IOJC,JOHNSON CO EXECUTIVE DME-ILS,DME-ILS,TERMINAL,111100,48X,1072000,1009000,0,,,,25,38.840622222,-94.736558333,1034,K3,KOJC,,US
iojc-loc-k3-kojc,IOJC,ILS 18,LOC,TERMINAL,111100,,,,,,180.132,,18,38.840372222,-94.737602778,0,K3,KOJC,18,US
iojp-dme-ils-k7-kmco,IOJP,ORLANDO INTL DME-ILS,DME-ILS,TERMINAL,110700,44X,1068000,1005000,0,,,,25,28.450211111,-81.321669444,96,K7,KMCO,,US
iojp-gs-k7-kmco,IOJP,GS 36R,GS,TERMINAL,110700,,,,,,359.466,3.00,18,28.418197222,-81.323230556,88,K7,KMCO,36R,US
iojp-ils-iii-k7-kmco,IOJP,ILS 36R,ILS-III,TERMINAL,110700,,,,,,359.466,,18,28.450402778,-81.322327778,88,K7,KMCO,36R,US
iojw-dme-ils-k2-ksna,IOJW,JOHN WAYNE-ORANGE CO DME-ILS,DME-ILS,TERMINAL,108300,20X,1044000,981000,0,,,,25,33.682058333,-117.862494444,40,K2,KSNA,,US
iojw-lda-k2-ksna,IOJW,ILS 20R,LDA,TERMINAL,108300,,,,,,194.901,,18,33.682350000,-117.863233333,0,K2,KSNA,20R,US
iojz-dme-ils-k6-khpn,IOJZ,WESTCHESTER CO DME-ILS,DME-ILS,TERMINAL,109700,34X,1058000,995000,0,,,,25,41.077352778,-73.713577778,444,K6,KHPN,,US
iojz-gs-k6-khpn,IOJZ,GS 34,GS,TERMINAL,109700,,,,,,330.019,3.00,18,41.062252778,-73.704383333,374,K6,KHPN,34,US
iojz-ils-i-k6-khpn,IOJZ,ILS 34,ILS-I,TERMINAL,109700,,,,,,330.019,,18,41.077950000,-73.715141667,374,K6,KHPN,34,US
iok-dme-ils-ro-roah,IOK,NAHA DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,26.185277778,127.644994444,28,RO,ROAH,,JP
iok-gs-ro-roah,IOK,GS 36R,GS,TERMINAL,110300,,,,,,357.589,3.00,18,26.185186111,127.645163889,13,RO,ROAH,36R,JP
iok-gs-yb-ybok,IOK,GS 14,GS,TERMINAL,110500,,,,,,145.242,3.00,18,-27.404033333,151.740161111,1334,YB,YBOK,14,AU
iok-ils-i-ro-roah,IOK,ILS 36R,ILS-I,TERMINAL,110300,,,,,,357.589,,18,26.210930556,127.644708333,13,RO,ROAH,36R,JP
iok-ils-i-yb-ybok,IOK,ILS 14,ILS-I,TERMINAL,110500,,,,,,145.242,,18,-27.416388889,151.747777778,1334,YB,YBOK,14,AU
iokc-dme-ils-k4-kokc,IOKC,WILL ROGERS WORLD DME-ILS,DME-ILS,TERMINAL,110700,44X,1068000,1005000,0,,,,25,35.375219444,-97.604733333,1255,K4,KOKC,,US
iokc-gs-k4-kokc,IOKC,GS 17R,GS,TERMINAL,110700,,,,,,179.957,3.00,18,35.402788889,-97.607402778,1277,K4,KOKC,17R,US
iokc-ils-i-k4-kokc,IOKC,ILS 17R,ILS-I,TERMINAL,110700,,,,,,179.957,,18,35.375538889,-97.605697222,1277,K4,KOKC,17R,US
iokk-gs-k5-kokk,IOKK,GS 23,GS,TERMINAL,108900,,,,,,224.823,3.00,18,40.530469444,-86.054988889,822,K5,KOKK,23,US
iokk-ils-i-k5-kokk,IOKK,ILS 23,ILS-I,TERMINAL,108900,,,,,,224.823,,18,40.519091667,-86.071888889,822,K5,KOKK,23,US
iokl-dme-ils-ve-vecc,IOKL,NETAJI SUBHASH CHANDRA BO DME-ILS,DME-ILS,TERMINAL,111300,50X,1074000,1011000,0,,,,125,22.662038889,88.445380556,45,VE,VECC,,IN
iokl-gs-ve-vecc,IOKL,GS 19R,GS,TERMINAL,111300,,,,,,186.170,3.00,18,22.662038889,88.445388889,45,VE,VECC,19R,IN
iokl-ils-i-ve-vecc,IOKL,ILS 19R,ILS-I,TERMINAL,111300,,,,,,186.170,,18,22.633772222,88.443247222,45,VE,VECC,19R,IN
iokm-gs-k4-kokm,IOKM,GS 18,GS,TERMINAL,109100,,,,,,180.174,3.00,18,35.672172222,-95.947252778,704,K4,KOKM,18,US
iokm-ils-i-k4-kokm,IOKM,ILS 18,ILS-I,TERMINAL,109100,,,,,,180.174,,18,35.656633333,-95.948563889,704,K4,KOKM,18,US
iokn-dme-ils-oa-oakn,IOKN,KANDAHAR DME-ILS,DME-ILS,TERMINAL,108550,22Y,1046000,1109000,0,,,,25,31.513294444,65.857933333,3346,OA,OAKN,,AF
iokn-gs-oa-oakn,IOKN,GS 23,GS,TERMINAL,108550,,,,,,235.081,3.00,18,31.513286111,65.858002778,3333,OA,OAKN,23,AF
iokn-ils-i-oa-oakn,IOKN,ILS 23,ILS-I,TERMINAL,108550,,,,,,235.081,,18,31.495291667,65.830019444,3333,OA,OAKN,23,AF
iol-dme-ils-li-lieo,IOL,COSTA SMERALDA DME-ILS,DME-ILS,TERMINAL,111300,50X,1074000,1011000,0,,,,25,40.901527778,9.526555556,39,LI,LIEO,,IT
iol-dme-ils-rj-rjfu,IOL,NAGASAKI DME-ILS,DME-ILS,TERMINAL,110900,46X,1070000,1007000,0,,,,25,32.908297222,129.920766667,25,RJ,RJFU,,JP
iol-gs-li-lieo,IOL,GS 23,GS,TERMINAL,111300,,,,,,235.304,3.00,18,40.901805556,9.526250000,20,LI,LIEO,23,IT
iol-gs-rj-rjfu,IOL,GS 32,GS,TERMINAL,110900,,,,,,318.136,3.00,18,32.908394444,129.920863889,8,RJ,RJFU,32,JP
iol-gs-us-usrk,IOL,GS 35,GS,TERMINAL,109500,,,,,,009.937,3.00,18,62.182194444,74.533027778,220,US,USRK,35,RU
iol-ils-i-li-lieo,IOL,ILS 23,ILS-I,TERMINAL,111300,,,,,,235.304,,18,40.891527778,9.504000000,20,LI,LIEO,23,IT
iol-ils-i-rj-rjfu,IOL,ILS 32,ILS-I,TERMINAL,110900,,,,,,318.136,,18,32.928597222,129.901030556,8,RJ,RJFU,32,JP
iol-ils-i-us-usrk,IOL,ILS 35,ILS-I,TERMINAL,109500,,,,,,9.937,,18,62.209138889,74.540722222,220,US,USRK,35,RU
iole-loc-k6-kole,IOLE,ILS 22,LOC,TERMINAL,109300,,,,,,212.106,,18,42.234022222,-78.376900000,0,K6,KOLE,22,US
iolj-dme-ils-k1-kgeg,IOLJ,SPOKANE INTL DME-ILS,DME-ILS,TERMINAL,111100,48X,1072000,1009000,0,,,,25,47.608902778,-117.554194444,2380,K1,KGEG,,US
iolj-gs-k1-kgeg,IOLJ,GS 03,GS,TERMINAL,111100,,,,,,045.422,3.00,18,47.613211111,-117.547744444,2372,K1,KGEG,03,US
iolj-ils-iii-k1-kgeg,IOLJ,ILS 03,ILS-III,TERMINAL,111100,,,,,,45.422,,18,47.633244444,-117.515213889,2372,K1,KGEG,03,US
iolm-gs-k1-kolm,IOLM,GS 17,GS,TERMINAL,111900,,,,,,191.270,3.00,18,46.973816667,-122.904808333,192,K1,KOLM,17,US
iolm-ils-i-k1-kolm,IOLM,ILS 17,ILS-I,TERMINAL,111900,,,,,,191.270,,18,46.958866667,-122.907497222,192,K1,KOLM,17,US
iolu-loc-k3-kolu,IOLU,ILS 14,LOC,TERMINAL,109100,,,,,,149.916,,18,41.440175000,-97.336583333,0,K3,KOLU,14,US
iolv-dme-ils-k7-kolv,IOLV,OLIVE BRANCH DME-ILS,DME-ILS,TERMINAL,109300,30X,1054000,991000,0,,,,25,34.968452778,-89.787608333,404,K7,KOLV,,US
iolv-gs-k7-kolv,IOLV,GS 18,GS,TERMINAL,109300,,,,,,179.541,3.00,18,34.984311111,-89.786055556,399,K7,KOLV,18,US
iolv-ils-i-k7-kolv,IOLV,ILS 18,ILS-I,TERMINAL,109300,,,,,,179.541,,18,34.968169444,-89.786744444,399,K7,KOLV,18,US
iolx-dme-ils-k7-kopf,IOLX,MIAMI-OPA LOCKA EXECUTIVE DME-ILS,DME-ILS,TERMINAL,111550,52Y,1076000,1139000,0,,,,25,25.900069444,-80.268080556,15,K7,KOPF,,US
iolx-gs-k7-kopf,IOLX,GS 12,GS,TERMINAL,111550,,,,,,121.983,3.00,18,25.907047222,-80.284744444,4,K7,KOPF,12,US
iolx-ils-i-k7-kopf,IOLX,ILS 12,ILS-I,TERMINAL,111550,,,,,,121.983,,18,25.899297222,-80.268636111,4,K7,KOPF,12,US
iom-vor-dme-eg,IOM,ISLE OF MAN VOR/DME,VOR-DME,ENROUTE,112200,59X,1083000,1020000,0,-2.000,,,130,54.066866667,-4.763475000,573,EG,,,IM
ioma-dme-ils-k3-koma,IOMA,EPPLEY DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,41.290022222,-95.884516667,984,K3,KOMA,,US
ioma-gs-k3-koma,IOMA,GS 14R,GS,TERMINAL,110300,,,,,,144.501,3.00,18,41.312069444,-95.902608333,984,K3,KOMA,14R,US
