airport,length,width,le_name,le_latitude,le_longitude,le_elevation,le_heading,le_displaced_threshold,he_name,he_latitude,he_longitude,he_elevation,he_heading,he_displaced_threshold,surface,lighted,active
ESNS,6890,148,10,64.6274,21.0558,157,106.2,,28,64.6221,21.098,125,286.2,,ASP,1,1
ESNU,7551,148,14,63.7985,20.2693,24,138,,32,63.7831,20.3003,17,318,196,ASP,1,1
ESNV,4928,98,10,64.5806,16.8183,1138,103.2,,28,64.5775,16.8488,1138,283.2,793,ASP,1,1
ESNX,8201,148,12,65.5986,19.2562,1241,128.2,,30,65.5847,19.2988,1240,308.2,,ASP,1,1
ESNY,2625,56,03,61.2576,17.0928,88,31,,21,61.2638,17.1006,82,211,,ASP,0,1
ESNY,8281,131,12,61.2687,17.0809,87,129.6,,30,61.2543,17.1172,60,309.6,228,ASP,1,1
ESNZ,8202,148,12,63.1988,14.4794,1194,115,,30,63.1894,14.5246,1233,295,,ASP,0,1
ESNZ,4034,54,12L,63.2007,14.4995,,122,,30R,63.1948,14.5202,,302,,ASP,0,1
ESOE,10728,148,01,59.211,15.0328,161,12,,19,59.2339,15.042,188,192,,ASP,1,1
ESOH,4951,98,18,60.0268,13.5781,474,176.7,,36,60.0133,13.5797,469,356.7,,ASP,1,1
ESOK,8255,148,03,59.4345,13.3278,332,25.6,,21,59.4549,13.347,352,205.6,,ASP,1,1
ESOK,1840,170,03L,59.4503,13.3375,,26.2,,21R,59.4548,13.3419,,206.2,,GRE,0,1
ESOW,8468,164,01,59.5785,16.6292,5,8.2,1312,19,59.6012,16.6385,21,188.2,,ASP,1,1
ESPA,10990,148,14,65.5548,22.0974,65,137.3,,32,65.5327,22.1466,21,317.3,,ASP,1,1
ESPE,7316,115,11,65.8798,20.1281,597,116.6,,29,65.8708,20.1717,591,296.6,,ASP,1,1
ESQO,6562,131,15,59.3941,15.9145,33,147.1,,33,59.379,15.9336,33,327.1,,ASP,0,1
ESSA,10830,148,01L,59.6373,17.9132,98,10,,19R,59.6664,17.9238,118,190,,ASP,1,1
ESSA,8201,148,01R,59.6264,17.9507,137,10.4,,19L,59.6485,17.9587,98,190.4,,ASP,1,1
ESSA,8202,148,08,59.6584,17.9361,108,75.9,,26,59.6639,17.9792,124,255.9,,ASP,1,1
ESSB,5472,148,12,59.3587,17.9296,46,125,,30,59.3501,17.9537,42,305,,ASP,1,1
ESSD,7579,148,14,60.4291,15.4999,503,133,,32,60.4151,15.5308,493,313,,ASP,1,1
ESSF,6383,131,12,57.5296,15.8094,366,116,,30,57.5219,15.8385,358,296,,CON,1,1
ESSK,6562,148,18,60.6021,16.9515,210,181,,36,60.5842,16.9509,223,1,,ASP,1,1
ESSL,6989,131,11,58.4099,15.6634,142,112,,29,58.4027,15.6971,172,292,,ASP,1,1
ESSP,7228,148,09,58.5861,16.2317,13,90.8,,27,58.5858,16.2696,32,270.8,,ASP,1,1
ESSP,1948,115,11,58.5902,16.236,7,115,,29,58.5879,16.2452,8,295,,GRS,0,1
ESST,5219,95,16,60.164,12.986,349,157.7,367,34,60.1508,12.9969,393,337.7,,ASP,1,1
ESSU,6187,115,18,59.3595,16.7078,129,178.1,,36,59.3426,16.709,130,358.1,,PEM,1,1
ESSV,6562,148,03,57.6544,18.3402,140,21,,21,57.6712,18.3522,136,201,,ASP,1,1
ESSV,3611,131,10,57.651,18.3297,142,101,,28,57.649,18.3477,164,281,,GRS,0,1
ESTA,613,131,04,56.2945,12.8448,68,41,,22,56.308,12.8659,64,221,,ASP,0,1
ESTA,6381,131,14,56.2978,12.8442,60,136.4,,32,56.2852,12.8659,52,316.5,,ASP,1,1
ESTL,6596,131,11L,56.0885,13.1924,126,113,,29R,56.0815,13.2221,139,293,,ASP,1,1
ESTL,7449,131,11R,56.0873,13.1779,122,113,738,29L,56.0793,13.2114,136,293,,ASP,1,1
ESTL,2588,82,12L,56.0859,13.2171,,113,,30R,56.0831,13.2288,,293,,ASP,0,1
ESTL,2590,82,12R,56.0845,13.2163,,113,,30L,56.0817,13.228,,293,,ASP,0,1
ESUD,7490,131,15,64.9699,17.6851,894,151,,33,64.9519,17.7083,904,331,,ASP,1,1
ESUK,3017,131,05,67.7605,20.2523,,54,,23,67.7653,20.27,,234,,ASP,0,1
ESUK,3014,131,11,67.7677,20.2493,,107,,29,67.7652,20.27,,287,,ASP,0,1
ESUK,3949,131,17,67.7704,20.2486,,171,,35,67.7597,20.2531,,351,,ASP,0,1
ESUP,4659,98,11,67.2488,23.0545,540,118.2,,29,67.2428,23.0835,540,298.2,,ASP,1,1
ESUT,5254,98,15,65.812,15.0752,1503,152.5,197,33,65.7993,15.0913,1502,332.5,482,ASP,1,1
ETAD,10007,148,05,49.9668,6.68356,1128,44.7,,23,49.9863,6.71346,1197,224.7,,ASP,1,1
ETAR,10498,148,08,49.4326,7.57883,761,82.8,,26,49.4364,7.62254,776,262.8,,ASP,1,1
ETAR,9278,148,09,49.4361,7.58092,769,86.8,,27,49.4377,7.6197,782,266.8,,ASP,0,1
ETHB,6010,148,08,52.2766,9.06909,225,77.6,535,26,52.2802,9.09533,213,257.6,,ASP,1,1
ETHC,6007,148,08,52.5899,10.0088,127,81,,26,52.5925,10.0355,129,261,,ASP,1,1
ETHF,3413,98,12,51.1168,9.27942,566,119,,30,51.1122,9.2925,558,299,,ASP,1,1
ETHL,1968,164,03,48.2212,9.90388,,33.5,,21,48.2258,9.90836,,213.5,,GRS,0,1
ETHL,5400,98,09,48.2207,9.89896,1761,92.9,,27,48.2199,9.92108,1765,272.9,,ASP,1,1
ETHN,3320,98,07,49.3907,9.9515,1536,75,,25,49.393,9.96483,1535,255,,ASP,1,1
ETHS,1312,148,06,52.9123,10.1914,,64.3,,24,52.914,10.1972,,244.3,,GRS,0,1
ETHS,8005,95,09,52.9195,10.1657,233,91,6365,27,52.9192,10.202,245,271,,ASP,1,1
ETHS,3281,164,09L,52.9198,10.1786,,88.3,,27R,52.9201,10.1938,,268.3,,GRS,0,1
ETIC,3300,73,14,49.7023,11.936,1350,143,,32,49.6951,11.9443,1363,323,,ASP,1,1
ETIH,2187,72,09,49.2181,11.8317,,90,,27,49.2181,11.8406,,270,,ASP,1,1
ETMN,8002,148,08,53.7654,8.64039,69,78,,26,53.7699,8.67661,39,258,,CON,1,1
ETND,4209,148,08,52.585,8.33187,127,85,,26,52.586,8.35016,124,265,,ASP,1,1
ETNG,10009,147,09,50.961,6.02004,262,91,491,27,50.9607,6.06346,289,271,491,CON,1,1
ETNH,8005,98,08,54.3102,9.51974,26,79.4,,26,54.3142,9.55659,38,259.4,,CON,1,1
ETNL,8202,148,09,53.9196,12.2603,138,98,,27,53.9165,12.2983,110,278,,CON,1,1
ETNN,8003,148,07,50.8268,6.64222,383,67,,25,50.8355,6.674,330,247,,ASP,1,1
ETNS,8003,98,05,54.452,9.5025,64,47.7,,23,54.4667,9.53033,65,227.7,,ASP,1,1
ETNS,6554,148,07,54.4553,9.5025,59,74.2,,25,54.4605,9.532,70,254.2,,ASP,0,1
ETNT,8005,98,08,53.5457,7.64933,23,77.8,,26,53.5502,7.68533,19,257.8,,ASP,1,1
ETNW,5573,156,03,52.445,9.427,179,26.4,,21,52.4587,9.43833,170,206.4,,ASP,1,1
ETNW,6157,153,08,52.4562,9.4135,172,81.4,,26,52.4585,9.44083,171,261.4,,ASP,1,1
ETNW,3569,132,08R,52.4548,9.41633,169,81.4,,26L,52.4563,9.43217,167,261.4,,GRS,0,1
ETOI,3500,80,10,49.6344,11.7603,1353,102,,28,49.6325,11.7744,1353,282,,ASP,1,1
ETOU,7065,120,07,50.0471,8.31103,454,73.3,,25,50.0526,8.33984,459,253.3,121,ASP,1,1
ETSB,8225,148,03,50.164,7.05471,1550,29.3,,21,50.1836,7.07193,1564,209.3,,ASP,1,1
ETSH,7936,98,09,51.7685,13.1502,254,93.3,,27,51.7672,13.1852,263,273.3,,PEM,1,1
ETSI,8002,98,07L,48.7167,11.5155,1196,68,,25R,48.7249,11.5462,1191,248,602,CON,1,1
ETSI,9646,197,07R,48.7045,11.5187,1201,68.2,,25L,48.7143,11.5558,1194,248.2,,PEM,1,1
ETSL,8012,98,03,48.1759,10.8532,1819,29,,21,48.1951,10.8691,1787,209,,CON,1,1
ETSN,8005,98,09,48.7112,11.195,1249,91,,27,48.7108,11.2282,1246,271,,ASP,1,1
EVLA,6568,131,06,56.5145,21.0818,5,70,,24,56.5206,21.1124,16,250,,ASP,1,1
EVRA,10499,148,18,56.9351,23.9731,31,185.2,,36,56.9123,23.9693,34,5.2,,ASP,1,1
EVVA,4259,105,03,57.3531,21.5379,19,35.5,,21,57.3625,21.5504,12,215.5,,PEM,1,1
EYKA,10335,148,08,54.9627,24.0595,236,85,1116,26,54.9651,24.1085,256,265,788,ASP,1,1
EYPA,6562,131,01,55.9645,21.0903,33,13,,19,55.9818,21.0973,33,193,,ASP,1,1
EYSA,11483,148,14L,55.9069,23.3794,443,146.1,,32R,55.8808,23.4106,437,326.1,,CON,1,1
EYSA,10761,105,14R,55.9042,23.378,439,146.1,,32L,55.8797,23.4073,433,326.1,,CON,0,1
EYSB,3281,98,10,56.0716,23.5503,270,104,,28,56.0695,23.5658,270,284,,ASP,0,1
EYVI,8251,164,02,54.6237,25.2785,594,22,,20,54.6446,25.2931,646,202,,,1,1
FAAB,6063,151,01,-28.5829,16.5363,98,346.6,,19,-28.5671,16.5303,82,166.6,,ASP,1,1
FAAB,5499,118,07,-28.5783,16.5247,69,44,,25,-28.567,16.5366,80,224,,GVL,0,1
FAAB,4823,115,11,-28.5684,16.522,82,88,,29,-28.5677,16.537,80,268,,GVL,0,1
FAAG,6824,66,07,-29.288,18.8057,,49,,25,-29.2756,18.8221,,229,,ASP,1,1
FAAL,4757,100,10,-22.6797,29.0485,,84,,28,-22.6784,29.0625,,264,,ASP,0,1
FABB,5902,49,18,-26.2326,28.2991,5350,159,,36,-26.2447,28.3044,5300,339,,ASP,1,1
FABE,8202,197,08,-32.9034,27.268,1945,57,,26,-32.8909,27.2903,1950,237,,ASP,1,1
FABL,8396,151,02,-29.1051,26.3023,4413,360,,20,-29.082,26.3025,4421,180,,ASP,1,1
FABL,7202,151,12,-29.0896,26.2854,4457,102,,30,-29.0936,26.3075,4413,282,,ASP,1,1
FABM,3855,49,11,-28.2478,28.3301,5517,96,,29,-28.249,28.3422,5561,276,,ASP,1,1
FABM,4301,150,13,-28.2448,28.3291,5498,108,,31,-28.2485,28.3416,5558,288,,GRS,0,1
FABO,4003,30,07,-27.3701,26.6243,,53,,25,-27.3635,26.6341,,233,,ASP,0,1
FACT,10502,200,01,-33.9877,18.6089,144,346,,19,-33.9598,18.6,147,166,,ASP,1,1
FACT,5581,151,16,-33.9614,18.5975,143,136,,34,-33.9723,18.6104,151,316,,ASP,1,1
FACV,4101,49,09,-31.5025,19.7198,,67,,27,-31.4981,19.732,,247,,ASP,0,1
FADK,4003,151,04,-28.3735,32.2458,,21.9,,22,-28.3633,32.2505,,201.9,,CON,0,1
FADU,3215,49,18,-25.357,30.1864,6050,164,,36,-25.3651,30.1888,5958,344,,ASP,0,1
FAEL,5200,150,06,-33.042,27.8202,394,37,,24,-33.0306,27.8303,407,217,,ASP,1,1
FAEL,6362,150,11,-33.0373,27.8116,435,82,,29,-33.0348,27.8324,387,262,,ASP,1,1
FAEO,5085,33,13,-26.4929,29.9727,5792,113,383,31,-26.4983,29.9868,5801,293,252,ASP,0,1
FAFB,4593,49,08,-28.8263,27.9027,,60,,26,-28.8199,27.9151,,240,,ASP,1,1
FAGC,6004,75,17,-25.979,28.1359,5247,153,175,35,-25.9936,28.1442,5325,333,175,ASP,1,1
FAGG,6562,148,11,-34.0059,22.3677,622,89,,29,-34.0052,22.3893,648,269,,ASP,1,1
FAGM,5617,50,11R,-26.2427,28.1405,5438,89,,29L,-26.2424,28.1577,5483,269,455,ASP,1,1
FAGM,4898,50,17R,-26.2354,28.1477,5424,158,577,35L,-26.2477,28.1536,5460,338,378,ASP,1,1
FAGR,4921,75,02,-32.1975,24.5403,2582,15,,20,-32.1844,24.5445,2604,195,,ASP,0,1
FAGR,2801,98,15,-32.1912,24.5354,2588,127,,33,-32.1963,24.5434,2588,307,,GVL,0,1
FAGT,3871,131,04,-33.2901,26.4944,,20,,22,-33.2802,26.4987,,200,,GRS,0,1
FAGT,2756,131,12,-33.2857,26.4909,,100,,30,-33.287,26.4998,,280,,GRS,0,1
FAGT,3937,49,16,-33.2809,26.4937,,136,,34,-33.2887,26.5028,,316,,ASP,0,1
FAGY,5328,36,06,-29.1274,30.5812,3531,41.8,531,24,-29.1166,30.5922,3472,221.8,,ASP,1,1
FAHA,3809,30,08,-28.0817,26.8555,4384,59,480,26,-28.0763,26.8656,4398,239,475,ASP,1,1
FAHA,2999,98,15,-28.0746,26.8557,,130,,33,-28.0803,26.8634,,310,,GRE,0,1
FAHR,3937,49,15,-28.2313,29.1018,5525,135,,33,-28.2388,29.1106,5585,315,,ASP,1,1
FAHS,6939,88,09,-24.3828,31.0354,1710,76,,27,-24.3785,31.0559,1743,256,,ASP,1,1
FAHS,13095,151,18,-24.3393,31.0463,1659,164,,36,-24.374,31.0574,1734,344,,ASP,1,1
FAHV,4298,75,10,-30.5659,25.5205,,79,,28,-30.5638,25.5339,,259,,ASP,0,1
FAHV,3694,75,15,-30.5566,25.5246,,124,,33,-30.5623,25.5342,,304,,ASP,0,1
FAKD,2953,82,05,-26.8693,26.7182,,31,,23,-26.8623,26.7229,,211,,GRE,0,1
FAKD,3281,82,15,-26.8648,26.7168,,133,,33,-26.8711,26.7244,,313,,GRE,0,1
FAKD,4921,59,18,-26.8645,26.7162,,166,,36,-26.8776,26.7198,,346,,ASP,1,1
FAKM,9843,150,02,-28.8203,24.7652,3900,359,,20,-28.7931,24.7652,3940,179,,ASP,1,1
FAKM,8002,148,10,-28.8051,24.751,3950,80,,28,-28.8011,24.7754,3915,260,,ASP,1,1
FAKN,10171,148,05,-25.3953,31.0965,2825,34.2,1639,23,-25.3721,31.1137,2827,214.2,,ASP,1,1
FAKR,2684,30,08,-26.0826,27.7217,5460,63,430,26,-26.0793,27.729,5499,243,275,ASP,1,1
FAKR,2260,104,15,-26.0802,27.7254,,138,,33,-26.0849,27.73,,318,,GRE,0,1
FAKS,2953,98,03,-27.6697,27.3195,,8,,21,-27.6617,27.3205,,188,,GRS,0,1
FAKS,5824,46,07,-27.6653,27.3085,,54,,25,-27.6559,27.323,,234,,ASP,1,1
FAKS,3937,98,12,-27.6633,27.3115,,104,,30,-27.666,27.3233,,284,,GRS,0,1
FAKU,5578,49,02,-27.4643,23.4108,4382,4,,20,-27.449,23.412,4351,184,,ASP,1,1
FAKZ,4921,98,02,-29.6951,17.0934,259,4,,20,-29.6817,17.0946,256,184,,ASP,1,1
FALA,10000,75,06L,-25.9478,27.9149,4517,47,453,24R,-25.9292,27.9373,4397,227,,ASP,1,1
FALA,9996,147,07,-25.9483,27.9154,4521,57,,25,-25.93,27.9375,4394,227,230,ASP,1,1
FALC,5249,49,15,-28.3557,23.4326,,127,985,33,-28.3644,23.4455,,307,,ASP,1,1
FALI,2592,66,06,-26.1749,26.1845,,49,,24,-26.1703,26.1904,,229,,GRE,0,1
FALI,4154,49,18,-26.1701,26.1831,4875,166,,36,-26.1812,26.1861,4875,346,,ASP,0,1
FALM,13189,151,10,-23.16,29.677,3059,90,,28,-23.1598,29.7161,3069,270,,ASP,1,1
FALM,1640,49,10L,-23.1425,29.6929,3000,90,,28R,-23.1425,29.6979,3004,270,,ASP,0,1
FALO,3937,59,10,-23.0628,29.8589,,81,,28,-23.0611,29.8706,,261,,ASP,1,1
FALW,7680,150,02L,-32.9796,18.162,104,1,,20R,-32.9585,18.1625,108,181,980,ASP,1,1
FALW,7689,150,02R,-32.9797,18.166,108,1,,20L,-32.9589,18.1665,102,181,,ASP,1,1
FALW,4935,150,07,-32.9683,18.1522,102,46,,25,-32.9589,18.1638,102,226,,ASP,0,1
FALW,6533,150,16,-32.9659,18.1538,102,136,690,34,-32.9789,18.1685,108,316,,ASP,1,1
FALY,3937,49,11,-28.5817,29.7436,3486,90,,29,-28.5817,29.7559,3548,270,,ASP,0,1
FAMB,4413,82,02,-25.6873,29.4419,4849,359,,20,-25.6751,29.4418,4886,179,,GVL,0,1
FAMB,5905,48,14,-25.6798,29.433,4878,128,,32,-25.6898,29.4474,4845,308,,ASP,0,1
FAMD,4145,75,16,-24.8137,31.5406,1124,141,,34,-24.8225,31.5486,1098,321,,ASP,0,1
FAMG,4495,100,05,-30.863,30.3403,,22,,23,-30.8518,30.3457,,202,,ASP,1,1
FAMI,3281,33,06,-24.9926,29.2798,,41,,24,-24.9857,29.2865,,221,,ASP,0,1
FAMJ,4921,49,14,-27.0756,29.7722,5573,123,,32,-27.0829,29.7849,5600,303,,ASP,1,1
FAMM,15157,148,04,-25.8176,25.539,4172,23,197,22,-25.7792,25.557,4148,203,197,ASP,1,1
FAMN,4041,66,09,-25.4753,31.5599,1126,72,,27,-25.4719,31.5717,1153,252,760,ASP,1,1
FAMS,5046,33,03,-25.7106,26.907,,16.5,,21,-25.6983,26.911,,196.5,,ASP,0,1
FAMU,6059,98,17,-27.6184,32.0406,,157,2138,35,-27.6337,32.048,,337,,ASP,0,1
FANC,4921,75,11,-27.7705,29.9692,4074,90,,29,-27.7707,29.9845,4054,270,,ASP,1,1
FANY,3970,56,10,-24.6865,28.4289,3900,85,,28,-24.6856,28.4409,3900,265,,ASP,1,1
FAOB,6926,131,10,-34.5595,20.2291,52,75,,28,-34.5547,20.2513,45,255,,ASP,1,1
FAOB,10220,151,17,-34.5544,20.2503,52,145,,35,-34.5775,20.2695,37,325,,ASP,1,1
FAOH,5577,98,04,-33.6144,22.187,1040,13,,22,-33.5995,22.191,1061,193,330,ASP,1,1
FAPE,6496,151,08,-33.993,25.6016,226,58,,26,-33.9835,25.6199,185,238,,ASP,1,1
FAPE,3865,59,10,-33.9891,25.6056,211,81,,28,-33.9874,25.6183,189,261,,GRS,0,1
FAPE,5502,151,17,-33.9838,25.6164,192,146,,35,-33.9963,25.6266,184,326,,ASP,1,1
FAPG,4003,66,12,-34.0893,23.3213,444,100,,30,-34.0912,23.3343,465,280,,ASP,0,1
FAPH,4491,60,01,-23.9424,31.1567,1396,354,,19,-23.9301,31.1553,1432,174,,ASP,1,1
FAPI,7218,82,08,-23.9311,29.4747,4228,61,,26,-23.9211,29.4941,4354,241,,ASP,1,1
FAPJ,3610,100,09,-31.608,29.5146,,64,,27,-31.6037,29.5249,,244,,ASP,0,1
FAPM,5043,98,16,-29.6435,30.3937,2351,142,197,34,-29.6544,30.4036,2423,322,624,ASP,1,1
FAPN,9022,98,05,-25.3437,27.1653,3408,37,,23,-25.3239,27.1819,3412,217,,ASP,1,1
FAPP,8400,148,01,-23.8604,29.4589,4076,359,,19,-23.8373,29.4585,4013,179,,ASP,0,1
FAPP,7612,148,05,-23.8588,29.4473,4014,38,,23,-23.8422,29.4613,4020,218,,ASP,1,1
FAPS,4885,98,03,-26.6775,27.0803,,13,,21,-26.6645,27.0835,,193,,ASP,1,1
FAPS,3281,98,15,-26.6669,27.0809,,134.6,,33,-26.6732,27.088,,314.6,,GRS,0,1
FAPY,4406,66,06,-26.8938,27.4988,4643,43,,24,-26.8849,27.5081,4691,223,,ASP,0,1
FAPY,2387,150,11,-26.8864,27.5002,4707,96,,29,-26.887,27.5074,4680,276,,GRE,0,1
FAQT,3937,66,12,-31.9198,26.8759,,95,,30,-31.9206,26.8885,,275,,MAC,1,1
FARB,4265,69,05,-28.7459,32.0884,73,34,,23,-28.7362,32.0958,109,214,,ASP,1,1
FARG,4019,50,16,-25.6397,27.2675,,145,,34,-25.6489,27.2747,,325,,ASP,1,1
FARS,4921,49,10,-33.8124,19.9014,,80,,28,-33.81,19.918,,260,,ASP,0,1
FARS,2395,59,14,-33.8108,19.8988,,113,,32,-33.8133,19.9061,,293,,GRS,0,1
FASB,5213,66,10,-29.6913,17.9318,,74,,28,-29.6874,17.9474,,254,,ASP,0,1
FASC,3609,59,11,-26.524,29.1647,5250,91,,29,-26.5241,29.1756,5250,271,,ASP,1,1
FASD,4665,82,02,-32.9705,17.9696,,358,,20,-32.9576,17.969,,178,,ASP,1,1
FASI,5249,59,03,-26.2555,28.3952,,16,820,21,-26.2414,28.3998,,196,580,ASP,1,1
FASI,1818,70,14,-26.2481,28.3964,,118,,32,-26.2504,28.4013,,298,,GRE,0,1
FASK,6520,98,02,-25.8186,28.1636,,6,,20,-25.8008,28.1657,,186,,ASP,1,1
FASK,6589,147,06,-25.8151,28.1613,,49,2000,24,-25.8035,28.1759,,229,,GRE,0,1
FASS,5709,75,17,-27.6413,22.9952,,153,,35,-27.6559,23.0034,,333,,ASP,1,1
FASX,1800,150,06,-34.0513,20.4716,,40,,24,-34.0474,20.4754,,220,,GRE,0,1
FASX,3291,39,15,-34.0444,20.4682,,126,,33,-34.0491,20.476,,306,,LAT,0,1
FASZ,5085,98,17,-24.9546,31.5856,,156,,35,-24.9673,31.5919,,336,,ASP,0,1
FATA,3655,25,11,-26.3516,27.9628,5205,95,54,29,-26.3525,27.9734,5184,275,141,MAC,0,1
FATF,4920,33,03,-28.2668,22.9918,,10,,21,-28.2533,22.9945,,190,,ASP,1,1
FATF,3614,110,07,-28.2632,22.9846,,51,,25,-28.257,22.9934,,231,,GVL,0,1
FATF,4593,110,16,-28.2562,22.9823,,141,,34,-28.2659,22.991,,321,,GVL,0,1
FATP,4265,33,01,-29.0461,26.1604,4547,351,,19,-29.0345,26.1583,4497,171,,ASP,1,1
FATP,3937,49,10,-29.0314,26.1568,4484,78,,28,-29.0291,26.1689,4498,258,,ASP,1,1
FATT,4941,62,04,-26.783,29.3363,5313,18,,22,-26.7701,29.3412,5303,198,,ASP,1,1
FATZ,4659,66,06,-23.8285,30.3238,1914,49,,24,-23.8204,30.3348,1808,229,,ASP,1,1
FAUL,3395,59,02,-28.3242,31.4162,1703,4,,20,-28.3147,31.417,1653,184,692,ASP,0,1
FAUL,5381,75,05,-28.3255,31.4127,1679,34,,23,-28.3132,31.4222,1720,214,,ASP,1,1
FAUP,2736,98,08,-28.4049,21.2581,2748,59,,26,-28.4012,21.2654,2753,239,,COM,0,1
FAUP,16076,197,17,-28.3799,21.252,2782,153,,35,-28.4194,21.2744,2711,333,,ASP,1,1
FAUT,4921,98,09,-31.5471,28.6685,,69,,27,-31.5422,28.6835,,249,,GRE,0,1
FAUT,6562,75,14,-31.5443,28.6647,2397,113,,32,-31.5515,28.6839,2400,293,,ASP,1,1
FAVB,3937,66,18,-26.9772,24.7271,,164,,36,-26.9876,24.7304,,344,,ASP,0,1
FAVG,3035,72,05,-29.7743,31.0562,20,28,,23,-29.7669,31.0606,20,208,,ASP,0,1
FAVM,5085,49,08,-22.4504,29.3306,2300,71,,26,-22.4458,29.3449,2315,251,,ASP,0,1
FAVR,4265,59,08,-31.6442,18.5391,328,57,,26,-31.6377,18.5505,327,237,,COM,0,1
FAVV,5266,72,03,-26.5773,27.9588,4854,9,,21,-26.563,27.9613,4847,189,260,ASP,1,1
FAVV,3724,52,15,-26.5633,27.956,4862,125,,33,-26.5693,27.9653,4833,305,,ASP,0,1
FAWB,4200,72,06,-25.6623,28.2156,4070,44,,24,-25.654,28.2242,4073,224,,ASP,0,1
FAWB,5998,98,11,-25.6531,28.2128,4038,93,,29,-25.6538,28.231,4095,273,,ASP,1,1
FAWI,4134,36,04,-25.8376,29.1899,5078,19,,22,-25.827,29.1941,5019,199,,ASP,1,1
FAWK,11001,148,01,-25.8441,28.2246,4872,352,,19,-25.8141,28.22,4897,172,,ASP,1,1
FAWK,6299,148,06,-25.8336,28.2187,4919,44,,24,-25.8213,28.2321,4940,224,,ASP,1,1
FAWM,6578,59,07,-28.0039,26.6618,4399,50,,25,-27.9921,26.6773,4373,230,,ASP,1,1
FAYP,5200,75,02,-33.9074,18.4989,42,356,,20,-33.8931,18.4977,52,176,,ASP,1,1
FAZR,6480,100,04,-25.6069,26.0379,,27,,22,-25.591,26.0467,,207,,ASP,0,1
FBFT,7218,98,11,-21.1583,27.4641,3281,97,,29,-21.1609,27.485,3278,277,,ASP,1,1
FBFT,9843,165,13,-21.1505,27.4533,3323,121,,31,-21.1645,27.4779,3278,301,,ASP,1,1
FBFT,4147,72,16,-21.1615,27.483,3271,147,,34,-21.171,27.4898,3283,327,,GVL,0,1
FBJW,5495,82,08,-24.6055,24.6835,,63,,26,-24.5992,24.6984,,243,,ASP,1,1
FBKE,6562,98,08,-17.8358,25.1535,3298,71,,26,-17.8299,25.1713,3263,251,,ASP,0,1
FBMN,6562,98,08,-19.9762,23.4224,3092,66,,26,-19.9689,23.4398,3093,246,,ASP,1,1
FBSK,13123,148,08,-24.5617,25.9052,3292,61.6,,26,-24.5488,25.9312,3291,241.6,,CON,1,1
FBSN,5381,66,11,-20.5517,26.1081,,103,,29,-20.555,26.1234,,283,,ASP,0,1
FBSP,5840,98,12,-22.0567,27.8203,2938,102,,30,-22.06,27.8372,2936,282,,ASP,0,1
FBTP,9850,148,08,-24.227,25.334,,64,,26,-24.2152,25.3606,,244,,ASP,0,1
FBTP,6585,60,08L,-24.2178,25.3321,,64,,26R,-24.2099,25.3499,,244,,ASP,0,1
FCBB,10827,148,05,-4.25882,15.2417,1030,50,,23,-4.23964,15.2645,1047,230,,ASP,1,1
FCOO,5905,98,09,-0.53283,15.9422,,79.4,,27,-0.52987,15.958,,259.4,,ASP,0,1
FCOU,6726,98,01,1.60706,16.0356,1158,14,,19,1.62504,16.0402,1155,194,,ASP,1,1
FCPP,8530,148,17,-4.80462,11.8838,54,166,,35,-4.82743,11.8894,52,346,,ASP,1,1
FDMS,8530,148,07,-26.536,31.297,2027,53,,25,-26.522,31.318,2075,233,,ASP,1,1
FEFF,8530,148,17,4.40983,18.5159,1208,165,,35,4.38712,18.5217,1182,345,,ASP,1,1
FEFT,5446,98,17,4.22909,15.7847,1929,167,,35,4.21407,15.7881,1860,347,,ASP,0,1
FGBT,7001,148,04,1.89866,9.79977,7,41,,22,1.91227,9.81159,12,221,,ASP,0,1
FGSL,9647,151,05,3.74541,8.69991,75,42,,23,3.76513,8.71753,41,222,,,1,1
FHAW,10019,150,13,-7.96341,-14.406,263,117,,31,-7.97578,-14.3813,214,297,,ASP,1,1
FIMP,11056,148,14,-20.4233,57.6693,183,117.1,1082,32,-20.4372,57.698,98,297.1,,ASP,1,1
FIMR,4223,98,12,-19.7561,63.3551,68,106,440,30,-19.7592,63.3669,81,286,240,ASP,1,1
FJDG,12003,200,13,-7.30457,72.397,9,121.7,,31,-7.32196,72.4252,9,301.7,,CON,1,1
FKKC,4512,151,05,4.08468,9.35627,151,43,,23,4.0937,9.36479,144,223,,ASP,1,1
FKKD,9350,148,12,4.01187,9.70804,34,117,,30,4.00024,9.73098,14,297,,ASP,1,1
FKKL,6890,148,13,10.4574,14.25,1390,130,,31,10.4454,14.2648,1368,310,,ASP,1,1
FKKM,6889,148,04,5.62941,10.745,3963,38,,22,5.64443,10.7566,3963,218,,ASP,1,1
FKKN,8858,148,02,7.34599,13.5547,3649,22,492,20,7.36803,13.5637,3609,202,131,ASP,1,1
FKKR,11032,148,09,9.3349,13.3548,692,86,,27,9.33688,13.3854,787,266,377,ASP,1,1
FKKU,8203,148,15,5.54641,10.3484,4347,147,,33,5.52743,10.3607,4347,327,,ASP,1,1
FKKV,8202,148,17,6.05042,10.1209,,171,,35,6.02806,10.1244,,351,1643,ASP,1,1
FKKY,6519,148,03,3.82784,11.5198,2428,24,,21,3.84423,11.5271,2461,204,,ASP,1,1
FKYS,11155,148,01,3.70741,11.5506,2263,10,,19,3.7377,11.5559,2276,190,,ASP,1,1
