airport,length,width,le_name,le_latitude,le_longitude,le_elevation,le_heading,le_displaced_threshold,he_name,he_latitude,he_longitude,he_elevation,he_heading,he_displaced_threshold,surface,lighted,active
SKUL,3495,100,01,4.08364,-76.2361,,11.4,212,19,4.09308,-76.2342,,191.4,,ASP,1,1
SKVG,4320,40,16,0.98454,-76.607,,165.9,,34,0.97299,-76.6041,,345.9,,ASP,0,1
SKVL,5520,50,15,5.94566,-74.4607,482,150.4,,33,5.93243,-74.4532,566,330.4,,ASP,0,1
SKVP,6890,98,02,10.4257,-73.2511,449,9.5,,20,10.4444,-73.2479,483,189.5,,ASP,1,1
SKVV,5616,98,05,4.16188,-73.6186,1394,39,,23,4.17387,-73.6089,1365,219,,ASP,1,1
SKYP,8448,98,05,5.31088,-72.3922,1006,45.1,492,23,5.32734,-72.3757,1028,225.1,574,ASP,1,1
SLBJ,4921,118,01,-22.7801,-64.3131,,1.9,,19,-22.7666,-64.3126,,181.9,,ASP,0,1
SLCB,8692,148,04,-17.4298,-66.1841,8337,37.4,,22,-17.4108,-66.1689,8360,217.4,732,ASP,1,1
SLCB,12460,148,14,-17.409,-66.1911,8360,131.9,328,32,-17.432,-66.1645,8353,311.9,984,ASP,1,1
SLCH,4801,67,17,-16.9837,-65.1436,,162.2,,35,-16.9963,-65.1394,,342.2,,ASP,0,1
SLCO,6562,98,02,-11.0493,-68.7846,892,11,,20,-11.0315,-68.7812,835,191,,ASP,1,1
SLET,9144,124,15,-17.8014,-63.1793,1372,143.7,,33,-17.8218,-63.1637,1359,323.7,,ASP,0,1
SLLP,13123,151,10,-16.5127,-68.211,13110,91.9,,28,-16.5139,-68.1735,13314,271.9,,CON,1,1
SLLP,6725,300,10L,-16.5041,-68.1984,13202,98,,28R,-16.5066,-68.1793,13307,278,,GRE,0,1
SLOR,6125,120,09,-17.9629,-67.0823,,93.2,,27,-17.9638,-67.0647,,273.2,,GRE,0,1
