airport,description,frequency,type
CYRT,RANKIN RADIO,122200,RDO
CYRT,VHF DIRECTION FINDING,122200,VDF
CYRV,ATF/UNICOM,122800,UNIC
CYRV,PACIFIC RDO,126700,RCO
CYSA,ATF/UNICOM,122800,UNIC
CYSA,TORONTO CNTR,135300,CNTR
CYSB,ATIS,127400,ATIS
CYSB,LONDON RDO,123475,RCO
CYSB,RDO,125500,MF
CYSB,TORONTO CNTR,135500,CNTR
CYSC,ATF/UNICOM,123500,UNIC
CYSC,AWOS,126250,AWOS
CYSC,MF,123500,A/G
CYSC,MONTREAL CNTR,132550,CNTR
CYSG,MF/UNICOM,122150,UNIC
CYSG,MONTREAL CNTR,124000,CNTR
CYSH,ATF/UNICOM,122700,UNIC
CYSH,OTTAWA TRML,128175,A/D
CYSJ,MF,118500,A/G
CYSJ,MONCTON CNTR,124300,CNTR
CYSJ,RDO,118500,RDO
CYSL,ATF/UNICOM,122700,UNIC
CYSL,BOSTON CNTR,124750,CNTR
CYSM,AIRPORT RDO,122200,ATF
CYSM,YELOWKNIFE RDO,123550,A/D
CYSN,ATF,123250,ATF
CYSN,ATIS,128525,ATIS
CYSN,LONDON RDO,126700,RCO
CYSN,MF,123250,A/G
CYSN,RDO,123250,RDO
CYSN,TORONTO TRML,133400,A/D
CYSP,ATF/UNICOM,122800,UNIC
CYSP,WINNIPEG CNTR,134075,CNTR
CYSP,WINNIPEG RDO,123550,RCO
CYSU,ATF/UNICOM,122950,UNIC
CYSU,AWOS,122550,AWOS
CYSU,MONCTON CNTR,124400,CNTR
CYSW,ATF,123200,ATF
CYSY,ARPT RDO,122100,RDO
CYSY,MANDATORY FREQ,122100,ATF
CYSZ,ATF,122800,ATF
CYTA,MONTREAL CENTRE,135200,PAL
CYTA,PEMBROKE TRAFFIC,122800,ATF
CYTA,PEMBROKE UNICOM,122800,UNICOM
CYTA,PETAWAWA ADVISORY,126400,A/G
CYTE,ARPT RDO,122100,RDO
CYTE,AWOS,128700,AWOS
CYTE,MANDATORY FREQ,122100,ATF
CYTF,ATF/UNICOM,123000,UNIC
CYTF,BAGOTVILLE TRML,127200,A/D
CYTF,VFR ADVSY,121200,AAS
CYTH,ATIS,127650,ATIS
CYTH,INFO,123000,INFO
CYTH,RDO,122500,A/G
CYTH,RDO,122500,RDO
CYTH,WINNIPEG CNTR,133150,CNTR
CYTH,WINNIPEG RCO,123150,RCO
CYTN,ATF/UNICOM,122800,UNIC
CYTN,MONCTON CNTR,135300,A/D
CYTR,APP/DEP,128400,A/D
CYTR,ATIS,135450,ATIS
CYTR,CLNC DEL,124350,CLD
CYTR,GND,121900,GND
CYTR,PMSV METRO,34460,PMSV
CYTR,TIGER SAR OPS,23210,EMR
CYTR,TWR,128700,TWR
CYTR,WING OPS,122350,OPS
CYTS,ATIS,124950,ATIS
CYTS,LONDON RDO,123550,RCO
CYTS,MF,122300,A/G
CYTS,RDO,122300,RDO
CYTS,TORONTO CNTR,128300,CNTR
CYTZ,(1130-0400Z),133600,ATIS
CYTZ,0400-1130Z,133600,AWOS
CYTZ,ATF,118200,ATF
CYTZ,GND,121700,GND
CYTZ,TRML APP,133400,ARR
CYTZ,TRML DEP,133400,DEP
CYTZ,TWR,118200,TWR
CYUB,MANDATORY FREQ,122100,ATF
CYUB,TUK RDO,122100,RDO
CYUL,ENGLISH ATIS,133700,ATIS
CYUL,FRENCH ATIS,127500,ATIS
CYUL,MONTREAL APRON,122075,APRON
CYUL,MONTREAL CLEARANCE,125600,CLNC DEL
CYUL,MONTREAL GROUND,121900,GND
CYUL,MONTREAL TERMINAL ARRIVALS,118900,ARR
CYUL,MONTREAL TERMINAL DEPARTURES,118900,DEP
CYUL,MONTREAL TERMINAL,126900,ARR
CYUL,MONTREAL TERMINAL,134150,VFR ADV
CYUL,MONTREAL TOWER,119900,TWR
CYUL,QUEBEC RADIO,123550,RCO
CYUT,ARPT RDO,122100,RDO
CYUT,MANDATORY FREQ,122100,ATF
CYUX,"ARTIC RADIO (FISE), (E)",126700,RCO
CYUX,"ARTIC RADIO (FISE), (E)",364200,RCO
CYUX,AWOS,128700,AWOS
CYUX,"HALL BEACH RADIO/TRAFFIC, 5NM BELOW 3100,",122200,MF
CYUX,"HALL BEACH, (V), 12-24Z",122200,APRT RDO
CYUX,MILITARY OPERATIONS,256600,MIL
CYUX,MILITARY OPERATIONS,263200,MIL
CYUX,MILITARY OPERATIONS,364200,MIL
CYUX,MILTARY OPERATIONS,228900,MIL
CYUY,MF,122200,A/G
CYUY,MONTREAL CNTR,125900,CNTR
CYUY,QUEBEC RDO,126700,RCO
CYUY,RDO,122200,RDO
CYVB,MF/UNICOM,123000,ATF
CYVB,QUEBEC RDO,123550,RCO
CYVC,"BARBAR FIELD RADIO, (V)",122200,RADIO
CYVC,"BARBER FIELD TRAFFIC, 5NM BELOW 4200ASL",122200,MF
CYVC,WINNIPEG CONTROL,126400,PAL
CYVC,WINNIPEG RADIO (FISE),123550,RCO
CYVG,ATF,122800,ATF
CYVK,ATF,122800,ATF
CYVM,ATF,122100,ATF
CYVM,AWOS,122550,AWOS
CYVM,BROUGHTON RDO,122100,RDO
CYVO,MONTREAL CENTRE,125900,PAL
CYVO,QUEBEC RADIO,126700,RCO
CYVO,VAL-D'OR RADIO,118500,MF
CYVO,VAL-D'OR RADIO/TRAFFIC,118500,RADIO
CYVP,ARPT RDO,122200,INFO
CYVP,MF,122200,A/G
CYVP,MONTREAL CNTR,135100,CNTR
CYVP,QUEBEC RDO,123550,RCO
CYVQ,EDMONTON CNTR,134825,A/D
CYVQ,MF,122200,A/G
CYVQ,NORMAN WELLS RDO,122200,FSS
CYVR,APP,128600,APP
CYVR,ATIS,124600,ATIS
CYVR,CLNC DEL,121400,CLD
CYVR,DEP,126125,DEP
CYVR,GND,121700,GND
CYVR,PACIFIC RDO,123150,RCO
CYVR,TWR,118700,TWR
CYVR,TWR,23660,TWR
CYVT,MF REGINA RDO,122300,A/G
CYVT,REGINA RDO,122300,RCO
CYVV,LONDON RDO,126700,RDO
CYVV,MF,122200,A/G
CYVV,TORONTO CNTR,132575,CNTR
CYWA,427 OPS,126400,A/G
CYWA,MF PETAWAWA ADVSY,126400,RDO
CYWA,PMSV,29740,PMSV
CYWA,RANGE CON,49900,INFO
CYWG,ARR,119500,ARR
CYWG,ATIS,120200,ATIS
CYWG,CLNC DEL,121300,CLD
CYWG,DEP,119900,DEP
CYWG,GND,121900,GND
CYWG,MILITARY OPERATIONS,131400,MIL
CYWG,MILITARY OPERATIONS,308800,MIL
CYWG,PMSV,34460,PMSV
CYWG,TWR,118300,TWR
CYWG,WINNIPEG ADVISORY,121000,VFR ADV
CYWG,WINNIPEG TOWER - SECONDARY (V),125400,TWR
CYWK,MF,122000,A/G
CYWK,MONTREAL CNTR,132250,A/D
CYWK,QUEBEC RDO,126700,RCO
CYWK,RDO,122000,RDO
CYWL,PACIFIC RADIO (FISE),123275,RCO
CYWL,VANCOUVER CONTROL,134000,PAL
CYWL,VANCOUVER CONTROL,381400,PAL
CYWL,VHF DIRECTION FINDING,122300,VDF
CYWL,"WILLIAMS LAKE RADIO, (V)",122300,RADIO
CYWL,"WILLIAMS LAKE RADIO, 5NM BELOW 6100ASL EXCLUDING AREA BELOW 2800",122300,MF
CYWM,ATF,123200,ATF
CYWV,ATF/UNICOM,122800,UNIC
CYWY,ARPT RDO,122100,RDO
CYWY,MANDATORY FREQ,122100,ATF
CYXC,MF,122300,A/G
CYXC,PACIFIC RDO,126700,RCO
CYXC,RDO,122300,RDO
CYXC,VANCOUVER CNTR,133600,CNTR
CYXE,APP/DEP,119900,A/D
CYXE,ATIS,128400,ATIS
CYXE,EDMONTON RDO,122500,RCO
CYXE,GND,121900,GND
CYXE,MF SASKATOON RDO,118300,A/G
CYXE,TWR,118300,TWR
CYXE,WINNIPEG CNTR,134325,CNTR
CYXH,AWOS,124875,AWOS
CYXH,EDMONTON RDO,126700,RCO
CYXH,MF,122200,A/G
CYXH,RDO,122200,RDO
CYXJ,ATIS,128500,ATIS
CYXJ,EDMONTON CNTR,132600,CNTR
CYXJ,EDMONTON RDO,122500,RCO
CYXJ,MF ST JOHN RDO,118500,A/G
CYXJ,RDO,118500,FSS
CYXK,MF MONT JOLI RDO,122100,RDO
CYXL,ATIS,124750,ATIS
CYXL,MF,122000,A/D
CYXL,RDO,122000,RDO
CYXL,WINNIPEG RDO,126000,RCO
CYXP,MANDATORY FREQ,122100,ATF
CYXP,RDO,122100,RDO
CYXR,EARLTON TRAFFIC,122000,MF
CYXR,LONDON RDO,123375,RDO
CYXS,"AUTOMATIC TERMINAL INFORMATION SERVICE , 14-07Z",128725,ATIS
CYXS,"AUTOMATIC WEATHER OBSERVATION STATION, 07-14Z",128725,AWOS
CYXS,PACIFIC RADIO (FISE),122100,RCO
CYXS,"PRINCE GEORGE GROUND, 14-07Z",121900,GND
CYXS,PRINCE GEORGE RADIO (FISE),126700,RCO
CYXS,"PRINCE GEORGE RADIO, 07-14Z, 5NM BELOW 5500ASL",118300,MF
CYXS,"PRINCE GEORGE TOWER, 14-07Z, (V)",118300,TWR
CYXS,VANCOUVER CONTROL,133800,PAL
CYXS,"WILLIAMS LAKE RADIO, 07-14Z",118300,RCO
CYXT,MANDATORY FREQ RDO,122000,A/G
CYXT,PACIFIC RDO,126700,RCO
CYXT,RDO,122000,RDO
CYXT,VANCOUVER CNTR,128400,CNTR
CYXU,ATIS,127800,ATIS
CYXU,GND,121900,GND
CYXU,MF,119400,A/G
CYXU,RDO,122500,RDO
CYXU,TORONTO CNTR,135300,CNTR
CYXU,TWR,119400,TWR
CYXX,ATIS,119800,ATIS
CYXX,GND,121800,GND
CYXX,MF,119400,A/G
CYXX,PACIFIC RDO,122500,RDO
CYXX,TWR,119400,TWR
CYXX,VICTORIA TRML,132700,A/D
CYXY,AUTOMATIC TERMINAL INFORMATION SYSTEM,125250,ATIS
CYXY,EDMONTON CONTROL,132100,PAL
CYXY,VHF DIRECTION FINDINF,118300,VDF
CYXY,"WHITEHORSE GROUND, 15-05Z",121900,GND
CYXY,"WHITEHORSE RADIO (FISE), (E)",123275,RCO
CYXY,"WHITEHORSE RADIO, 05-15Z, 5NM BELOW 5400ASL",118300,MF
CYXY,"WHITEHORSE TOWER, (E), 15-05Z",118300,TWR
CYXY,"WHITEHORSE TOWER, (E), 15-05Z",236600,TWR
CYXZ,ATF/UNICOM,122800,UNIC
CYXZ,LONDON RDO,126700,RCO
CYXZ,TORONTO CNTR,124075,CNTR
CYYB,ATIS,124900,ATIS
CYYB,MF,118300,A/G
CYYB,PMSV METRO,34460,PMSV
CYYB,RDO,118300,RDO
CYYB,TORONTO CNTR,121225,CNTR
CYYC,"APRON I, 12-07Z",121300,RMP
CYYC,"APRON II, 12-08Z",129700,RMP
CYYC,AUTOMATIC TERMINAL INFORMATION SYSTEM,128225,ATIS
CYYC,CALGARY ARRIVALS (E),125900,ARR
CYYC,CALGARY ARRIVALS (W),123850,ARR
CYYC,CALGARY ARRIVALS,126525,ARR
CYYC,CALGARY CLEARANCE,120825,CLD
CYYC,CALGARY DEPARTURES,119800,DEP
CYYC,"CALGARY TOWER, (E)",118875,TWR
CYYC,"CALGARY TOWER, (E)",236600,TWR
CYYC,"CALGARY TOWER, (W)",118400,TWR
CYYC,EDMONTON CENTRE,124525,PAL
CYYC,EDMONTON CENTRE,133300,PAL
CYYC,EDMONTON RADIO (FISE),123375,RCO
CYYC,NORTH GROUND,125350,GND
CYYC,SOUTH GROUND,121900,GND
CYYC,VFR ADVISORIES,119400,VFR ADV
CYYD,MANDATORY FREQ RDO,122300,A/G
CYYD,PACIFIC RDO,126700,RCO
CYYD,RDO,122300,FSS
CYYE,EDMONTON CENTRE,132870,PAL
CYYE,EDMONTON CENTRE,134850,PAL
CYYE,EDMONTON CENTRE,290600,PAL
CYYE,"EDMONTON RADIO, (E)",123550,RCO
CYYE,"NELSON RADIO, (E)",122500,RADIO
CYYE,"NELSON RADIO, 5NM BELOW 4300ASL",122500,MF
CYYF,MF,118500,A/G
CYYF,PACIFIC RDO,122500,RCO
CYYF,RDO,118500,RDO
CYYF,VANCOUVER APP/DEP,133500,A/D
CYYG,MF,118000,A/G
CYYG,MONCTON CNTR,135650,CNTR
CYYG,RDO,118000,RDO
CYYH,ARPT RDO,122100,RDO
CYYH,MANDATORY FREQ,122100,ATF
CYYJ,ATIS,118800,ATIS
CYYJ,CLNC DEL,126400,CLD
CYYJ,ESSO,122950,PVT ADV
CYYJ,GND,121900,GND
CYYJ,"KAMLOOPS RADIO (RAAS), 08-14Z",119700,RCO
CYYJ,"KAMLOOPS RADIO, 08-14Z, 7NM BELOW 2500ASL",119700,MF
CYYJ,PACIFIC RADIO (FISE),122375,RCO
CYYJ,SHELL,122850,PVT ADV
CYYJ,"STINGER OPS, 443 SQUADRON",349300,MIL
CYYJ,VICTORIA ARRIVALS,125950,ARR
CYYJ,VICTORIA DEPARTURES,133850,DEP
CYYJ,VICTORIA TERMINAL,127800,TML
CYYJ,VICTORIA TOWER (INNER),119700,TWR
CYYJ,VICTORIA TOWER (OUTER UNLESS CLOSED BY ATIS),119100,TWR
CYYL,MF WINNIPEG RDO,122300,A/G
CYYL,WINNIPEG CNTR,135050,CNTR
CYYL,WINNIPEG RDO,123475,RCO
CYYN,AWOS,124700,AWOS
CYYN,EDMONTON RDO,123275,RCO
CYYN,MF,122300,A/G
CYYN,WINNIPEG CNTR,132800,CNTR
CYYO,ATF,123200,ATF
CYYQ,ARCTIC RDO,126700,RCO
CYYQ,INTL AIR,126900,INFO
CYYQ,MF CHURCHILL RDO,122200,A/G
CYYQ,RDO,122200,FSS
CYYQ,WINNIPEG CNTR,134600,CNTR
CYYR,ATIS,128100,ATIS
CYYR,CLNC DEL,118100,CLD
CYYR,GANDER CENTRE,120400,PAL
CYYR,GANDER CNTR,120400,CNTR
CYYR,GND,121900,GND
CYYR,GOOSE BAY TERMINAL,119500,TML
CYYR,HALIFAX RADIO (FISE),123475,RCO
CYYR,PAR,119900,RDR
CYYR,PMSV,344600,PMSV
CYYR,RANGER BASE,129300,MIL
CYYR,TWR,119100,TWR
CYYR,WING OPS,129850,OPS
CYYR,WOOWARD AVIATION (ESSO),122900,FBO
CYYT,ATIS,128000,ATIS
CYYT,GANDER CNTR,133150,CNTR
CYYT,GND,121900,GND
CYYT,HALIFAX RDO,123275,RCO
CYYT,SHELL,123000,FBO
CYYT,TWR,120600,TWR
CYYU,LONDON RADIO (RCO),123275,DEP
CYYU,TRAFFIC,122200,TFC
CYYW,ATF,122800,ATF
CYYY,MF,122100,RDO
CYYY,MONTREAL CNTR,134650,CNTR
CYYY,QUEBEC RDO,123250,RCO
CYYY,RDO,122100,FSS
CYYZ,APN ADVSY,122075,RMP
CYYZ,APP,124475,ARR
CYYZ,ATIS,112150,ATIS
CYYZ,CLNC DEL,121300,CLD
CYYZ,GND,121900,GND
CYYZ,LONDON RDO,123275,RCO
CYYZ,NORTH APRON,122270,APRON
CYYZ,PAD CONTROL,131170,PAD
CYYZ,SOUTH APRON,122070,APRON
CYYZ,TORONTO CENTER,119300,VFR ADV
CYYZ,TORONTO DEPARTURE,127575,DEP
CYYZ,TORONTO DEPARTURE,128800,DEP
CYYZ,TWR,118350,TWR
CYZD,MF/UNICOM,126200,A/G
CYZD,TORONTO TRML,133400,A/D
CYZE,ATF/UNICOM,122800,UNIC
CYZE,AWOS,128725,AWOS
CYZE,LONDON RDO,126700,RCO
CYZF,ATIS,128400,ATIS
CYZF,EDMONTON CNTR,135800,CNTR
CYZF,GND,121900,GND
CYZF,MF,118500,A/G
CYZF,RDO,122500,FSS
CYZF,TWR,118500,TWR
CYZH,ATF,123200,ATF
CYZH,EDMONTON CNTR,127825,CNTR
CYZH,EDMONTON RDO,122100,RCO
CYZP,AWOS,122550,AWOS
CYZP,PACIFIC RDO,126700,RCO
CYZP,TERRACE RDO,122300,A/G
CYZP,VANCOUVER CNTR,133400,CNTR
CYZR,ATF,123000,ATF
CYZR,AWOS,118375,AWOS
CYZR,LONDON RDO,126700,RDO
CYZR,TORONTO CNTR,134375,CNTR
CYZS,ARPT RDO,122100,RDO
CYZS,EDMONTON CENTRE,133700,INFO
CYZS,MANDATORY FREQ,122100,ATF
CYZT,MF  HARDY RDO,122200,A/G
CYZT,PACIFIC RDO,126700,RCO
CYZT,RDO,122200,RDO
CYZT,VANCOUVER CNTR,132200,CNTR
CYZU,EDMONTON CNTR,132050,CNTR
CYZU,EDMONTON RDO,126700,RCO
CYZU,MF WHITECOURT RDO,122300,A/G
CYZU,RDO,122300,FSS
CYZV,ATIS,124800,ATIS
CYZV,MF,118100,RDO
CYZV,MONTREAL CNTR,135550,CNTR
CYZV,QUEBEC RDO,123150,RCO
CYZV,RDO,118100,FSS
CYZW,ARPT RDO,122100,RDO
CYZW,MANDATORY FREQ,122100,ATF
CYZX,APP/DEP,120600,A/D
CYZX,ATIS,128850,ATIS
CYZX,CLNC DEL,128025,CLD
CYZX,GND,133750,GND
CYZX,PMSV METRO,34460,PMSV
CYZX,TUSKER OPS,129775,OPS
CYZX,TWR,119500,TWR
CYZX,WING OPS,30860,INFO
CYZY,PACIFIC RDO,126700,RCO
CZAM,ATF/UNICOM,122900,UNIC
CZBA,ATF/UNICOM,123500,UNIC
CZBA,TORONTO CNTR,119300,DEP
CZBB,ATIS,125500,ATIS
CZBB,BAY FUEL (0700-1930 LOCAL),122950,UNICOM
CZBB,"BAY TOWER (INNER), TO 2000ASL, 15-07Z",118100,TWR
CZBB,"BAY TOWER (OUTER), TO 2000ASL 15-07Z",127600,TWR
CZBB,"BAY TRAFFIC, BELOW 2000ASL 07-15Z",118100,MF
CZBB,GND,124300,GND
CZBB,VANCOUVER ARR/DEP,132300,A/D
CZBB,"VANCOUVER TERMINAL, ABOVE 2000ASL",125200,TML
CZBF,ATF/UNICOM,122800,UNIC
CZBF,QUEBEC RDO,123450,RCO
CZBM,ATF/UNICOM,122150,UNIC
CZBM,MF,122150,A/G
CZBM,MONTREAL CNTR,132550,A/D
CZFA,ARPT RDO,122100,RDO
CZFA,MANDATORY FREQ,122100,ATF
CZFA,WHITEHORSE RDO,126700,RCO
CZFM,ARPT RDO,122100,RDO
CZFM,MANDATORY FREQ,122100,ATF
CZGF,ATF,123200,ATF
CZGF,AWOS,122970,AWOS
CZGF,PACIFIC RDO,126700,RCO
CZHP,ATF,122800,ATF
CZJN,ATF,122800,ATF
CZJN,WINNIPEG RDO,123450,RCO
CZML,ATF,123200,ATF
CZML,VANCOUVER CNTR,134000,A/D
CZMT,ATF/UNICOM,122700,UNIC
CZNL,ATF,123200,ATF
CZNL,PACIFIC RDO,126700,RCO
CZPC,ATF,123200,ATF
CZPC,EDMONTON CNTR,132750,A/D
CZPC,EDMONTON RDO,126700,RDO
CZST,ATF,123200,ATF
CZUC,ATF,122800,ATF
CZUM,ATF,123500,ATF
CZUM,AWOS,122550,AWOS
CZUM,GANDER CNTR,126025,CNTR
CZUM,HALIFAX RDO,123250,RCO
CZVL,ATF,120000,ATF
CZVL,GND,120800,GND
CZVL,TWR,120000,TWR
DAAD,TWR,118100,TWR
DAAE,BEJAIA TWR,118900,TWR
DAAG,ALGER APP,121400,APP
DAAG,ALGER GND,121800,GND
DAAG,ALGER TWR,118700,TWR
DAAJ,DJANET RDO,889400,RDO
DAAJ,DJANET TWR,118100,TWR
DAAP,TWR,118700,TWR
DAAT,RDO,119700,RDO
DAAT,TWR,118100,TWR
DAAV,TWR,119700,TWR
DABB,APP,119000,APP
DABB,TWR,118700,TWR
DABC,CONSTANTINE APP,120100,APP
DABC,CONSTANTINE TWR,118300,TWR
DABS,TEBESSA TWR,118100,TWR
DABT,TWR,118100,TWR
DAOB,TIARET TWR,118100,TWR
DAOI,TWR,119000,TWR
DAON,TLEMCEN TWR,119700,TWR
DAOO,ORAN APP,128200,APP
DAOO,ORAN TWR,118100,TWR
DAOV,TWR,119700,TWR
DAUA,ADRAR RDO,889400,RDO
DAUA,ADRAR TWR,119700,TWR
DAUE,RDO,889400,RDO
DAUE,TWR,119700,TWR
DAUG,GHARDAIA RDO,889400,RDO
DAUG,GHARDAIA TWR,118900,TWR
DAUH,HASSI MESSAOUD APP,120000,APP
DAUH,HASSI MESSAOUD RDO,889400,RDO
DAUH,HASSI MESSAOUD TWR,118100,TWR
DAUI,RDO,889400,RDO
DAUI,TWR,118100,TWR
DAUK,TOUGGOURT RDO,889400,RDO
DAUK,TOUGGOURT TWR,119700,TWR
DAUO,EL OUED RDO,889400,RDO
DAUO,EL OUED TWR,119700,TWR
DAUT,RDO,889400,RDO
DAUT,TWR,119700,TWR
DAUZ,RDO,889400,RDO
DAUZ,TWR,119700,TWR
DBBB,A/G VOICE RDO,658600,A/G
DBBB,APP,125900,APP
DBBB,TWR,125900,TWR
DFFD,AG VOICE OUAGA RDO,120300,A/G
DFFD,OUAGA APP,118100,APP
DFFD,OUAGA TWR,118100,TWR
DFOO,AG VOICE RDO,667300,A/G
DFOO,TWR,119700,TWR
DGAA,ACCRA APP,119500,APP
DGAA,ACCRA GND,121900,GND
DGAA,ACCRA TWR,119100,TWR
DGLE,AIR GND,658600,A/G
DGLE,APP,120400,APP
DGLE,TWR,119100,TWR
DGSI,A/G VOICE RDO,658600,A/G
DGSI,TWR,118100,TWR
DGSN,AIR GND,658600,A/G
DGSN,TWR,118700,TWR
DGTK,A/G VOICE RDO,658600,A/G
DGTK,TWR,118100,TWR
DIAP,ATIS,126600,ATIS
DIAP,CON,121100,ACC
DIAP,INFO,129100,AFIS
DIAP,RDO,568000,A/G
DIAP,TWR,118100,TWR
DIAP,VHF/DF,118100,MISC
DIBK,A/G VOICE RDO,667300,A/G
DIBK,APP,121700,APP
DIBK,GND,121700,GND
DIBK,TWR,118900,TWR
DIDL,INFO,118200,INFO
DIKO,A/G,667300,A/G
DIKO,AFIS,118600,AFIS
DIMN,A/G,667300,A/G
DIMN,AFIS,118400,AFIS
DISP,RDO,667300,A/G
DISP,TWR,118600,TWR
DIYO,A/G VOICE RDO,667300,A/G
DIYO,TWR,118500,TWR
DNAA,APP,127900,APP
DNAA,ATIS,127050,ATIS
DNAA,TWR,118600,TWR
DNAK,TWR,118200,TWR
DNBE,TWR,122500,TWR
DNCA,TWR,124500,TWR
DNEN,ENUGU ILS FREQ. IEN,108300,ILS - IEN
DNEN,ENUGU VOR,115700,ENG VOR
DNEN,TWR,123300,TWR
DNIB,TWR,122600,TWR
DNIL,APP,121200,APP
DNIL,TWR,121200,TWR
DNIM,OWERRI TWR,118400,TWR
DNJO,JOS TWR,122700,TWR
DNKA,APP,122300,APP
DNKN,ATIS,123600,ATIS
DNKN,KANO APP,124100,APP
DNKN,KANO TWR,118100,TWR
DNMA,TWR,123100,TWR
DNMM,APP,124300,APP
DNMM,LAGOS EAST,127300,AFIS
DNMM,LAGOS WEST,120900,AFIS
DNMN,TWR,118300,TWR
DNPO,APP,124900,APP
DNPO,ATIS,123800,ATIS
DNPO,TWR,118900,TWR
DNSO,SOKOTO TWR,122100,TWR
DNYO,TWR,122500,TWR
DNZA,TWR,123300,TWR
DRRM,AFIS,118100,AFIS
DRRN,NIAMEY CON,131300,ACC
DRRN,NIAMEY INFO,565200,INFO
DRRN,NIAMEY TWR,119700,TWR
DRRT,AFIS,118100,AFIS
DRZA,AGADES TWR,118100,TWR
DRZR,TWR,118300,TWR
DTKA,APP,119250,APP
DTKA,TWR,119250,TWR
DTMB,BOURGUIBA APP,119300,APP
DTMB,BOURGUIBA TWR,118300,TWR
DTMB,MONASTIR ATIS,113100,ATIS
DTTA,TUNIS APP,121200,APP
DTTA,TUNIS ATIS,118675,ATIS
DTTA,TUNIS GND,121900,GND
DTTA,TUNIS TWR,118100,TWR
DTTF,APP,122100,APP
DTTF,TWR,122100,TWR
DTTI,TWR,123000,TWR
DTTJ,DJERBA APP,120300,APP
DTTJ,DJERBA TWR,118150,TWR
DTTX,SFAX APP,123700,APP
DTTX,SFAX TWR,120150,TWR
DTTZ,TOZEUR APP,120700,APP
DTTZ,TOZEUR TWR,118200,TWR
DXNG,A/G VOICE RDO,122600,A/G
DXNG,AFIS,658600,AFIS
DXNG,TWR,118300,TWR
DXXX,A/G VOICE RDO,123600,A/G
DXXX,TWR,120700,TWR
EBAV,AVERNAS RADIO,129975,INFO
EBAW,ANTWERPEN GND,121900,GND
EBAW,ANTWERPEN TWR,135200,TWR
EBAW,BRUSSELS APP,118250,APP
EBBE,APP,122825,APP
EBBE,COMBINED MIL APPROACH,122500,APP
EBBE,GCA,123300,GCA
EBBE,GND,122100,GND
EBBE,TWR,122100,TWR
EBBL,TAXI,122100,GND
EBBR,ABELAG UNICOM,130550,UNIC
EBBR,APP,118250,APP
EBBR,ATIS ARR,132475,ATIS
EBBR,ATIS DEP,121750,ATIS
EBBR,CLNC DEL,121950,CLD
EBBR,DEP,126630,DEP
EBBR,GND NORTH,118050,GND
EBBR,GND SOUTH,121875,GND
EBBR,MELSBROEK OPS,140575,OPS
EBBR,TWR (RWY 07L/25R OR 20),120775,TWR
EBBR,TWR (RWY 07R/25L AND 02),118600,TWR
EBBT,BRASSCHAAT RADIO,122905,FIS
EBBY,GENAPPE RADIO,132000,INFO
EBCI,ATIS,134625,ATIS
EBCI,CHARLEROI APP,133125,APP
EBCI,CHARLEROI GND,121800,GND
EBCI,CHARLEROI TWR,121300,TWR
EBCV,ASOS 3,37162,ATIS
EBCV,BRUSSELS APP,126625,ARR
EBCV,BRUSSELS DEP,126625,DEP
EBCV,GND,141750,GND
EBCV,PTD,27910,PTD
EBCV,TWR,136500,TWR
EBDT,SCHAFFEN RADIO,118930,SCHAFFEN RADIO
EBFN,APP,122500,APP
EBFN,BELGA INFO,129325,INFO
EBFN,SAR,123100,EMR
EBFN,SAR,568000,EMR
EBFN,TAXI,122100,GND
EBFN,TWR,122100,TWR
EBFS,APP,122500,APP
EBFS,GCA,123300,GCA
EBFS,GND,122100,GND
EBFS,TWR,122100,TWR
EBGB,GRIMBERGEN RADIO,119500,INFO
EBHN,TOWER,135000,CTAF
EBKT,AFIS,120250,UNIC
EBLG,APP,119275,A/D
EBLG,ATIS,126250,ATIS
EBLG,CLNC DEL,121800,CLD
EBLG,GND,121925,GND
EBLG,TWR,129250,TWR
EBNM,NAMUR RADIO,118005,INFO
EBOS,APP,120600,APP
EBOS,ATIS,126120,ATIS
EBOS,GND,121975,GND
EBOS,TWR,118175,TWR
EBSG,SAINT-GHISLAIN RADIO,122170,AFIS
EBST,RDO,119980,INFO
EBTN,GOETSENHOVEN RADIO,125375,RADIO
EBTX,VERVIERS-THEUX RADIO,119000,INFO
EBTY,TOURNAI RADIO,118425,AFIS
EBUL,RDO,135125,AFIS
EBWE,RDO,120225,AFIS
EBZH,HASSELT RADIO,118330,INFO
EBZR,INFO,123800,INFO
EBZW,GENK RADIO,120400,CTAF
EDAB,INFO,129150,INFO
EDAB,MUNCHEN RADAR,125625,AFIS
EDAC,INFO,123575,AAS
EDAC,MUNCHEN INFO,125800,INFO
EDAC,MUNCHEN RADAR,132300,RDR
EDAC,TWR,123575,TWR
EDAD,BERLIN INFO,125800,AFIS
EDAD,INFO,118175,INFO
EDAE,BERLIN INFO,132650,AFIS
EDAE,INFO,122000,INFO
EDAH,BERLIN INFO,132650,AFIS
EDAH,INFO,132825,INFO
EDAH,TWR,132825,TWR
EDAJ,GERA-INFO,122425,AFIS
EDAK,BERLIN INFO,125800,AFIS
EDAK,INFO,122700,INFO
EDAM,BERLIN INFO,125800,AFIS
EDAM,BERLIN RADAR,124175,RDR
EDAM,INFO,122900,INFO
EDAQ,BERLIN RADAR,124175,RDR
EDAQ,MÜNCHEN INFORMATION,125800,AAS
