airport,description,frequency,type
KTPH,SALT LAKE CNTR,133450,CNTR
KTPL,AWOS 3,134975,AWOS
KTPL,CLNC DEL,125900,CLD
KTPL,CTAF/UNICOM,123000,UNIC
KTPL,GRAY APP/DEP,120075,A/D
KTPL,SAN ANGELO RDO,110400,RDO
KTRI,APP,119250,APP
KTRI,ATIS,118250,ATIS
KTRI,CTAF,119500,CTAF
KTRI,DEP,125500,DEP
KTRI,GND,121700,GND
KTRI,NASHVILLE RDO,122200,RDO
KTRI,TWR,119500,TWR
KTRI,UNICOM,122950,UNIC
KTRL,ASOS,119275,ASOS
KTRL,CTAF/UNICOM,122800,UNIC
KTRL,FORT WORTH CNTR,132850,CNTR
KTRM,ASOS,118325,ASOS
KTRM,CTAF/UNICOM,123000,UNIC
KTRM,PALM SPRINGS APP/DEP,135275,A/D
KTRM,RIVERSIDE RDO,122300,RDO
KTRX,CTAF/UNICOM,122800,UNIC
KTSP,CTAF/UNICOM,123000,UNIC
KTTD,APP,118100,APP
KTTD,ASOS,135625,ASOS
KTTD,CTAF,120900,CTAF
KTTD,DEP,124350,DEP
KTTD,GND,121800,GND
KTTD,TROUTDALE TWR,120900,TWR
KTTD,UNICOM,122950,UNIC
KTTN,ARNG OPS,40100,OPS
KTTN,ASOS,133700,ASOS
KTTN,ATIS,133700,ATIS
KTTN,CTAF,120700,CTAF
KTTN,GND/CLNC DEL,121900,GND
KTTN,PHILADELPHIA APP/DEP,123800,A/D
KTTN,TWR,120700,TWR
KTTN,UNICOM,122950,UNIC
KTUL,ANG OPS,141900,MISC
KTUL,APP/DEP,119100,A/D
KTUL,ARNG OPS,46900,OPS
KTUL,ATIS,124900,ATIS
KTUL,CLNC DEL,134050,CLD
KTUL,GND,121900,GND
KTUL,MC ALESTER RDO,122200,RDO
KTUL,TWR,118700,TWR
KTUL,UNICOM,122950,UNIC
KTUP,ARNG OPS,33500,OPS
KTUP,ASOS,133525,ASOS
KTUP,CTAF,118775,CTAF
KTUP,GND,121825,GND
KTUP,MEMPHIS CNTR,128500,CNTR
KTUP,RDO,122500,RDO
KTUP,TWR,118775,TWR
KTUS,ANG COMD POST,39220,POST
KTUS,APP/DEP,119400,A/D
KTUS,ATIS,123800,ATIS
KTUS,CLNC DEL,126650,CLD
KTUS,GND,124400,GND
KTUS,PRESCOTT RDO,122200,RDO
KTUS,TWR,118300,TWR
KTUS,UNICOM,122950,UNIC
KTVC,ATIS,119175,ATIS
KTVC,CTAF,124200,CTAF
KTVC,GND,121800,GND
KTVC,LANSING RDO,122200,RDO
KTVC,MINNEAPOLIS CNTR,132900,CNTR
KTVC,TWR,124200,TWR
KTVC,UNICOM,122950,UNIC
KTVC,USCG TRAVERSE CITY,38180,OPS
KTVF,AWOS 3,108400,AWOS
KTVF,CTAF/UNICOM,122800,UNIC
KTVF,MINNEAPOLIS CNTR,132150,CNTR
KTVF,PRINCETON RDO,108400,RDO
KTVI,AWOS 3,119175,AWOS
KTVI,CTAF/UNICOM,123075,UNIC
KTVI,MACON RDO,122550,FSS
KTVI,VALDOSTA APP/DEP,119525,A/D
KTVL,ASOS,124725,ASOS
KTVL,CTAF,122950,CTAF
KTVL,OAKLAND CNTR,127950,CNTR
KTVL,RENO RDO,122250,RDO
KTVL,UNICOM,122950,UNIC
KTWF,ASOS,135025,ASOS
KTWF,BOISE RDO,122250,RDO
KTWF,CTAF,118200,CTAF
KTWF,TWIN FALLS APP/DEP,126700,A/D
KTWF,TWIN FALLS GND,121700,GND
KTWF,TWIN FALLS TWR,118200,TWR
KTWF,UNICOM,122950,UNIC
KTXK,ATIS,120200,ATIS
KTXK,CTAF,125700,CTAF
KTXK,FORT WORTH CNTR,123925,CNTR
KTXK,GND,121700,GND
KTXK,JONESBORO RDO,122450,RDO
KTXK,TWR,125700,TWR
KTYR,ATIS,126250,ATIS
KTYR,CTAF,120100,CTAF
KTYR,FORT WORTH RDO,122300,RDO
KTYR,GND,121900,GND
KTYR,LONGVIEW APP/DEP,128750,A/D
KTYR,TWR,120100,TWR
KTYR,UNICOM,122950,UNIC
KTYS,ARNG OPS,41500,MISC
KTYS,ATIS,128350,ATIS
KTYS,CLNC DEL,121650,CLD
KTYS,KNOXVILLE APP/DEP,118000,A/D
KTYS,KNOXVILLE APP/DEP,36080,A/D
KTYS,KNOXVILLE GND,121900,GND
KTYS,KNOXVILLE TWR,121200,TWR
KTYS,NASHVILLE RDO,122200,RDO
KTYS,PTD,30300,PTD
KTYS,UNICOM,122950,UNIC
KUBS,APP/DEP,135600,A/D
KUBS,CTAF/UNICOM,122800,UNIC
KUCY,AWOS 3,135325,AWOS
KUCY,CTAF/UNICOM,122700,UNIC
KUCY,MEMPHIS CNTR,133650,CNTR
KUDD,CTAF/UNICOM,122800,UNIC
KUDD,PALM SPRINGS APP/DEP,135275,A/D
KUES,ATIS,118875,ATIS
KUES,AWOS 3,118875,AWOS
KUES,CLNC DEL,128700,CLD
KUES,CTAF,123700,CTAF
KUES,GND,121600,GND
KUES,MILWAUKEE APP/DEP,128700,A/D
KUES,TWR,123700,TWR
KUES,UNICOM,122950,UNIC
KUGN,ATIS,132400,ATIS
KUGN,CHICAGO APP/DEP,120550,A/D
KUGN,CTAF,120050,CTAF
KUGN,GND,121650,GND
KUGN,RDO,122550,RDO
KUGN,TWR,120050,TWR
KUGN,UNICOM,122950,UNIC
KUIL,ASOS,135225,ASOS
KUIL,CTAF,122900,CTAF
KUIN,ASOS,118325,ASOS
KUIN,CTAF/UNICOM,123000,UNIC
KUIN,KANSAS CITY CNTR,135525,CNTR
KUIN,ST LOUIS RDO,122500,RDO
KUKI,ASOS,119275,ASOS
KUKI,CTAF/UNICOM,123000,UNIC
KUKI,OAKLAND CNTR,127800,CNTR
KUKI,OAKLAND RDO,122000,RDO
KUKT,AWOS 3,119475,AWOS
KUKT,CLNC DEL,118550,CLD
KUKT,CTAF/UNICOM,122725,UNIC
KUKT,PHILADELPHIA APP/DEP,123800,A/D
KULM,AWOS 3,118325,AWOS
KULM,CTAF/UNICOM,122800,UNIC
KULM,MINNEAPOLIS CNTR,127100,CNTR
KUNU,AWOS 3,119075,AWOS
KUNU,CTAF/UNICOM,122700,UNIC
KUNU,MADISON APP/DEP,119150,A/D
KUOS,CTAF/UNICOM,122800,UNIC
KUOX,AWOS 3,132725,AWOS
KUOX,CTAF/UNICOM,123000,UNIC
KUOX,MEMPHIS CNTR,128500,CNTR
KUVA,AWOS 3,124175,AWOS
KUVA,CTAF/UNICOM,122800,UNIC
KUVA,HOUSTON CNTR,134950,CNTR
KUVA,SAN ANGELO RDO,123650,RDO
KVAD,AFSOC COMD POST,22822,MISC
KVAD,ATIS,27350,ATIS
KVAD,GND,120625,GND
KVAD,PMSV METRO,26345,PMSV
KVAD,PTD,139300,PTD
KVAD,SOF,143825,INFO
KVAD,TWR,128450,TWR
KVAD,VALDOSTA APP,119525,APP
KVAD,VALDOSTA DEP,126600,DEP
KVBG,ATIS,133125,ATIS
KVBG,COMD POST,31100,ACP
KVBG,CTAF,124950,CTAF
KVBG,GND/CLNC DEL,121750,GCCD
KVBG,PMSV METRO,34240,PMSV
KVBG,PTD,126200,PTD
KVBG,RANGE CON,121400,MISC
KVBG,SANTA BARB APP/DEP,124150,A/D
KVBG,TWR,124950,TWR
KVCT,ASOS,119025,ASOS
KVCT,CTAF/UNICOM,122700,UNIC
KVCT,HOUSTON CNTR,135050,CNTR
KVCT,MONTGOMERY CO RDO,122200,RDO
KVCV,AWOS 3,109400,AWOS
KVCV,GND,124450,GND
KVCV,JOSHUA APP/DEP,124550,A/D
KVCV,VICTORVILLE TWR,118350,TWR
KVDI,AWOS 3,119925,AWOS
KVDI,CTAF/UNICOM,122800,UNIC
KVDI,JACKSONVILLE CNTR,132300,CNTR
KVEL,ASOS,135175,ASOS
KVEL,CEDAR CITY RDO,122350,RDO
KVEL,CTAF/UNICOM,122700,UNIC
KVGT,ASOS,118050,ASOS
KVGT,ATIS,118050,ATIS
KVGT,CLNC DEL,124000,CLD
KVGT,CTAF,125700,CTAF
KVGT,GND,121700,GND
KVGT,LAS VEGAS APP,119400,A/D
KVGT,NELLIS APP,118125,APP
KVGT,TWR,125700,TWR
KVGT,UNICOM,122950,UNIC
KVHN,ALBUQUERQUE CNTR,135875,A/D
KVHN,ALBUQUERQUE RDO,121725,FSS
KVHN,CTAF,122900,CTAF
KVIH,ASOS,119025,ASOS
KVIH,CTAF/UNICOM,123000,UNIC
KVIH,KANSAS CITY CNTR,133400,CNTR
KVIS,AWOS 3,119925,AWOS
KVIS,CTAF/UNICOM,123050,UNIC
KVIS,FRESNO APP/DEP,118500,A/D
KVIS,RANCHO RDO,109400,RDO
KVJI,AWOS 3,128125,AWOS
KVJI,CTAF/UNICOM,122800,UNIC
KVJI,NASHVILLE RDO,114600,FSS
KVJI,TRI CITY APP/DEP,128670,A/D
KVKS,CTAF/UNICOM,122800,UNIC
KVKS,MEMPHIS CNTR,132500,CNTR
KVLA,CTAF/UNICOM,122800,UNIC
KVLA,KANSAS CITY CNTR,124300,CNTR
KVLA,ST LOUIS RDO,114300,RDO
KVLD,APP/DEP,119525,A/D
KVLD,ASOS,126225,ASOS
KVLD,CTAF,120900,CTAF
KVLD,GND,121700,GND
KVLD,MACON RDO,122200,RDO
KVLD,TWR,120900,TWR
KVLD,UNICOM,122950,UNIC
KVNY,ATIS,118450,ATIS
KVNY,CLNC DEL,126600,CLD
KVNY,CTAF,119300,CTAF
KVNY,GND,121700,GND
KVNY,SOCAL APP/DEP,120400,A/D
KVNY,TWR,119300,TWR
KVNY,TWR,120200,TWR
KVNY,UNICOM,122950,UNIC
KVOK,APP/DEP,135250,A/D
KVOK,CTAF,127500,CTAF
KVOK,GND,121900,GND
KVOK,HARDWOOD RANGE,132025,MISC
KVOK,PTD,37220,PTD
KVOK,SHEBOYGAN RANGE,26040,OPS
KVOK,TWR,127500,TWR
KVPS,APP/DEP,125100,A/D
KVPS,ATIS,134625,ATIS
KVPS,CLNC DEL,127700,CLD
KVPS,COMD POST,31805,POST
KVPS,GND,121800,GND
KVPS,PMSV METRO,34250,PMSV
KVPS,PTD,139300,PTD
KVPS,TWR,118200,TWR
KVPZ,ASOS,125875,ASOS
KVPZ,CTAF,122725,CTAF
KVPZ,SOUTH BEND APP/DEP,132050,A/D
KVPZ,SOUTH BEND CLNC DEL,135200,CLD
KVPZ,TERRE HAUTE RDO,123650,RDO
KVPZ,UNICOM,122725,UNIC
KVQQ,ATIS,125275,ATIS
KVQQ,CTAF,126100,CTAF
KVQQ,GND,121625,GND
KVQQ,JACKSONVILLE APP/DEP,123800,A/D
KVQQ,TWR,126100,TWR
KVQQ,UNICOM,122950,UNIC
KVRB,ATIS,132500,ATIS
KVRB,CLNC DEL,124250,CLD
KVRB,CTAF,126300,CTAF
KVRB,GND,127450,GND
KVRB,MIAMI CNTR,132250,CNTR
KVRB,ST PETERSBURG RDO,122200,RDO
KVRB,TWR,126300,TWR
KVRB,UNICOM,122950,UNIC
KVSF,ASOS,121425,ASOS
KVSF,BOSTON CNTR,134700,CNTR
KVSF,BURLINGTON RDO,122500,RDO
KVSF,CTAF/UNICOM,122800,UNIC
KVTN,ASOS,118075,ASOS
KVTN,CTAF/UNICOM,122800,UNIC
KVTN,DENVER CNTR,127950,CNTR
KVYS,AWOS 3,120025,AWOS
KVYS,CHICAGO CNTR,123750,CNTR
KVYS,CTAF/UNICOM,123000,UNIC
KWAY,CTAF/UNICOM,122800,UNIC
KWBW,APP/DEP,126300,A/D
KWBW,CTAF/UNICOM,122800,UNIC
KWDG,AWOS 3,120625,AWOS
KWDG,CTAF,118900,CTAF
KWDG,GND,121925,GND
KWDG,MC ALESTER RDO,122600,RDO
KWDG,UNICOM,122950,UNIC
KWDG,VANCE APP/DEP,119775,A/D
KWDG,WOODRING TWR,118900,TWR
KWDR,ARNG,44000,OPS
KWDR,ATLANTA APP/DEP,127500,A/D
KWDR,AWOS 3,118575,AWOS
KWDR,CTAF/UNICOM,123000,UNIC
KWHP,CTAF,122950,CTAF
KWHP,GND,125000,GND
KWHP,SOCAL APP/DEP,120400,A/D
KWHP,TWR,135000,TWR
KWJF,ATIS,126300,ATIS
KWJF,AWOS 3,133875,AWOS
KWJF,CTAF,120300,CTAF
KWJF,FOX TWR,120300,TWR
KWJF,GND,121700,GND
KWJF,JOSHUA APP/DEP,126100,A/D
KWJF,RIVERSIDE RDO,122200,RDO
KWJF,UNICOM,122950,UNIC
KWLW,CTAF/UNICOM,122800,UNIC
KWLW,OAKLAND CNTR,132200,CNTR
KWLW,RANCHO RDO,110000,RDO
KWMC,ASOS,120175,ASOS
KWMC,CTAF/UNICOM,122800,UNIC
KWMC,RENO RDO,122300,RDO
KWMC,SALT LAKE CNTR,132250,CNTR
KWRB,116 ANG OPS,29352,POST
KWRB,ACC COMD POST,31100,CLD
KWRB,AFRC COMD POST,37217,MISC
KWRB,ATIS,119475,ATIS
KWRB,ATLANTA APP/DEP,119600,A/D
KWRB,GND,121850,GND
KWRB,MAINT CTL CNTR,22592,INFO
KWRB,PMSV METRO,34985,PMSV
KWRB,PTD,134100,PTD
KWRB,TWR,133225,TWR
KWRI,APP/DEP,124150,A/D
KWRI,ARMY OPS,41350,OPS
KWRI,ATIS,110600,ATIS
KWRI,CLNC DEL,135200,CLD
KWRI,COMD POST,31940,POST
KWRI,FT DIX RNG,34000,MISC
KWRI,GND,121800,GND
KWRI,PMSV METRO,23980,PMSV
KWRI,PTD,134100,PTD
KWRI,TWR,118650,TWR
KWRL,ASOS,135475,ASOS
KWRL,CASPER RDO,122400,RDO
KWRL,CTAF/UNICOM,123050,UNIC
KWRL,SALT LAKE CITY CNTR,133250,CNTR
KWSD,CHEROKEE CON,126950,ACC
KWST,ASOS,132375,ASOS
KWST,CTAF/UNICOM,123000,UNIC
KWST,PROVIDENCE APP/DEP,119450,A/D
KWVI,ASOS,132175,ASOS
KWVI,CTAF/UNICOM,122800,UNIC
KWVI,NORCAL APP/DEP,127150,A/D
KWVL,AWOS 3,118375,AWOS
KWVL,CLNC DEL,124600,CLD
KWVL,CTAF/UNICOM,122700,UNIC
KWVL,PORTLAND APP/DEP,124250,A/D
KWWD,APP/DEP,124600,A/D
KWWD,AWOS 3,118275,AWOS
KWWD,CLNC DEL,121700,CLD
KWWD,CTAF/UNICOM,122700,UNIC
KWWR,AWOS 3,118425,AWOS
KWWR,CTAF/UNICOM,122800,UNIC
KWWR,KANSAS CITY CNTR,126950,CNTR
KWYS,CTAF/UNICOM,123000,UNIC
KWYS,GREAT FALLS RDO,119400,RDO
KWYS,SALT LAKE CITY CNTR,132400,CNTR
KXMR,CAPE TWR,118625,TWR
KXMR,ORLANDO APP/DEP,134950,A/D
KXMR,PMSV METRO,344600,PMSV
KXNA,ASOS,119425,ASOS
KXNA,CTAF,127100,CTAF
KXNA,GND,121900,GND
KXNA,JONESBORO RDO,122550,RDO
KXNA,RAZORBACK APP/DEP,121000,A/D
KXNA,TWR,127100,TWR
KXNA,UNICOM,122950,UNIC
KYIP,ASOS,132350,ASOS
KYIP,ATIS,127425,ATIS
KYIP,DETROIT APP/DEP,118950,A/D
KYIP,GND,121750,GND
KYIP,TWR,125275,TWR
KYKM,ATIS,125250,ATIS
KYKM,CHINOOK APP/DEP,123800,A/D
KYKM,CLNC DEL,121900,CLD
KYKM,CTAF,133250,CTAF
KYKM,GND,121900,GND
KYKM,SEATTLE RDO,122500,RDO
KYKM,TWR,133250,TWR
KYKM,UNICOM,122950,UNIC
KYKN,AWOS 3,111400,AWOS
KYKN,CTAF/UNICOM,122800,UNIC
KYKN,HURON RDO,111400,RDO
KYKN,MINNEAPOLIS CNTR,124100,CNTR
KYNG,910 AW COMD POST,384700,COMD POST
KYNG,APP/DEP,133950,A/D
KYNG,ATIS,123750,ATIS
KYNG,CLEVELAND ARTCC A/D,127150,A/D
KYNG,CLEVELAND RDO,122200,RDO
KYNG,CLNC DEL,118250,CLD
KYNG,GND,121900,GND
KYNG,TWR,119500,TWR
KYNG,UNICOM,122950,UNIC
KZPH,ASOS,118975,ASOS
KZPH,CTAF/UNICOM,123075,UNIC
KZPH,TAMPA APP/DEP,119900,A/D
KZZV,ASOS,111400,ASOS
KZZV,CLEVELAND RDO,122200,RDO
KZZV,CTAF/UNICOM,123000,UNIC
KZZV,INDIANAPOLIS CNTR,124450,CNTR
LAKV,TWR,124500,TWR
LATI,ACC,127500,ACC
LATI,APP,133150,APP
LATI,TWR,122500,TWR
LBBG,APP,125100,APP
LBBG,ATIS,120950,ATIS
LBBG,TWR,118000,TWR
LBGO,TWR,119700,TWR
LBHT,IHTIMAN INFO,119250,AFIS
LBPD,TWR,119600,TWR
LBSF,APP,123700,APP
LBSF,ATIS,124050,ATIS
LBSF,TWR,118100,TWR
LBWN,APP,121000,APP
LBWN,ATIS,118075,ATIS
LBWN,TWR,119500,TWR
LCLK,APP,121200,APP
LCLK,ATIS,126550,ATIS
LCLK,TWR,119400,TWR
LCPH,APP,120800,APP
LCPH,TWR,119900,TWR
LCRA,APP,122100,APP
LCRA,ATIS,28820,ATIS
LCRA,DIRECTOR,122100,DIR
LCRA,GND,26100,GND
LCRA,OPS,23405,OPS
LCRA,TWR,122100,TWR
LDDU,APP,123600,APP
LDDU,TWR,129500,TWR
LDOC,OSIJEK APP,118800,APP
LDOS,APP,118800,APP
LDOS,TWR,118800,TWR
LDPL,APP,118400,APP
LDPL,TWR,120000,TWR
LDRG,GROBNIK INFO,123500,INFO
LDRI,APP,119000,APP
LDRI,TWR,119000,TWR
LDSB,APP,118025,APP
LDSB,SPLIT RDR,120875,RDR
LDSB,TWR,118025,TWR
LDSP,APP,120875,APP
LDSP,INFO,128675,INFO
LDSP,TWR,124675,TWR
LDZA,APP,120700,APP
LDZA,ATIS,124375,ATIS
LDZA,GND,121850,GND
LDZA,INFO,124850,INFO
LDZA,RADAR,120700,RDR
LDZA,TWR,118300,TWR
LDZD,APP,118600,APP
LDZD,TWR,123700,TWR
LEAB,APP,118725,APP
LEAB,GND,121800,GND
LEAB,TWR,122100,TWR
LEAL,APP,118800,APP
LEAL,ATIS,113800,ATIS
LEAL,GND,121700,GND
LEAL,TWR,118150,TWR
LEAM,APP,118350,APP
LEAM,GND,121700,GND
LEAM,TWR,118350,TWR
LEAS,APP,118150,APP
LEAS,GND,121700,GND
LEAS,TWR,118150,TWR
LEBA,CTAF,118300,CTAF
LEBB,APP,120700,APP
LEBB,ATIS,118825,ATIS
LEBB,GND,121700,GND
LEBB,TWR,118500,TWR
LEBE,TWR,123500,TWR
LEBG,UNIC,122400,UNIC
LEBL,APP,119100,APP
LEBL,ATIS,118650,ATIS
LEBL,CLNC DEL,121800,CLD
LEBL,GND,121650,GND
LEBL,TWR,118100,TWR
LEBZ,APP,139300,APP
LEBZ,BADAJOZ TWR,122100,TWR
LECD,TWR,123500,TWR
LECO,A CORUÑA TWR,118300,TWR
LECO,GND,121700,GND
LECO,SANTIAGO APP,120200,APP
LECU,GND,121800,GND
LECU,TWR,118700,TWR
LEFM,AERO CLUB,123400,A/G
LEGA,TWR,122100,TWR
LEGE,APP,120900,APP
LEGE,GND,121700,GND
LEGE,TWR,118500,TWR
LEGR,GND,121700,GND
LEGR,TWR,118850,TWR
LEGT,APP,127100,APP
LEGT,GND,121600,GND
LEGT,MADRID DEP,127100,DEP
LEGT,TWR,138300,TWR
LEIB,APP,119800,APP
LEIB,ATIS,117800,ATIS
LEIB,GND,121800,GND
LEIB,PALMA APP,118125,APP
LEIB,TWR,118500,TWR
LEJR,APP,128500,APP
LEJR,GND,121600,GND
LEJR,TWR,118550,TWR
LELC,SAN JAVIER APP,130300,APP
LELC,SAN JAVIER GND,121600,GND
LELC,SAN JAVIER TWR,130300,TWR
LELL,AEROCLUB BARCELONA SABADELL,123500,ACBS
LELL,SABADELL GROUND,121600,GMC
LELL,SABADELL TOWER,120800,TWR
LELN,APP,122100,APP
LELN,TWR,122100,TWR
LELO,BASE MILITAR,123225,TWR
LELT,LILLO PAPAMOVIL,123375,CTAF
LEMD,ATIS DEPARTURE,130850,ATIS DEP
LEMD,ATIS,118250,ATIS
LEMD,DELIVERY EAST,130075,CLD
LEMD,DELIVERY WEST,130350,CLD
LEMD,FIRE,122975,EMR
LEMD,GND,121850,GND
LEMD,MADRID APP,127500,APP
LEMD,TWR 14L,118975,TWR
LEMD,TWR 14R,118150,TWR
LEMD,TWR 36L,118070,TWR
LEMD,TWR 36R,118670,TWR
LEMG,APP,123850,A/D
LEMG,ATIS,120375,ATIS
LEMG,CLR DEL,121880,CLD
LEMG,GND-E,121950,GND
LEMG,GND-W,121705,GND
LEMG,MALAGA,118455,APP/DEP
LEMG,TWR-E (RWY 12-30),118775,TWR
LEMG,TWR-W (RWY 13-31),118150,TWR
LEMH,APP,119650,APP
LEMH,ATIS,112600,ATIS
LEMH,GND,121750,GND
LEMH,TWR,118200,TWR
LEMO,496 ABS COMD POST,26472,POST
LEMO,GND,25890,GND
LEMO,PMSV METRO,28442,PMSV
LEMO,PTD,27537,PTD
LEMO,SEVILLA APP,120000,APP
LEMO,TWR,122100,TWR
LEMR,ASTURIAS TWR,118150,TWR
LEMR,"LA MORGAL RADIO (A/A, ES)",123500,RDO
LEMU,MUCHAMIEL RADIO,123500,CTAF
LENA,BENABARRE FREQ. - NON CONTROLLED AERODROM,122475,TWR
LEOC,RUNWAY INFO SVC,122600,UNIC
LEPA,APP,118950,APP
LEPA,ATIS,119250,ATIS
LEPA,CLNC DEL,121600,CLD
LEPA,GND,121700,GND
LEPA,OPS,130250,OPS
LEPA,TWR,118300,TWR
LEPP,APP,118200,APP
LEPP,GND,121700,GND
LEPP,TWR,118200,TWR
LERI,TWR,118100,TWR
LERM,ROBLEDILLO,123325,RF
LERS,APP,118150,APP
LERS,GND,121700,GND
LERS,TWR,118150,TWR
LERT,APP,128500,APP
LERT,APP,264700,APP
LERT,APP,279000,APP
LERT,BASE OPS,126200,MISC
LERT,CW AOK,672150,A/G
LERT,GCA,134100,GCA
LERT,GND,130700,GND
LERT,HEL,122225,TWR
LERT,ROTA GCA,123300,GCA
LERT,ROTA INFORMATION,267600,ATIS
LERT,ROTA TWR,119750,TWR
LERT,SEVILLA APP,120800,APP
LERT,TWR,122100,TWR
LERT,TWR,139300,TWR
LERT,TWR,257800,TWR
LERT,TWR,306850,TWR
LESA,APP,124400,APP
LESA,GND,121850,GND
LESA,TWR,139300,TWR
LESB,CTAF,123500,CTAF
LESB,PALMA APP,119400,APP
LESB,PALMA OPS,130250,OPS
LESL,RDO,123500,RDO
LESO,SAN SEBASTIAN TOWER,119850,TWR
LEST,APP,118200,APP
LEST,GND,121700,GND
LEST,TWR,118750,TWR
LESU,VISUAL APPROACH CHART.,122200,A/A
LETI,TWR,123500,TWR
LETO,GCA,118900,GCA
LETO,GND,118300,GND
LETO,MADRID APP,118400,APP
LETO,TWR,122100,TWR
LEVC,APP,120100,APP
LEVC,ATIS,121075,ATIS
LEVC,GND,121700,GND
LEVC,TWR,118550,TWR
LEVD,TWR,122200,TWR
LEVT,GND,121800,GND
LEVT,TWR,118450,TWR
LEVX,GND,121700,GND
LEVX,SANTIAGO APP,120200,APP
LEVX,TWR,118450,TWR
LEXJ,APP,118375,APP
LEXJ,GND,121700,GND
LEXJ,TWR,118100,TWR
LEZG,APP,119300,APP
LEZG,GND,118100,GND
LEZG,TWR,118100,TWR
LEZL,ATIS,118175,ATIS
LEZL,GND,121700,GND
LEZL,SEVILLA APROXIMACION,125800,APP
LFAC,ATIS,135450,ATIS
LFAC,LILLE APP,120275,APP
LFAC,TWR,128925,TWR
LFAD,COMPIEGNE,122300,A/A
LFAT,ATIS,123125,ATIS
LFAT,GND,125300,GND
LFAT,LILLE APP,120275,APP
LFAT,TWR,118450,TWR
LFAV,LILLE APP,126475,APP
LFAV,VALENCIENNES INFO,122600,AFIS
LFBA,AGEN TWR,121300,TWR
LFBA,ATIS,129600,ATIS
LFBA,BLAGNAC APP,121100,APP
LFBA,TOULOUSE APP,121175,APP
LFBC,APP,142450,APP
LFBC,TWR,118400,TWR
LFBD,APP,121200,ARR
LFBD,AQUITAINE APP,118600,APP
LFBD,AQUITAINE INFO,120575,INFO
LFBD,ATIS,131150,ATIS
LFBD,GND,121900,GND
LFBD,OPNS,143175,OPS
LFBD,TWR,118300,TWR
LFBE,AQUITAINE APP,119275,APP
LFBE,BERGERAC TWR,119800,TWR
LFBF,APP,118800,APP
LFBF,ATIS,141750,ATIS
LFBF,GND,122100,GND
LFBF,TOULOUSE APP,125175,APP
LFBF,TOULOUSE INFO,121250,AFIS
LFBF,TWR,118400,TWR
LFBG,COGNAC APP,122550,APP
LFBG,COGNAC APP,29372,APP
LFBG,COGNAC OPS,139925,OPS
LFBG,COGNAC TWR,120075,TWR
LFBH,LA ROCHELLE APP,124200,APP
LFBH,LA ROCHELLE ATIS,126875,ATIS
LFBH,LA ROCHELLE TWR,118000,TWR
LFBI,ATIS,121775,ATIS
LFBI,POITERS INFO,120775,INFO
LFBI,POITIERS APP,130900,APP
LFBI,POITIERS TWR,118500,TWR
LFBK,INFO,118400,AFIS
LFBL,ATIS,128075,ATIS
LFBL,LIMOGES APP,119200,APP
LFBL,LIMOGES INFO,124050,INFO
LFBL,LIMOGES TWR,118700,TWR
LFBM,MARSAN APP,142450,APP
LFBM,MARSAN TWR,142750,TWR
LFBN,COGNAC APP,122550,APP
LFBN,NIORT INFO,119100,AFIS
LFBO,APP,121100,APP
LFBO,ATIS,123125,ATIS
LFBO,CLNC DEL,121700,CLD
LFBO,GND,121900,GND
LFBO,TOULOUSE APP,125175,APP
LFBO,TOULOUSE INFO,121250,AFIS
LFBO,TWR,118100,TWR
LFBP,ATIS,128475,ATIS
LFBP,GND,121750,GND
LFBP,PYRENEES APP,121175,APP
LFBP,TWR,124150,TWR
LFBR,ATIS,124575,ATIS
LFBR,MURET GND,121750,GND
LFBR,MURET TWR,123200,TWR
LFBR,TOULOUSE APP,125175,APP
LFBT,APP,120300,APP
LFBT,ATIS,125950,ATIS
LFBT,GND,121800,GND
LFBT,PYRENEES APP,121175,APP
LFBT,TWR,119050,TWR
LFBU,ANGOULEME INFO,118200,AFIS
LFBU,LIMOGES APPROACH,118070,APPROACH
LFBX,AQUITAINE APP,119275,APP
LFBX,PERIGUEUX INFO,118775,AFIS
LFBZ,ATIS,128225,ATIS
LFBZ,BIARRITZ APP,125600,APP
LFBZ,BIARRITZ GND,121950,GND
LFBZ,BIARRITZ TWR,118700,TWR
LFCC,CAHORS INFO,119225,AFIS
LFCH,CAZAUX APP,119600,APP
LFCI,ALBI INFO,118950,AFIS
LFCI,TOULOUSE APP,123850,APP
LFCK,CASTRES INFO,118500,AFIS
LFCK,TOULOUSE APP,123850,APP
LFCL,ATIS,128100,ATIS
LFCL,TOULOUSE APP,125175,APP
LFCL,TWR,122700,TWR
LFCM,MILLAU INFO,120800,AFIS
LFCR,RODEZ APP,125375,APP
LFCR,RODEZ TWR,118125,TWR
LFCY,AQUITAINE APP,118600,APP
LFCY,ROYAN INFO,118800,AFIS
LFDB,TOULOUSE APP,125175,APP
LFDH,AUCH INFO,123000,AFIS
LFDH,PYRENEES APP,121175,APP
LFDH,PYRÉNÉES INFORMATION,126625,SIV
LFDJ,PAMIERS INFO,118175,AFIS
LFDJ,TOULOUSE APP,125175,APP
LFDN,ROCHEFORT INFO,119300,AFIS
LFDN,ROCHEFORT TWR,119300,TWR
LFDX,FUMEL RADIO,123500,RDO
LFEY,INFO,118900,AFIS
LFFH,CHATEAU THIERRY,120375,A/A
LFFI,INFO,118200,AFIS
LFFI,NANTES APP,130275,APP
LFGA,TWR,119000,TWR
LFGB,TWR,125250,TWR
LFGF,BEAUNE,123500,A/A
