icao_24bit_address,registration,manufacturer,model,aircraft_type,serial_number,description,operator,registered_at,registered_until,manufactured_at
a54c42,N440SW,Bombardier,CRJ-200,CRJ2,7589,L2J,SKW,,2021-02-28,2001-01-01
a54ff9,N441SW,Bombardier,CRJ-200,CRJ2,7602,L2J,SKW,,2021-02-28,2002-01-01
a550a8,N441ZW,Bombardier,CRJ-200,CRJ2,7777,L2J,AWI,,2022-11-30,2003-01-01
a55220,N442AW,Bombardier,CRJ-200,CRJ2,7778,L2J,AWI,,2023-02-28,2003-01-01
a553b0,N442SW,Bombardier,CRJ-200,CRJ2,7609,L2J,SKW,,2022-04-30,2002-01-01
a555d7,N443AW,Bombardier,CRJ-200,CRJ2,7781,L2J,AWI,,2023-02-28,2003-01-01
a5560f,N443DB,Bombardier,Challenger 350,CL35,20552,L2J,,,2021-08-31,2015-01-01
a55717,N443PR,Bombardier,Global 5000,GL5T,9520,L2J,,,2022-08-31,2012-01-01
a55767,N443SW,Bombardier,CRJ-200,CRJ2,7638,L2J,SKW,,2021-02-28,
a559ef,N444ET,Bombardier,Challenger 600,CL60,1062,L2J,,,2022-02-28,1982-01-01
a55bcd,N444ZW,Bombardier,CRJ-200,CRJ2,7788,L2J,AWI,,2023-02-28,2003-01-01
a55d45,N445AW,Bombardier,CRJ-200,CRJ2,7804,L2J,AWI,,2023-05-31,2003-01-01
a55d7d,N445DB,Bombardier,Global 5000,GL5T,9400,L2J,,,2023-03-31,2010-01-01
a55ed5,N445SW,Bombardier,CRJ-200,CRJ2,7651,L2J,SKW,,2021-09-30,2002-01-01
a560fc,N446AW,Bombardier,CRJ-200,CRJ2,7806,L2J,AWI,,2023-02-28,2003-01-01
a5628c,N446SW,Bombardier,CRJ-200,CRJ2,7666,L2J,SKW,,2022-01-31,2002-01-01
a564b3,N447AW,Bombardier,CRJ-200LR,CRJ2,7812,L2J,AWI,,,
a564d1,N447CA,Bombardier,CRJ-200,CRJ2,7552,L2J,,,2022-07-31,2001-01-01
a56643,N447SW,Bombardier,CRJ-200,CRJ2,7677,L2J,SKW,,2022-01-31,2002-01-01
a5686a,N448AW,Bombardier,CRJ-200,CRJ2,7814,L2J,AWI,,2020-11-30,2003-01-01
a569fa,N448SW,Bombardier,CRJ-200,CRJ2,7678,L2J,SKW,,2022-01-31,2002-01-01
a56c21,N449AW,Bombardier,CRJ-200LR,CRJ2,7818,L2J,AWI,,,
a56db1,N449SW,Bombardier,CRJ-200,CRJ2,7699,L2J,SKW,,2022-01-31,2002-01-01
