icao_24bit_address,registration,manufacturer,model,aircraft_type,serial_number,description,operator,registered_at,registered_until,manufactured_at
ac9be7,N911RP,MD Helicopters,MD 500E,H500,0526E,H1T,,,2023-04-30,1996-01-01
ac9c1a,N911TQ,Hughes,OH-6A Cayuse,H500,108-0811,H1T,,,,
ac9c23,N911TZ,MD Helicopters,AH-6C Little Bird,H500,1422,H1T,,,,
ac9c6d,N911WY,MD Helicopters,MD 530F,H500,0144FF,H1T,,,2023-01-31,2000-01-01
ac9d32,N9113Q,MD Helicopters,MD 500C,H500,260794S,H1T,,,2022-05-31,1976-01-01
ac9d4c,N9114F,Kawasaki,369 HS,H500,52-0386S,H1T,,,,
ac9dd8,N9118F,Kawasaki,369 HS,H500,72-0397S,H1T,,,,
ac9dfb,N9119F,Kawasaki,369 HS,H500,72-0392S,H1T,,,,
ac9f1b,N912LH,MD Helicopters,MD 900 Explorer,EXPL,900-00095,H2T,,,2024-01-31,2001-01-01
aca474,N9132F,MD Helicopters,MD 500C,H500,230446S,H1T,,,2023-04-30,1973-01-01
aca7f6,N9140Y,MD Helicopters,MD 500E,H500,0527E,H1T,,,,
aca8b7,N9146F,MD Helicopters,MD 500C,H500,830508S,H1T,,,2023-03-31,1973-01-01
acab9c,N9150F,Kawasaki,369 HS,H500,62-0387S,H1T,,,,
acacd7,N9159F,MD Helicopters,MD 500D,H500,1090605D,H1T,,,2022-08-31,
acaf99,N9162F,Kawasaki,369 HS,H500,83-0512S,H1T,,,,
acafac,N91620,MD Helicopters,MD 500E,H500,0529E,H1T,,,2022-03-31,1996-01-01
acb025,N9166F,MD Helicopters,MD 500C,H500,830510S,H1T,,,2021-08-31,1973-01-01
acb3dc,N9176F,MD Helicopters,MD 500C,H500,340569S,H1T,,,2021-09-30,1974-01-01
acb3ff,N9177F,MD Helicopters,MD 500C,H500,430465S,H1T,,,2023-06-30,1973-01-01
acb79b,N9186P,MD Helicopters,MD 500D,H500,21-0895D,H1T,,,,
acbb4a,N9196F,MD Helicopters,MD 500C,H500,740616S,H1T,,,2024-01-31,1974-01-01
