icao_24bit_address,registration,manufacturer,model,aircraft_type,serial_number,description,operator,registered_at,registered_until,manufactured_at
ab00a0,N808LS,Cessna,510 Citation Mustang,C510,510-0263,L2J,,,2022-12-31,2009-01-01
ab00a9,N808MA,Cessna,208B Grand Caravan,C208,208B-2427,L1T,,,2022-07-31,2013-01-01
ab00b5,N808MN,Cessna,560XL Citation Excel,C56X,560-5587,L2J,,,2024-03-31,2005-01-01
ab00e5,N808PL,Cessna,560 Citation V,C560,560-0798,L2J,,,2023-12-31,2008-01-01
ab0110,N808RD,Cessna,510 Citation Mustang,C510,510-0086,L2J,,,,
ab0129,N808SD,Cessna,560XL Citation Excel,C56X,560-6234,L2J,,,2023-11-30,2017-01-01
ab0415,N809JA,Cessna,208 Caravan,C208,208-0081,L1T,SQH,,2023-04-30,1986-01-01
ab04bb,N809QS,Cessna,700 Citation Longitude,C700,700-0036,L2J,EJA,,2023-12-31,
ab0716,N81AU,Cessna,550B Citation Bravo,C55B,550-0929,L2J,,,2023-01-31,2000-01-01
ab0768,N81EA,Cessna,680 Citation Sovereign,C680,680-0348,L2J,,,2023-09-30,2013-01-01
ab0769,N81EB,Cessna,501 Citation I/SP,C501,501-0003,L2J,,,2022-05-31,
ab0841,N81NT,Cessna,680 Citation Sovereign,C680,680-0305,L2J,,,2021-08-31,
ab0855,N81PN,Cessna,441 Conquest II,C441,441-0037,L2T,,,2024-03-31,1978-01-01
ab089b,N81SH,Cessna,560XL Citation Excel,C56X,560-5101,L2J,,,,
ab0902,N81WL,Cessna,510 Citation Mustang,C510,510-0165,L2J,,,2022-05-31,2009-01-01
ab097a,N810BE,Cessna,560 Citation V,C560,560-0066,L2J,,,2022-12-31,1990-01-01
ab0a07,N810GW,Cessna,525C CitationJet CJ4,C25C,525C-0139,L2J,,,2022-10-31,2013-01-01
ab0a26,N810JB,Cessna,560XL Citation Excel,C56X,560-5113,L2J,,,2024-03-31,2000-01-01
ab0a5d,N810LG,Cessna,501 Citation I/SP,C501,501-0258,L2J,,,,
ab0aa7,N810PF,Cessna,525A CitationJet CJ2,C25A,525A-0399,L2J,,,2023-08-31,2008-01-01
ab0afd,N810SS,Cessna,525 CitationJet CJ1,C525,525-0137,L2J,,,,
ab0ddc,N811JA,Cessna,550B Citation Bravo,C55B,550-0952,L2J,,,2022-10-31,2000-01-01
ab0e1e,N811LS,Cessna,208B Grand Caravan,C208,208B-2212,L1T,,,2023-09-30,2010-01-01
ab0e28,N811MB,Cessna,560XL Citation Excel,C56X,560-5728,L2J,,,2021-08-31,2007-01-01
ab0ef5,N811VG,Cessna,551 Citation II/SP,C551,551-0017,L2J,,,2023-01-31,1979-01-01
ab0f0c,N811WE,Cessna,560 Citation V,C560,560-0811,L2J,,,2021-08-31,2011-01-01
ab117a,N812HA,Cessna,550 Citation S/II,C550,S550-0054,L2J,,,2023-10-31,1985-01-01
ab1192,N812J,Cessna,510 Citation Mustang,C510,510-0435,L2J,,,2021-07-31,2013-01-01
ab1218,N812PJ,Cessna,525A CitationJet CJ2,C25A,525A-0176,L2J,,,,
ab1228,N812Q,Cessna,T240 Corvalis TTx,C240,T240-2051,L1P,,,2022-05-31,2014-01-01
